Drug,Pearson.est,Pearson.p,Pearson.q,Spearman.est,Spearman.p,Spearman.q,Slope,Intercept,R.squared,Rank.slope,Rank.intercept,Rank.R.squared,N
cyclovalone,-0.019525961,0.73412884,0.944066217,-0.067882225,0.237202477,0.596300671,-3.33E-05,0.911406499,0.000381263,-0.067882218,163.3859793,0.004607996,305
cyclovirobuxin.d,-0.075312084,0.212297792,0.561303126,-0.070270116,0.244604205,0.605447673,-0.000285883,0.952474386,0.00567191,-0.070270116,148.2324111,0.004937889,276
cyproheptadine,-0.055096075,0.355768143,0.710178674,-0.077949238,0.191044456,0.526740366,-0.000236759,1.091818856,0.003035578,-0.077949238,153.0687918,0.006076084,283
cyproterone.acetate,0.056312718,0.393229887,0.745299697,0.063479143,0.33573109,0.674174877,0.000193327,0.923874027,0.003171122,0.063479143,109.1046798,0.004029602,232
CYT.997,0.050952431,0.372846225,0.728584796,0.106435514,0.062091281,0.299693917,0.000204224,0.61942796,0.00259615,0.106435514,138.055713,0.011328519,308
cytarabine,0.006040621,0.92218351,0.983691274,-0.033470511,0.588230134,0.840662692,2.33E-05,1.262715627,3.65E-05,-0.033470511,136.9348427,0.001120275,264
cytochalasin.b,-0.056476833,0.323190358,0.680202963,-0.07141317,0.211373953,0.556716827,-0.000172104,0.829006065,0.003189633,-0.07141317,165.5333347,0.005099841,308
D.4476,-0.06130642,0.315553163,0.670459581,-0.033187165,0.587170893,0.840662692,-0.000326816,1.302504304,0.003758477,-0.033187165,139.9968608,0.001101388,270
D.64131,0.014276084,0.814356769,0.970447469,-0.011990478,0.843660647,0.958652359,6.37E-05,0.651667833,0.000203807,-0.011990478,138.6426955,0.000143772,273
D.Serine,-0.026663708,0.689464019,0.922683825,-0.006682821,0.920239434,0.977654203,-0.000124067,1.116026531,0.000710953,-0.006682821,114.7618416,4.47E-05,227
dabrafenib,0.247028872,3.22E-05,0.001294717,0.190140567,0.001476246,0.024290953,0.000993441,0.906108741,0.061023264,0.179055218,114.1113248,0.036153435,277
dacarbazine,-0.128366543,0.040139379,0.254920264,-0.06470525,0.302400802,0.647746097,-0.000196451,0.949006236,0.016477969,-0.063818952,136.7007353,0.004186769,256
dacinostat,-0.020742063,0.717806563,0.938072114,-0.000364997,0.994926522,0.999284996,-4.35E-05,0.597792527,0.000430233,-0.000364997,153.556027,1.33E-07,306
daclatasvir,-0.025885089,0.684395321,0.920152669,-0.10225651,0.107466941,0.399005465,-0.000130717,0.980662757,0.000670038,-0.10225651,137.7820637,0.010456394,249
dacomitinib,-0.416196923,4.51E-13,7.26E-11,-0.337903321,7.49E-09,5.71E-07,-0.001784807,0.853455358,0.173219879,-0.337505051,186.5819547,0.114178654,278
dalcetrapib,0.11841965,0.055573463,0.301240183,0.152857583,0.013250713,0.116994097,0.000630221,1.255172257,0.014023214,0.152857583,111.3992279,0.023365441,262
danazol,0.111826043,0.058033238,0.310081655,0.119104385,0.043417354,0.253340818,0.000603219,1.129106086,0.012505064,0.119104385,127.2894164,0.014185855,288
danusertib,-0.017945631,0.754930155,0.953404999,-0.013454381,0.814972217,0.941502861,-7.48E-05,0.484500517,0.000322046,-0.013454381,155.0585203,0.00018102,305
dapivirine,-0.016025579,0.784370179,0.958346846,-0.009347829,0.873194165,0.972942388,-4.87E-05,0.865313221,0.000256819,-0.009347829,148.8788048,8.74E-05,294
darapladib,0.059659796,0.299809201,0.660152207,-0.011323782,0.844117236,0.958652359,0.000130991,0.934780705,0.003559291,-0.011323777,154.226876,0.000128228,304
darifenacin,0.012360242,0.830891681,0.973211363,0.02000308,0.729619972,0.904528869,5.95E-05,0.982467114,0.000152776,0.02000308,147.9795349,0.000400123,301
dasatinib,-0.082834122,0.160903697,0.504304228,-0.140288621,0.017208829,0.141581729,-0.000468166,0.793642394,0.006861492,-0.138941803,164.5770906,0.019680897,288
daunorubicin,0.06535303,0.263997808,0.619686918,0.071000933,0.224839944,0.577248652,0.000282785,0.736333511,0.004271019,0.070979136,137.0305774,0.005041132,294
DCEBIO,0.075661932,0.202828956,0.553547073,0.050018921,0.400217864,0.726321239,0.000236593,0.84263766,0.005724728,0.050018921,135.8472943,0.002501892,285
decitabine,-0.170177875,0.004089994,0.061690736,-0.123843973,0.037326096,0.231966466,-0.000615314,0.880263592,0.028960509,-0.122540823,159.4007969,0.01533733,283
defactinib,-0.007852323,0.904084056,0.979701749,0.030028409,0.644855481,0.870044154,-3.60E-05,0.948882317,6.17E-05,0.030028409,115.9116051,0.000901705,238
deferasirox,0.056738021,0.333964316,0.689843552,0.069100458,0.239142851,0.598063642,0.00033921,1.102620795,0.003219203,0.069100458,136.3767829,0.004774873,292
deflazacort,-0.035555598,0.55281222,0.850606443,-0.065753551,0.27198345,0.632111154,-0.000226732,0.974909184,0.001264201,-0.065753551,150.2712506,0.004323529,281
deforolimus,0.059780922,0.295643851,0.657591853,0.037021263,0.517437364,0.811754392,0.00032805,0.625958211,0.003573759,0.037021263,148.7802149,0.001370574,308
delanzomib,0.053847618,0.347053389,0.699907113,0.060033312,0.294397405,0.642807279,0.000112261,0.481197309,0.002899566,0.060033312,144.75487,0.003603998,307
demecarium,0.008916621,0.881495708,0.976902139,-0.000547145,0.992701594,0.998910291,3.97E-05,1.297011935,7.95E-05,-0.000547145,141.5774211,2.99E-07,282
deoxycorticosterone.acetate,-0.054658051,0.343025883,0.697599346,-0.091624708,0.111461299,0.407565559,-0.000184243,0.784134892,0.002987503,-0.091624708,165.9269556,0.008395087,303
dequalinium,0.00585796,0.919249457,0.983067366,0.031209979,0.589021851,0.840662692,2.71E-05,0.919750682,3.43E-05,0.031209979,146.7716882,0.000974063,302
desonide,-0.08279102,0.157501721,0.502340291,-0.062674787,0.284941161,0.637468104,-0.000625994,1.074430921,0.006854353,-0.062674787,156.2131937,0.003928129,293
desoxycortone,0.000237102,0.996848584,0.999157209,0.008286731,0.890204384,0.973577,1.89E-06,1.177766795,5.62E-08,0.008286731,139.3357143,6.87E-05,280
dexamethasone.acetate,0.022143201,0.742268678,0.945299072,-0.007575922,0.910428195,0.977654203,0.000179353,1.359857448,0.000490321,-0.007575922,112.8485032,5.74E-05,223
dexrazoxane,-0.020120425,0.746769786,0.947697327,-0.000643842,0.991756707,0.998910291,-5.73E-05,0.839191056,0.000404832,-0.000643842,130.5840214,4.15E-07,260
dianhydrogalactitol,0.078554325,0.173332892,0.51431563,0.056122457,0.33103758,0.670408973,0.000353402,0.864632379,0.006170782,0.056122457,142.9974478,0.00314973,302
diaveridine,0.080738456,0.171049009,0.513810081,0.060273237,0.307191435,0.651000982,0.000426799,1.223220823,0.006518698,0.060273237,136.2603806,0.003632863,289
diazooxonorleucine,-0.003284965,0.955427138,0.990912094,0.00655988,0.911128142,0.977654203,-1.75E-05,1.223795934,1.08E-05,0.00655988,145.5389775,4.30E-05,292
dichloroacetate,-0.002274957,0.969715357,0.993529939,-0.012661099,0.832652317,0.951030087,-3.28E-06,0.96144586,5.18E-06,-0.012118573,142.7087189,0.000160303,281
dichlorvos,0.105389231,0.069260531,0.335738666,0.117600099,0.042498562,0.253340818,0.000400743,0.768201627,0.01110689,0.117600099,131.9187852,0.013829783,298
diclazuril,0.039694325,0.500002432,0.81737868,0.024193933,0.681071509,0.880687042,0.000129902,0.834797597,0.001575639,0.024193933,142.4676857,0.000585346,291
dicycloverine,0.008936307,0.883364448,0.976902139,0.030752892,0.613577545,0.857726384,4.47E-05,1.075239202,7.99E-05,0.030752892,132.3022303,0.00094574,272
dienogest,0.049525067,0.398318964,0.746125097,-0.003713524,0.949532554,0.982698096,0.00025797,1.010132465,0.002452732,-0.003713524,147.5458881,1.38E-05,293
difluprednate,-0.059721688,0.29850717,0.659905928,-0.041716997,0.467911991,0.778777659,-0.000318298,0.858082849,0.00356668,-0.041716997,159.3827006,0.001740308,305
digitoxigenin,0.101150934,0.07535214,0.345329677,0.118820007,0.036527734,0.230970125,0.000242074,0.739685082,0.010231511,0.118820007,137.0234889,0.014118194,310
digitoxin,0.077417838,0.253938206,0.608298475,0.117350075,0.083153313,0.346790053,0.000329805,0.627221299,0.005993522,0.117350075,97.09149177,0.01377104,219
digoxigenin,0.098062479,0.088377873,0.375281994,0.133744539,0.019862928,0.150583874,0.000202714,0.911682912,0.00961625,0.133744034,131.6709068,0.017887602,303
digoxin,0.125306423,0.032314678,0.223883508,0.141049475,0.015865863,0.133568424,0.000224775,0.658016408,0.0157017,0.141049475,125.8362519,0.019894954,292
dihydroartemisinin,0.114457957,0.054444403,0.298619303,0.115908896,0.051435395,0.281125559,0.000886239,1.310455696,0.013100624,0.115908896,125.5409368,0.013434872,283
dihydroergocristine,-0.098370458,0.104200962,0.398108161,-0.088804918,0.142604454,0.45805766,-0.000413209,1.131423418,0.009676747,-0.088804918,149.7106762,0.007886313,274
dimethisoquin,0.154401107,0.018106897,0.168069143,0.110586318,0.091455971,0.364047449,0.001119274,1.250304375,0.023839702,0.110586318,104.5061076,0.012229334,234
dinaciclib,-0.003103286,0.957384363,0.990912094,0.013560644,0.815362284,0.941502861,-1.00E-05,0.604011289,9.63E-06,0.013560638,147.9659042,0.000183891,299
dioscin,-0.030257531,0.608464804,0.881057036,-0.060071889,0.308813124,0.651000982,-9.04E-05,0.843496945,0.000915518,-0.060071889,153.7104239,0.003608632,289
diphemanil,0.021127187,0.724850816,0.939047943,-0.00146722,0.980500472,0.992842436,8.99E-05,1.145860108,0.000446358,-0.00146722,140.7061444,2.15E-06,280
diphenyleneiodonium,-0.032208044,0.582937682,0.869716974,-0.018398738,0.753812712,0.911119205,-9.79E-05,0.56673152,0.001037358,-0.018398738,149.7046145,0.000338514,293
dirithromycin,0.034656539,0.558727657,0.853415239,0.061342113,0.300369349,0.645303883,0.000227381,1.318216338,0.001201076,0.061342113,135.1667357,0.003762855,287
disulfiram,0.118816526,0.03809112,0.24733606,0.083495745,0.145740055,0.46098066,0.000262026,0.736741374,0.014117367,0.083495745,140.225151,0.006971539,305
DMH1,0.142562207,0.015833839,0.158119997,0.146817239,0.012936442,0.115629434,0.000744155,1.205049219,0.020323983,0.146817239,122.4317262,0.021555302,286
docetaxel,-0.069070584,0.241796006,0.59774474,-0.065459912,0.267350071,0.629480746,-0.000372322,0.759564396,0.004770746,-0.064993239,154.4240196,0.004285,289
dofetilide,0.102304749,0.080938263,0.357312818,0.113749576,0.052170647,0.281877229,0.000468493,1.038925468,0.010466262,0.113749576,129.835687,0.012938966,292
dolastatin.10,0.006031381,0.91784114,0.982286748,0.018926398,0.746149692,0.908627305,1.95E-05,0.191545736,3.64E-05,0.018926398,145.1988931,0.000358209,295
dolutegravir,0.05414055,0.398826537,0.746125097,0.036706134,0.567459936,0.837596317,0.000143554,0.89499745,0.002931199,0.036706134,118.4851455,0.00134734,245
domperidone,0.040277756,0.500535318,0.81737868,0.065157919,0.275498813,0.632111154,0.000264834,1.114390806,0.001622298,0.065157919,132.2801545,0.004245554,282
dorzolamide,0.02735538,0.678513994,0.918664679,0.021259339,0.747376949,0.908649724,0.000123763,1.056088136,0.000748317,0.021259339,114.0232871,0.000451959,232
dovitinib,0.130700724,0.025776439,0.205207886,0.13158074,0.024786969,0.176805573,0.000338043,0.895320703,0.017082679,0.131111181,126.8577675,0.017313491,291
doxercalciferol,-0.005962293,0.925267621,0.983691274,-0.030610282,0.630034417,0.863219397,-4.52E-05,1.099913031,3.55E-05,-0.030610282,129.3415904,0.000936989,250
doxifluridine,0.026767264,0.660297304,0.908591108,0.033026069,0.587598482,0.840662692,0.000113568,0.952156599,0.000716486,0.033026069,131.9919416,0.001090721,272
doxorubicin,0.047938036,0.405701669,0.751222527,0.078626423,0.172221891,0.499754104,1.00E-04,0.576178914,0.002298055,0.078626423,140.0487837,0.006182114,303
doxycycline,-0.00979272,0.862995827,0.976902139,0.031314131,0.581001557,0.840662692,-3.00E-05,0.919710447,9.59E-05,0.031314131,152.0836815,0.000980575,313
DPI.201106,0.112455775,0.052466691,0.291079576,0.049116561,0.398205823,0.726321239,0.000246548,0.844492008,0.012646301,0.049116561,142.1570741,0.002412437,298
dronedarone,-0.107854531,0.067590542,0.332894914,-0.106070836,0.072283742,0.324666645,-0.000184744,0.863956528,0.0116326,-0.106070836,159.8272358,0.011251022,288
drospirenone,0.130409076,0.026635306,0.208475263,0.112364773,0.056395216,0.291493193,0.000548086,0.946674087,0.017006527,0.112364773,128.7071078,0.012625842,289
DU.728,0.069536846,0.24614118,0.599012486,0.069873887,0.243853783,0.604623762,0.000398125,1.157725412,0.004835373,0.069873887,130.6827189,0.00488236,280
E7449,0.061302512,0.289085022,0.64898467,0.0387129,0.503431681,0.805254533,0.000384875,0.980255873,0.003757998,0.0387129,145.1543522,0.001498689,301
ebastine,-0.164101821,0.005010339,0.070436613,-0.137612569,0.018845404,0.145925913,-0.000647955,0.986741379,0.026929408,-0.137612552,166.0914326,0.018937219,291
echinomycin,-0.05793267,0.312443123,0.668300414,-0.048306262,0.399761194,0.726321239,-0.000151265,0.229205936,0.003356194,-0.048306262,160.9150113,0.002333495,306
efonidipine.monoethanolate,-0.076127554,0.184123185,0.526922526,-0.077437317,0.176668064,0.505727338,-0.000308137,0.99565908,0.005795405,-0.077437317,165.3866281,0.005996538,306
elacridar,-0.013267757,0.818087109,0.971410819,0.022138324,0.701116505,0.895286477,-3.22E-05,0.996293655,0.000176033,0.022138324,148.6349748,0.000490105,303
elesclomol,0.006520398,0.912423934,0.979895599,0.017203704,0.77166417,0.923628503,3.10E-05,0.714336929,4.25E-05,0.017190635,141.5245486,0.000295967,287
eltrombopag,0.038276214,0.508972868,0.820829193,0.054456605,0.347229809,0.684998316,0.000207677,0.989968986,0.001465069,0.054456605,142.3042809,0.002965522,300
embelin,0.007112575,0.91001302,0.979701749,0.022917873,0.715694554,0.899588293,3.67E-05,1.004495582,5.06E-05,0.022917873,125.0665123,0.000525229,255
EMD.53998,-0.048898793,0.417570733,0.758792908,-0.016895917,0.779513972,0.928311979,-0.000347172,1.194094608,0.002391092,-0.016895917,141.3485324,0.000285472,277
emetine,0.001081275,0.985095287,0.996006558,0.031094585,0.591021569,0.840667222,1.86E-06,0.584315232,1.17E-06,0.031094585,146.3047176,0.000966873,301
endo.IWR.1,0.00028775,0.995993665,0.999157209,-0.036939206,0.519052242,0.812527186,1.24E-06,0.904896911,8.28E-08,-0.036939206,159.6886377,0.001364505,307
ENMD.2076,-0.017159794,0.784260162,0.958346846,0.030755842,0.623591764,0.863219397,-6.86E-05,0.887443371,0.000294459,0.030755842,125.0324964,0.000945922,257
enocitabine,-0.03026073,0.614114395,0.884557135,0.003669143,0.951262005,0.982698096,-0.000144969,1.067949977,0.000915712,0.003669143,139.9844854,1.35E-05,280
enoximone,0.094818601,0.11210913,0.419467752,0.095589902,0.109207057,0.401430857,0.000269327,1.126000803,0.008990567,0.095589902,127.9740289,0.009137429,282
entinostat,0.096632127,0.093689573,0.382147893,0.070128619,0.224309609,0.577248652,0.000385566,0.848901587,0.009337768,0.070128619,140.8755143,0.004918023,302
enzalutamide,0.017270977,0.795792437,0.961775644,-0.003172134,0.962091381,0.984089914,9.24E-05,1.297802272,0.000298287,-0.003172134,114.3616233,1.01E-05,227
epiandrosterone,0.026487057,0.658415104,0.907985782,0.036308127,0.544433747,0.825231838,0.000149036,1.262232451,0.000701564,0.036308127,135.8805541,0.00131828,281
epinastine,0.028282614,0.65050942,0.90344569,0.070138347,0.260718031,0.621943507,0.000121847,1.342804912,0.000799906,0.070138347,120.8820149,0.004919388,259
epinephrine,0.033793073,0.589709287,0.871240626,-0.020327629,0.745694543,0.908627305,0.000196048,0.971664163,0.001141972,-0.020327629,131.6222641,0.000413212,257
epirubicin,-0.00833192,0.906785087,0.979701749,0.020832521,0.769673922,0.923628503,-1.66E-05,0.524179076,6.94E-05,0.020832521,98.40633166,0.000433994,200
eplerenone,-0.009190248,0.876379546,0.976902139,-0.00868905,0.883071681,0.972942388,-2.89E-05,0.881349634,8.45E-05,-0.008689049,146.2599121,7.55E-05,289
epothilone.a,-0.094533669,0.100503767,0.39120821,-0.086053028,0.135045436,0.446451578,-0.000219443,0.449730944,0.008936615,-0.086053028,165.0800603,0.007405124,303
epothilone.b,-0.022018455,0.703602048,0.930425357,-0.05359486,0.354116913,0.695741234,-8.28E-05,0.27251379,0.000484812,-0.05359486,159.0928239,0.002872409,301
epothilone.d,0.047685803,0.46309674,0.796394394,0.034007243,0.600880834,0.848316536,0.00016853,0.20188552,0.002273936,0.034007243,115.9191308,0.001156493,239
eprinomectin,0.036779999,0.581445918,0.869716974,0.035932733,0.590186063,0.840662692,0.000245098,1.097663997,0.001352768,0.035932733,109.9036685,0.001291161,227
eprobemide,-0.031674979,0.611165599,0.883151834,-0.028467649,0.647737237,0.870058924,-0.000204467,1.085284834,0.001003304,-0.028467649,134.2150282,0.000810407,260
eprosartan,0.092152733,0.124633376,0.443413091,0.080977246,0.177423679,0.505727338,0.000412198,1.257588141,0.008492126,0.080977246,128.6631856,0.006557314,279
eptifibatide,-0.089210948,0.158798659,0.503151986,-0.098761525,0.118598207,0.415811632,-0.000307178,1.058652963,0.007958593,-0.098761525,138.4439522,0.009753839,251
EPZ.5676,-0.113750777,0.05216815,0.29068368,-0.132467648,0.023581215,0.170775046,-0.000544905,0.960593154,0.012939239,-0.132467648,165.9065104,0.017547678,292
equol,0.014572433,0.810575201,0.970447469,0.005968109,0.92180703,0.977654203,5.47E-05,1.022912766,0.000212356,0.005968109,136.1823691,3.56E-05,273
ER.27319,-0.07947467,0.164132902,0.506649765,-0.037482899,0.512224522,0.808503985,-0.000110571,0.816747326,0.006316223,-0.037482899,160.2911079,0.001404968,308
erastin,0.134729773,0.031499328,0.221546897,0.203512187,0.001082602,0.019421135,0.000503606,0.912709528,0.018152112,0.203512187,101.95044,0.04141721,255
ercalcitriol,-0.111277976,0.059281644,0.313379626,-0.186900442,0.001441883,0.023998236,-0.000675178,1.014577048,0.012382788,-0.186900442,171.5071138,0.034931775,288
erdafitinib,0.280659216,1.54E-06,8.26E-05,0.253226706,1.57E-05,0.000552963,0.001210211,0.986707537,0.078769596,0.253226706,106.4151943,0.064123765,284
erlotinib,-0.346718639,2.67E-09,2.57E-07,-0.321465818,3.98E-08,2.74E-06,-0.000863514,0.935819199,0.120213815,-0.304374012,182.6123617,0.103340272,279
erteberel,-0.125511444,0.031735511,0.221546897,-0.118189208,0.043226377,0.253340818,-0.000676235,1.078137545,0.015753123,-0.118189208,164.3738136,0.013968689,293
estradiol,0.123443532,0.045496176,0.272919147,0.06402464,0.300939344,0.645570622,0.000689681,1.214979563,0.015238306,0.06402464,123.5487476,0.004099154,263
estradiol.benzoate,-0.040644699,0.516547877,0.830145755,-0.023496884,0.707735405,0.898160269,-0.000192971,1.212319191,0.001651992,-0.023496884,132.031098,0.000552104,257
estradiol.cypionate,0.050058443,0.403202071,0.751222527,0.024318273,0.68482235,0.883799254,0.000238871,1.316262376,0.002505848,0.024318273,137.5711235,0.000591378,281
estramustine,-0.066608,0.272766706,0.628504704,-0.029751235,0.624541623,0.863219397,-0.000115255,0.934883558,0.004436626,-0.029540339,141.0470265,0.000885136,273
estramustine.phosphate,0.01834575,0.767568486,0.956708229,0.044191804,0.476319489,0.785096331,8.88E-05,1.231915704,0.000336567,0.044191804,125.6887777,0.001952916,262
estrone,0.086254362,0.160689445,0.504304228,0.109988029,0.073319056,0.324666645,0.000439553,1.324366697,0.007439815,0.109988029,118.8165981,0.012097367,266
ethacridine.lactate.monohydrate,-0.03211462,0.584031715,0.869716974,-0.025462735,0.664245514,0.872382208,-0.000167042,0.965935068,0.001031349,-0.025462735,150.7430221,0.000648351,293
ethinyl.estradiol,-0.014105879,0.820916928,0.971944163,0.031211659,0.616392234,0.858396235,-9.82E-05,1.168668764,0.000198976,0.031211659,126.4268785,0.000974168,260
etofylline.clofibrate,0.014307826,0.840234413,0.975056072,-0.011508793,0.871185338,0.972610925,7.13E-05,1.374577834,0.000204714,-0.011508793,102.1623881,0.000132452,201
etomoxir,0.014027358,0.813927588,0.970447469,0.007898535,0.894570245,0.974285788,5.53E-05,1.13542503,0.000196767,0.007898535,141.3744588,6.24E-05,284
etoposide,0.039542321,0.490730909,0.816780814,0.094945434,0.097354521,0.378949857,0.000186197,0.865554968,0.001563595,0.094945434,138.9258759,0.009014635,306
etoposide.phosphate,0.177497288,0.00210038,0.038016873,0.167971153,0.003635911,0.046182446,0.000668864,0.997351238,0.031505287,0.167971153,124.3883127,0.028214308,298
ETP.46464,-0.111780355,0.051530654,0.290336136,-0.071942781,0.211000488,0.556716827,-0.000269184,0.826988712,0.012494848,-0.071942781,163.4712741,0.005175764,304
evacetrapib,-0.021630225,0.710458749,0.933524744,-0.041238849,0.478944178,0.785403363,-9.70E-05,1.005643037,0.000467867,-0.041238844,155.1445878,0.001700643,297
everolimus,0.008455167,0.889196837,0.976902139,0.025476942,0.67458872,0.879211941,3.87E-05,0.872319854,7.15E-05,0.024078112,134.1892596,0.000649075,274
evodiamine,0.026442035,0.643902194,0.901036272,-0.065207775,0.253889335,0.611506122,0.000103333,0.865631531,0.000699181,-0.065207775,164.5746013,0.004252054,308
EVP4593,-0.039510315,0.493952531,0.81737868,-0.033145694,0.566116862,0.837421142,-0.000126329,0.646603126,0.001561065,-0.033145694,156.5215727,0.001098637,302
exatecan.mesylate,-0.094097844,0.211536694,0.561303126,-0.099378783,0.186899538,0.522452763,-0.000435305,0.216574844,0.008854404,-0.099378783,98.39440107,0.009876142,178
exemestane,0.097846326,0.158702551,0.503151986,0.080320995,0.24764355,0.609069944,0.000558565,1.183072926,0.009573904,0.080320995,96.56629555,0.006451462,209
famciclovir,-0.00806289,0.905344571,0.979701749,0.003492559,0.958920671,0.984008692,-4.49E-05,1.237247117,6.50E-05,0.003492559,110.1140722,1.22E-05,220
famotidine,0.083999664,0.180314807,0.526922526,0.092336633,0.140668729,0.456516896,0.000591141,1.25718955,0.007055944,0.092336633,116.6347426,0.008526054,256
favipiravir,0.035897771,0.555522754,0.850606443,0.057946937,0.34105419,0.681167541,0.000158802,1.264085984,0.00128865,0.057946937,128.5902431,0.003357848,272
fdcyd,-0.070096259,0.255500898,0.609498024,-0.042464437,0.491255257,0.793018519,-0.000294921,0.684276656,0.004913485,-0.042464437,138.6477702,0.001803228,265
felbamate,0.069024734,0.253956087,0.608298475,0.038260293,0.527506769,0.819786206,0.000194725,1.185347414,0.004764414,0.038260293,132.7200796,0.00146385,275
fenbendazole,-0.012768794,0.833352795,0.973680945,-0.033007868,0.5864223,0.840662692,-6.28E-05,0.631071383,0.000163042,-0.033007868,142.0385819,0.001089519,274
fendiline,-0.125826335,0.045132248,0.272919147,-0.144872736,0.020904706,0.15443885,-0.000521407,1.128888034,0.015832267,-0.144872736,145.9712738,0.02098811,254
fenofibrate,0.088248364,0.132463701,0.452376037,0.085397977,0.145480428,0.46098066,0.000510139,1.222394473,0.007787774,0.085397977,133.9891964,0.007292814,292
fenoprofen,0.135111054,0.029398595,0.219428686,0.093317493,0.133426521,0.442557328,0.000494895,0.936174865,0.018254997,0.093317493,118.3220671,0.008708155,260
fenretinide,0.100363845,0.090805688,0.378460543,0.059963091,0.313093302,0.654197837,0.000319446,1.082956711,0.010072901,0.059963091,134.425278,0.003595572,285
FERb.033,0.074548111,0.225587476,0.581228942,0.084562158,0.169089227,0.495686907,0.00029533,0.923243494,0.005557421,0.084562158,122.2109519,0.007150759,266
FG.4592,0.009151312,0.878832884,0.976902139,-0.011363848,0.849850638,0.960140352,5.81E-05,1.166187115,8.37E-05,-0.011363848,142.0966206,0.000129137,280
filanesib,0.010496216,0.860699838,0.976902139,0.020234431,0.735122614,0.907334139,3.53E-05,0.851299199,0.000110171,0.020150734,138.6486712,0.000409432,282
filgotinib,-0.068113747,0.285304662,0.645501798,-0.041227729,0.518117659,0.811941959,-0.000340855,1.193975524,0.004639483,-0.041227729,129.6328523,0.001699726,248
finafloxacin,0.024111319,0.684192967,0.920152669,0.04311136,0.466917451,0.778776604,0.000183856,1.146871456,0.000581356,0.04311136,137.7919641,0.001858589,287
FK.3311,-0.083825307,0.146155369,0.482079667,-0.067303685,0.243579825,0.604623762,-0.000312876,0.950903477,0.007026682,-0.067303685,161.6965083,0.004529786,302
FK.866,-0.065876123,0.271088835,0.626678816,-0.045077246,0.451662212,0.769419862,-0.000229255,0.763953838,0.004339664,-0.045057275,147.3530757,0.002031958,281
FK.888,0.132322058,0.027949388,0.211006298,0.13367275,0.026375705,0.181866768,0.000563592,1.275361651,0.017509127,0.13367275,119.9863241,0.017868404,276
fleroxacin,0.036440378,0.556301313,0.850606443,0.036716027,0.553316615,0.825573197,0.000239956,1.236073651,0.001327901,0.036716027,127.1534845,0.001348067,263
FLI.06,0.127533443,0.027978736,0.211006298,0.18866884,0.001086403,0.019421135,0.000598552,0.947524998,0.016264779,0.18866884,120.8883429,0.035595931,297
florfenicol,0.071130852,0.235454252,0.593350305,0.041871525,0.485292015,0.78955375,0.000353134,1.006259361,0.005059598,0.041871525,134.6170507,0.001753225,280
floxuridine,0.077943068,0.177437268,0.525417514,0.075224307,0.193084793,0.527359387,0.000381309,0.62940852,0.006075122,0.075224307,139.6411296,0.005658696,301
flubendazole,-0.04594109,0.419468364,0.759237739,-0.04827699,0.396192666,0.726321239,-0.000106107,0.785421282,0.002110584,-0.04827699,163.5312105,0.002330668,311
fludarabine,0.11531392,0.051403221,0.290336136,0.101857321,0.085524366,0.348843048,0.000512078,0.973455265,0.0132973,0.101857321,128.8834744,0.010374914,286
fludarabine.phosphate,0.067298565,0.245990864,0.599012486,0.077292092,0.182564036,0.514991523,0.000227836,0.965840139,0.004529097,0.077292092,138.4061862,0.005974068,299
fludroxycortide,-0.079997659,0.181952049,0.526922526,-0.113955535,0.056842625,0.291493193,-0.000339993,0.976045574,0.006399625,-0.113955535,156.5107527,0.012985864,280
flufenamic.acid,0.003644055,0.95283021,0.990912094,0.016156886,0.79310021,0.933729188,1.57E-05,1.234693153,1.33E-05,0.016156886,131.3430558,0.000261045,266
flumatinib,0.113677595,0.053975411,0.297172604,0.147118101,0.012439201,0.112589456,0.000659429,1.200127095,0.012922596,0.147118101,123.2414344,0.021643736,288
flumethasone,-0.126051225,0.030714928,0.221546897,-0.126924916,0.029566852,0.196388996,-0.001217301,1.104745932,0.015888911,-0.126924916,166.2214251,0.016109934,294
flumethasone.pivalate,-0.070382906,0.24997214,0.603266098,-0.066849766,0.274598255,0.632111154,-0.000515537,1.08815801,0.004953753,-0.066849766,144.0247184,0.004468891,269
fluocinolone.acetonide,0.002060168,0.972377305,0.993529939,-0.000919614,0.987667871,0.995921363,1.76E-05,1.2808412,4.24E-06,-0.000919614,143.1315048,8.46E-07,285
fluorometholone,-0.070028602,0.239441914,0.595038262,-0.054070677,0.363951778,0.698328453,-0.000293335,0.860789175,0.004904005,-0.054070677,150.2050714,0.002923638,284
fluroxene,0.160280373,0.006053074,0.080411477,0.15349927,0.008605671,0.089647566,0.000993863,1.18401682,0.025689798,0.15349927,124.012357,0.023562026,292
flutamide,0.029388785,0.614547291,0.884557135,0.012121212,0.835489401,0.952489225,0.000142826,1.195578135,0.000863701,0.012121212,146.7,0.000146924,296
fluticasone.propionate,0.040405863,0.532455911,0.840101582,0.050916464,0.431377283,0.751440584,0.000284052,0.923591155,0.001632634,0.050916464,114.8391079,0.002592486,241
fluvastatin,0.283988164,4.38E-07,2.88E-05,0.309809366,3.13E-08,2.27E-06,0.000768589,0.787790728,0.080649277,0.309809366,105.9442623,0.095981843,306
foretinib,0.057101406,0.331709269,0.688141644,0.059560501,0.311274101,0.652758144,0.000156492,0.885882373,0.003260571,0.059380372,137.3304657,0.003547453,291
