Drug,Pearson.est,Pearson.p,Pearson.q,Spearman.est,Spearman.p,Spearman.q,Slope,Intercept,R.squared,Rank.slope,Rank.intercept,Rank.R.squared,N
cyclosporin.a,-0.055116,0.357314647,0.737572299,-0.05355926,0.371077462,0.741131262,-0.000129929,1.104271603,0.003037773,-0.05355926,148.5518556,0.002868594,281
cyclosporine,0.02290936,0.707852441,0.910275608,0.042223716,0.489631081,0.828998812,3.76E-05,1.062015594,0.000524839,0.042223716,129.7786865,0.001782842,270
cyclovalone,-0.043256951,0.449395157,0.794535028,-0.040233007,0.481743999,0.821631696,-3.28E-05,0.911581597,0.001871164,-0.040233003,160.715999,0.001618695,308
cyclovirobuxin.d,0.018448429,0.759847842,0.943618933,0.001609135,0.978730715,0.99501873,3.09E-05,0.955419499,0.000340345,0.001609135,138.7763302,2.59E-06,277
cyproheptadine,0.023037191,0.69755495,0.907575417,-0.002605626,0.964944629,0.992336051,4.47E-05,1.090695722,0.000530712,-0.002605626,144.3752102,6.79E-06,287
cyproterone.acetate,0.025052551,0.70302668,0.909849235,0.105541961,0.107324392,0.430380035,3.70E-05,0.921546202,0.00062763,0.105541936,105.0988225,0.011139106,234
CYT.997,0.025401783,0.655428592,0.884492639,0.071718941,0.207197484,0.570636829,4.57E-05,0.618522361,0.000645251,0.071718941,144.8118452,0.005143606,311
cytarabine,0.027365195,0.65805159,0.884734171,0.00480144,0.938110906,0.987111817,4.69E-05,1.262521145,0.000748854,0.00480144,131.8638092,2.31E-05,264
cytochalasin.b,-0.118868567,0.036147621,0.261708778,-0.133127748,0.018836878,0.184295943,-0.000160983,0.828518948,0.014129736,-0.133127748,176.7679286,0.017722997,311
D.4476,-0.056845606,0.349432437,0.735542796,-0.028689269,0.636964866,0.910950829,-0.000138835,1.302795911,0.003231423,-0.028689269,140.9304299,0.000823074,273
D.64131,-0.036960964,0.541633316,0.838540283,-0.009656963,0.873340436,0.971068659,-7.40E-05,0.649585809,0.001366113,-0.009656963,139.3326609,9.33E-05,275
D.Serine,4.60E-05,0.999447208,0.999818557,0.003386528,0.95935168,0.991337739,9.65E-08,1.117807353,2.12E-09,0.003386528,114.6105493,1.15E-05,229
dabrafenib,0.197023575,0.000917627,0.026019612,0.142156025,0.017303984,0.172801161,0.000351679,0.90583906,0.038818289,0.134139648,121.6533794,0.020208335,280
dacarbazine,-0.156370548,0.011904024,0.147033343,-0.135342268,0.029752311,0.238947877,-0.000107068,0.948521847,0.024451748,-0.133669833,146.8102434,0.018317529,258
dacinostat,0.071356897,0.211734942,0.587454401,0.077789419,0.173288789,0.537143113,6.87E-05,0.596505621,0.005091807,0.077789419,142.4815348,0.006051194,308
daclatasvir,-0.051453151,0.416062427,0.774464442,-0.077770604,0.218586139,0.586134685,-0.000120536,0.982657485,0.002647427,-0.077770604,136.3379814,0.006048267,252
dacomitinib,-0.444784811,5.22E-15,1.26E-12,-0.362255813,4.16E-10,4.30E-08,-0.000861205,0.854747538,0.197833528,-0.361803084,191.3333333,0.131229274,280
dalcetrapib,0.100046538,0.104158254,0.438218648,0.129496125,0.03512119,0.252582676,0.000239096,1.256060397,0.01000931,0.129496125,115.7770154,0.016769246,265
danazol,0.155793628,0.007547021,0.111511087,0.178569282,0.002153195,0.040378314,0.000378587,1.126900487,0.024271655,0.178569282,120.7503156,0.031886988,293
danusertib,-0.040345748,0.48123493,0.820763462,9.00E-05,0.998746962,0.999437181,-7.57E-05,0.481389508,0.001627779,9.00E-05,153.9861404,8.10E-09,307
dapivirine,0.0485279,0.405486208,0.767508535,0.014604589,0.802419509,0.950744374,6.68E-05,0.866595403,0.002354957,0.014604589,146.3312185,0.000213294,296
darapladib,-0.056501696,0.325364449,0.713829881,-0.019790988,0.730658848,0.93062009,-5.44E-05,0.935287863,0.003192442,-0.019790979,156.0280198,0.000391683,305
darifenacin,0.011535603,0.841239554,0.966969664,0.038410118,0.50465039,0.837037531,2.48E-05,0.981897988,0.00013307,0.038410118,146.642457,0.001475337,304
dasatinib,-0.299182786,2.18E-07,1.66E-05,-0.321085021,2.36E-08,1.71E-06,-0.000757191,0.79878193,0.089510339,-0.318378873,191.1649366,0.103095591,289
daunorubicin,0.049463586,0.396481354,0.762780533,0.084449042,0.147237387,0.508829918,9.63E-05,0.734605602,0.002446646,0.084429267,135.9622538,0.007131641,296
DCEBIO,0.065146144,0.271332959,0.658443145,0.057329358,0.333154987,0.706760056,9.16E-05,0.842858658,0.00424402,0.057329358,135.7445725,0.003286655,287
decitabine,-0.201476102,0.000622739,0.019185649,-0.220860026,0.000170812,0.006032592,-0.000321143,0.880997427,0.04059262,-0.218671692,174.2700519,0.048779151,285
defactinib,-0.022310171,0.732038524,0.928188951,0.011408472,0.861016448,0.96939771,-4.57E-05,0.949544288,0.000497744,0.011408472,118.1366876,0.000130153,238
deferasirox,0.083972337,0.14954279,0.514779635,0.07224235,0.215247283,0.582575823,0.000221852,1.102863434,0.007051353,0.07224235,137.772011,0.005218957,296
deflazacort,-0.00437309,0.941613942,0.985806681,-0.026607128,0.655814669,0.912311091,-1.26E-05,0.975336432,1.91E-05,-0.026607128,145.7782122,0.000707939,283
deforolimus,0.064144853,0.259398669,0.648720679,0.073773069,0.194448148,0.563252068,0.000157213,0.625738145,0.004114562,0.073773069,144.4914013,0.005442466,311
delanzomib,0.077960191,0.17094603,0.548905466,0.054990267,0.334533476,0.708193675,7.40E-05,0.480659223,0.006077791,0.054990267,146.9490135,0.003023929,310
demecarium,0.020276867,0.734131505,0.928991291,0.046099997,0.439818137,0.79709774,4.13E-05,1.294450821,0.000411151,0.046099997,135.4538005,0.00212521,283
deoxycorticosterone.acetate,-0.045177511,0.431777793,0.785445031,-0.006754048,0.906486525,0.983123503,-6.88E-05,0.783414368,0.002041008,-0.006754048,154.0333693,4.56E-05,305
dequalinium,-0.046121174,0.422210872,0.77887231,0.010886244,0.8498224,0.967688499,-9.57E-05,0.920608156,0.002127163,0.010886244,151.3344047,0.00011851,305
desonide,-0.087757457,0.131975918,0.491518591,-0.07810908,0.180179765,0.545816526,-0.000293982,1.073542259,0.007701371,-0.07810908,160.0991984,0.006101028,296
desoxycortone,-0.049710897,0.407323038,0.769978797,-0.055999803,0.350511889,0.725058878,-0.000176426,1.181424927,0.002471173,-0.055999803,148.3679724,0.003135978,280
dexamethasone.acetate,-0.031899842,0.634870449,0.877036812,-0.02931988,0.662504058,0.915368202,-0.00011747,1.363314413,0.0010176,-0.02931988,115.7984865,0.000859655,224
dexrazoxane,-0.041351562,0.505143829,0.829417325,0.067700092,0.274905556,0.641088591,-5.34E-05,0.837577598,0.001709952,0.067700092,122.5974379,0.004583302,262
dianhydrogalactitol,0.139067251,0.014909558,0.163553334,0.096561638,0.091763433,0.410103243,0.000273952,0.858761679,0.0193397,0.096561638,138.6777885,0.00932415,306
diaveridine,0.054066726,0.358089313,0.737572299,0.036378069,0.536511363,0.860869266,0.000136868,1.222863922,0.002923211,0.036378069,140.688802,0.001323364,291
diazooxonorleucine,-0.04250683,0.467037315,0.811848779,-0.016809857,0.773719304,0.942791104,-0.000103526,1.228214067,0.001806831,-0.016809857,150.4878589,0.000282571,295
dichloroacetate,-0.035718358,0.549568183,0.838540283,-0.068522063,0.250568949,0.625958243,-2.37E-05,0.96124867,0.001275801,-0.065789822,151.3421547,0.004695273,283
dichlorvos,0.039321404,0.496021648,0.825562466,0.083042972,0.149970398,0.513153979,6.77E-05,0.767430999,0.001546173,0.083042972,138.9189897,0.006896135,302
diclazuril,0.088467381,0.130837321,0.491518591,0.056794881,0.332645823,0.706760056,0.000129527,0.83377272,0.007826477,0.056794881,138.6511525,0.003225659,293
dicycloverine,0.009480479,0.875862819,0.976116207,0.018006227,0.766682158,0.939465602,2.16E-05,1.077076629,8.99E-05,0.018006227,135.0241437,0.000324224,274
dienogest,0.04074197,0.484262081,0.82163087,0.021723218,0.70927016,0.921444562,9.30E-05,1.003536117,0.001659908,0.021723218,145.7632405,0.000471898,297
difluprednate,-0.05002672,0.382384973,0.75643337,-0.028955556,0.613292871,0.903188859,-0.000122678,0.862066273,0.002502673,-0.028955556,158.4591556,0.000838424,307
digitoxigenin,0.007685023,0.892279846,0.976116207,0.066725185,0.239164318,0.614024703,8.24E-06,0.738255776,5.91E-05,0.066725185,146.524146,0.00445225,313
digitoxin,-0.02127985,0.753073453,0.938425439,0.109055333,0.105909314,0.430380035,-3.84E-05,0.623729676,0.000452832,0.109055333,98.89485808,0.011893066,221
digoxigenin,0.110721948,0.053006345,0.315856739,0.177596757,0.00181596,0.035060136,0.000102398,0.910183242,0.01225935,0.177596571,126.2389264,0.031540608,306
digoxin,0.168197804,0.003823847,0.077451804,0.212763632,0.000238075,0.007660738,0.000132994,0.65479277,0.028290501,0.212763632,116.1173644,0.045268363,294
dihydroartemisinin,0.110007099,0.06365276,0.337616106,0.121826061,0.039851643,0.278768979,0.000391964,1.305649595,0.012101562,0.121826061,125.5788732,0.014841589,285
dihydroergocristine,-0.007885877,0.896047699,0.976116207,-0.009740065,0.871795873,0.970999322,-1.50E-05,1.133756815,6.22E-05,-0.009740065,140.3538691,9.49E-05,277
dimethisoquin,0.064039892,0.330419766,0.717311815,0.033406003,0.6119305,0.903188859,0.000205882,1.25505932,0.004101108,0.033406003,113.0914977,0.001115961,233
dinaciclib,-0.090110819,0.118135961,0.470541463,-0.058140105,0.31392064,0.69146408,-0.000130805,0.605231105,0.00811996,-0.058140079,160.308222,0.003380272,302
dioscin,-0.006847532,0.907248242,0.981427025,-0.006342985,0.914055069,0.984392518,-9.14E-06,0.843710533,4.69E-05,-0.006342985,147.4292473,4.02E-05,292
diphemanil,0.118938381,0.046375511,0.29400949,0.096566756,0.106242425,0.430380035,0.00022491,1.150737344,0.014146338,0.096566756,127.3840874,0.009325138,281
diphenyleneiodonium,-0.013336627,0.819264312,0.962120619,0.02883577,0.621226402,0.904056111,-1.84E-05,0.565836769,0.000177866,0.02883577,144.2178882,0.000831502,296
dirithromycin,0.007603079,0.897244939,0.976116207,0.022523606,0.702002453,0.921444562,2.27E-05,1.318669304,5.78E-05,0.022523606,142.7115535,0.000507313,291
disulfiram,0.123881288,0.029731641,0.237853125,0.080785537,0.157265533,0.523982197,0.000121387,0.736065997,0.015346574,0.080785537,142.0186345,0.006526303,308
DMH1,0.128446352,0.028467535,0.236851459,0.119936791,0.040899414,0.284722843,0.000300375,1.206568109,0.016498465,0.119936791,128.4892286,0.014384834,291
docetaxel,-0.1407802,0.016253443,0.170525407,-0.111479982,0.057505897,0.33987159,-0.000340171,0.758214864,0.019819065,-0.110827908,162.1808745,0.012427786,291
dofetilide,0.071016974,0.223941475,0.59827907,0.06548141,0.262241526,0.639268905,0.000143555,1.036073273,0.005043411,0.06548141,138.3087513,0.004287815,295
dolastatin.10,0.008747911,0.880263799,0.976116207,0.010585172,0.855368353,0.969222241,1.28E-05,0.189201333,7.65E-05,0.010585172,148.4122242,0.000112046,299
dolutegravir,-0.025059946,0.695716347,0.907575417,0.006383823,0.920648074,0.984392518,-3.01E-05,0.895573962,0.000628001,0.006383823,122.7115978,4.08E-05,246
domperidone,0.042554187,0.473479187,0.817861407,0.082975561,0.161659177,0.526028063,0.000127111,1.107192695,0.001810859,0.082975561,131.593007,0.006884944,286
dorzolamide,0.083775949,0.202610985,0.584423717,0.086657521,0.18745791,0.555090088,0.000172985,1.056019953,0.00701841,0.086657521,106.86107,0.007509526,233
dovitinib,0.098656078,0.091869819,0.411314856,0.078230674,0.181739974,0.547109111,0.000116087,0.893698385,0.009733022,0.077971607,135.5381738,0.006120038,293
doxercalciferol,0.063002868,0.319173797,0.712116576,0.021373568,0.735629526,0.931446934,0.000212482,1.095340126,0.003969361,0.021373568,123.7962436,0.000456829,252
doxifluridine,0.103197376,0.086462662,0.398719536,0.082896985,0.168880182,0.537143113,0.000193122,0.949424838,0.010649698,0.082896985,127.4773191,0.00687191,277
doxorubicin,0.011231245,0.84512206,0.966969664,0.042620413,0.458321084,0.81009404,1.07E-05,0.575814981,0.000126141,0.042620413,146.4790768,0.0018165,305
doxycycline,-0.041158525,0.465965289,0.81097294,0.047746828,0.397616823,0.765896297,-5.70E-05,0.920122646,0.001694024,0.047746828,150.9321278,0.00227976,316
DPI.201106,0.110392755,0.056558797,0.329885227,0.068823595,0.235427366,0.612026618,0.00010741,0.843494969,0.01218656,0.068823595,139.6764607,0.004736687,299
dronedarone,-0.069511489,0.23797897,0.619772569,-0.03698818,0.530409968,0.856224787,-5.33E-05,0.863474256,0.004831847,-0.03698818,150.8817802,0.001368125,290
drospirenone,0.089934636,0.125196867,0.481937154,0.091986776,0.116774843,0.449707374,0.000156701,0.942990664,0.008088239,0.091986776,133.0239373,0.008461567,292
DU.728,0.059419878,0.318363177,0.711404136,0.06153963,0.301374537,0.670827011,0.000152899,1.155890798,0.003530722,0.06153963,133.7306027,0.003787126,284
E7449,0.016750707,0.77151559,0.94934339,0.038696772,0.502183629,0.836927622,4.79E-05,0.978765331,0.000280586,0.038696772,146.1180906,0.00149744,303
ebastine,-0.133217322,0.022332612,0.205972119,-0.175576808,0.002517804,0.045009628,-0.000241845,0.987948572,0.017746855,-0.175576787,173.3975761,0.030827215,294
echinomycin,-0.044466048,0.436812154,0.788522863,0.005551547,0.922699518,0.984392518,-5.33E-05,0.230519959,0.001977229,0.005551547,153.6422861,3.08E-05,308
efonidipine.monoethanolate,-0.087336752,0.125535634,0.481937154,-0.05988587,0.294006393,0.660032957,-0.000160232,0.998805516,0.007627708,-0.05988587,164.2823099,0.003586317,309
elacridar,0.022703202,0.69242268,0.907575417,0.021035163,0.713992264,0.921444562,2.60E-05,0.99867706,0.000515435,0.021035163,150.2711025,0.000442478,306
elesclomol,-0.062685965,0.288195819,0.680582744,-0.044840323,0.447634924,0.799229803,-0.000130397,0.715897575,0.00392953,-0.044812672,151.4978374,0.002010655,289
eltrombopag,0.016814115,0.770674745,0.94934339,0.062705552,0.276564842,0.641088591,4.11E-05,0.990348054,0.000282714,0.062705552,142.4687561,0.003931986,303
embelin,0.032517423,0.60526286,0.865173367,0.00932434,0.882209043,0.974052596,7.60E-05,1.004872707,0.001057383,0.00932434,126.8064845,8.69E-05,255
EMD.53998,-0.035326629,0.554664847,0.841881236,-0.016464392,0.783105149,0.945568279,-0.000114194,1.193700323,0.001247971,-0.016464392,143.8297115,0.000271076,282
emetine,-0.001969977,0.972757944,0.99124103,0.063510072,0.270437025,0.641088591,-1.52E-06,0.581831579,3.88E-06,0.063510072,142.3464691,0.004033529,303
endo.IWR.1,-0.03345057,0.5573763,0.844069959,-0.023720095,0.677405054,0.917608855,-6.54E-05,0.904909138,0.001118941,-0.023720095,159.1884748,0.000562643,310
ENMD.2076,0.003988901,0.949260483,0.986139511,0.020987213,0.737740207,0.931446934,7.67E-06,0.889163709,1.59E-05,0.020987213,126.2926496,0.000440463,257
enocitabine,0.057814678,0.333358796,0.717311815,0.054979143,0.357650149,0.730754487,0.000127422,1.06248863,0.003342537,0.054979143,133.7204513,0.003022706,282
enoximone,0.131855502,0.02575689,0.22467456,0.121763987,0.039603494,0.278377955,0.000168512,1.124244335,0.017385873,0.121763987,126.0268679,0.014826469,286
entinostat,0.12470855,0.029442861,0.236851459,0.136737637,0.016873699,0.17086095,0.000231359,0.852281625,0.015552222,0.136737637,132.0791415,0.018697181,305
enzalutamide,0.088335441,0.185769792,0.558080204,0.051057139,0.444986884,0.797451743,0.000211719,1.303692354,0.00780315,0.051057139,107.7050147,0.002606831,226
epiandrosterone,0.004436515,0.940874151,0.985806681,0.01695883,0.776760903,0.942791104,1.13E-05,1.265380438,1.97E-05,0.01695883,139.1003256,0.000287602,282
epinastine,0.052208832,0.402745313,0.767073561,0.103222108,0.097398646,0.420994745,0.000102257,1.341037487,0.002725762,0.103222108,116.581126,0.010654804,259
epinephrine,0.004972693,0.936399179,0.984590721,-0.039566584,0.525319694,0.852761117,1.35E-05,0.975883491,2.47E-05,-0.039566584,135.6634393,0.001565515,260
epirubicin,0.027601998,0.695860843,0.907575417,0.093623315,0.183976737,0.549274876,2.42E-05,0.523153058,0.00076187,0.093623315,92.45042189,0.008765325,203
eplerenone,-0.046934304,0.423483193,0.780157332,-0.075292621,0.19875112,0.565405935,-6.75E-05,0.880656248,0.002202829,-0.075292612,158.0680139,0.005668979,293
epothilone.a,-0.135981602,0.017496134,0.177163647,-0.113525859,0.047601209,0.314733109,-0.000141554,0.448700759,0.018490996,-0.113525859,170.3694564,0.012888121,305
epothilone.b,-0.025977018,0.652431941,0.881917504,-0.049626168,0.38934956,0.760824302,-4.38E-05,0.266766692,0.000674805,-0.049626168,159.5431775,0.002462757,303
epothilone.d,-0.00911079,0.888570025,0.976116207,-0.004554165,0.944164273,0.987111817,-1.45E-05,0.20134769,8.30E-05,-0.004554165,120.5464998,2.07E-05,239
eprinomectin,-0.036117999,0.587440113,0.857074272,0.004740416,0.943249968,0.987111817,-0.000107636,1.104801652,0.00130451,0.004740416,113.9572224,2.25E-05,228
eprobemide,-0.084869185,0.171628423,0.548905466,-0.066026822,0.287901658,0.654478854,-0.000249015,1.086114229,0.007202779,-0.066026822,139.6495137,0.004359541,261
eprosartan,0.19372199,0.001076522,0.028866749,0.155115568,0.009078764,0.103512207,0.000390007,1.255575705,0.03752821,0.155115568,119.5511471,0.024060839,282
eptifibatide,-0.043166221,0.495141738,0.825247179,-0.04336728,0.49313314,0.831265176,-6.50E-05,1.05757867,0.001863323,-0.04336728,131.9859609,0.001880721,252
EPZ.5676,-0.163613683,0.004843903,0.085536237,-0.143939252,0.013336998,0.144119203,-0.000353552,0.959479473,0.026769437,-0.143939252,169.3030093,0.020718508,295
equol,0.031032416,0.608375457,0.865902852,0.023368051,0.699642691,0.921444562,5.17E-05,1.026303387,0.000963011,0.023368051,134.775209,0.000546066,275
ER.27319,-0.016582547,0.77119939,0.94934339,-0.014035727,0.80557519,0.950744374,-1.03E-05,0.816843696,0.000274981,-0.014035727,157.6825556,0.000197002,310
erastin,0.083670912,0.180317421,0.555531118,0.145555758,0.019330792,0.185370769,0.000142346,0.91479854,0.007000822,0.145555758,110.6505294,0.021186479,258
ercalcitriol,-0.045305521,0.442138039,0.793287675,-0.102223611,0.082238629,0.39501471,-0.000124447,1.012089354,0.00205259,-0.102223611,160.3735354,0.010449667,290
erdafitinib,0.165982866,0.004813778,0.085536237,0.145982067,0.013302145,0.144119203,0.000320275,0.986731435,0.027550312,0.145982067,122.9785824,0.021310764,287
erlotinib,-0.417087413,2.97E-13,3.91E-11,-0.370122817,1.50E-10,1.97E-08,-0.000468971,0.937059033,0.17396191,-0.351763675,190.5986782,0.1369909,281
erteberel,-0.061259573,0.293498876,0.689531059,-0.041948574,0.472157311,0.815626799,-0.000152309,1.074670541,0.003752735,-0.041948574,154.7293633,0.001759683,296
estradiol,0.062806273,0.309323382,0.703796621,0.014746721,0.811507391,0.951160951,0.000153621,1.219445864,0.003944628,0.014746721,130.5460595,0.000217466,264
estradiol.benzoate,-0.025067806,0.688022675,0.907575417,-0.013818802,0.824837494,0.957053782,-5.62E-05,1.213708699,0.000628395,-0.013818802,131.7964443,0.000190959,259
estradiol.cypionate,0.052001404,0.382625401,0.75643337,-0.009584904,0.872235982,0.970999322,0.000110419,1.31551128,0.002704146,-0.009584904,143.8658488,9.19E-05,284
estramustine,-0.080375548,0.183861997,0.557905532,-0.049911205,0.40969665,0.775641299,-6.23E-05,0.935343166,0.006460229,-0.049549061,144.8377704,0.002491128,275
estramustine.phosphate,0.03000256,0.629459097,0.876438352,0.031224816,0.615559539,0.903188859,6.58E-05,1.229338933,0.000900154,0.031224816,126.9095491,0.000974989,261
estrone,0.080978116,0.185459694,0.558080204,0.081441615,0.182947369,0.549274876,0.000187179,1.321210014,0.006557455,0.081441615,124.005382,0.006632737,269
ethacridine.lactate.monohydrate,-0.110614714,0.05817397,0.329885227,-0.095088795,0.103699625,0.430380035,-0.000255208,0.9723678,0.012235615,-0.095088795,161.5255973,0.009041879,294
ethinyl.estradiol,-0.039440229,0.524245872,0.829417325,0.008495764,0.89093252,0.975105536,-0.000124402,1.170596846,0.001555532,0.008495764,130.8785592,7.22E-05,263
etofylline.clofibrate,0.050471817,0.475633882,0.817861407,0.048580441,0.492348398,0.830909651,0.000113169,1.372449841,0.002547404,0.048580441,96.56908527,0.002360059,202
etomoxir,0.028091124,0.634970429,0.877036812,0.017989262,0.761139465,0.939140769,5.01E-05,1.137632517,0.000789111,0.017989262,141.9005517,0.000323614,288
etoposide,-0.023530261,0.680828913,0.905725419,0.045762371,0.42354849,0.783267195,-4.97E-05,0.864305322,0.000553673,0.045762371,147.4297136,0.002094195,308
etoposide.phosphate,0.143646318,0.012604506,0.150837397,0.14859563,0.009832662,0.110369722,0.000241238,0.997561669,0.020634265,0.14859563,128.5620598,0.022080661,301
ETP.46464,-0.107418926,0.060122168,0.333551336,-0.088449712,0.121989991,0.458809109,-0.00011487,0.826515332,0.011538826,-0.088449712,167.6212557,0.007823352,307
evacetrapib,-0.02833382,0.626145122,0.876438352,-0.007951845,0.891271578,0.975105536,-5.79E-05,1.006588679,0.000802805,-0.007951845,150.6888008,6.32E-05,298
everolimus,-0.003545925,0.952981653,0.986139511,0.00883972,0.883138011,0.974052596,-7.33E-06,0.874622731,1.26E-05,0.00831206,138.8363116,7.81E-05,279
evodiamine,0.053942225,0.343057468,0.729437906,0.026828928,0.637417264,0.910950829,9.56E-05,0.863708394,0.002909764,0.026828928,151.8146873,0.000719791,311
EVP4593,-0.048696429,0.396740207,0.762780533,-0.039143785,0.495826635,0.832853158,-6.88E-05,0.646935096,0.002371342,-0.039143785,158.9889991,0.001532236,305
exatecan.mesylate,-0.109777647,0.144644872,0.509600425,-0.137713593,0.066783532,0.365507314,-0.000224707,0.212577136,0.012051132,-0.137713593,101.8253666,0.018965034,178
exemestane,0.00038043,0.995627571,0.999818557,-0.006804819,0.921913438,0.984392518,9.58E-07,1.185899043,1.45E-07,-0.006804819,106.2179084,4.63E-05,210
famciclovir,0.04511268,0.50271034,0.829417325,0.05950361,0.376497275,0.747829978,0.00011249,1.23981139,0.002035154,0.05950361,105.3355957,0.00354068,223
famotidine,0.004405102,0.943974587,0.985806681,0.034588216,0.580980228,0.891383398,1.42E-05,1.263053897,1.94E-05,0.034588216,124.5381201,0.001196345,257
favipiravir,0.074047425,0.222644869,0.59827907,0.075615507,0.212975817,0.580770212,0.000148586,1.263645822,0.005483021,0.075615507,126.6406755,0.005717705,273
fdcyd,0.015703298,0.798782874,0.959281667,0.020127805,0.74384814,0.934975787,2.98E-05,0.683956159,0.000246594,0.020127805,130.812938,0.000405129,266
felbamate,0.054034474,0.36770362,0.748603412,0.035030148,0.559406372,0.876101333,7.02E-05,1.183242369,0.002919724,0.035030148,135.5782642,0.001227111,280
fenbendazole,-0.021546879,0.721068342,0.923172209,-0.030066545,0.618303021,0.903715529,-4.84E-05,0.628805213,0.000464268,-0.030066545,143.1792497,0.000903997,277
fendiline,-0.004199159,0.946694712,0.986139511,0.019888705,0.751476337,0.935015576,-7.95E-06,1.128318702,1.76E-05,0.019888705,125.9443015,0.000395561,256
fenofibrate,-0.047686276,0.414485414,0.774419199,-0.017354418,0.766597229,0.939465602,-0.000125433,1.227563309,0.002273981,-0.017354418,150.5684538,0.000301176,295
fenoprofen,-0.021702764,0.727106525,0.927257485,0.008406396,0.892485371,0.975105536,-3.58E-05,0.935376809,0.00047101,0.008406396,129.8987622,7.07E-05,261
fenretinide,0.152897582,0.009480693,0.127111516,0.158773645,0.007035172,0.089359031,0.000218443,1.081022374,0.023377671,0.158773645,121.1365951,0.02520907,287
FERb.033,0.1251624,0.039493025,0.2682475,0.136032125,0.025127303,0.212773889,0.000220597,0.922953049,0.015665626,0.136032125,117.499631,0.018504739,271
FG.4592,-0.053738898,0.368614801,0.748603412,-0.048700751,0.415257979,0.778828332,-0.000157619,1.17368469,0.002887869,-0.048700751,148.3911562,0.002371763,282
filanesib,-0.002942923,0.960549516,0.989999568,0.024255935,0.683458927,0.917608855,-4.42E-06,0.848687946,8.66E-06,0.024168641,139.5438844,0.00058835,285
filgotinib,-0.085795266,0.175427908,0.551844886,-0.070731171,0.264251883,0.640178771,-0.000195728,1.194631428,0.007360828,-0.070731171,134.9121275,0.005002898,251
finafloxacin,-0.066337252,0.260146696,0.649469684,-0.034668746,0.556522601,0.876101333,-0.000225901,1.14412182,0.004400631,-0.034668746,150.5443026,0.001201922,290
FK.3311,-0.084430658,0.141925622,0.505996749,-0.068606429,0.232997926,0.610092217,-0.000145104,0.950925702,0.007128536,-0.068606429,162.9624805,0.004706842,304
FK.866,-0.027023499,0.649622147,0.881564551,0.026351858,0.657771256,0.912311091,-4.28E-05,0.765945518,0.000730269,0.026339376,139.2334692,0.00069442,285
FK.888,0.114047851,0.057088247,0.329885227,0.116908685,0.051094277,0.32511871,0.000218825,1.276070707,0.013006912,0.116908685,123.6327841,0.013667641,279
fleroxacin,0.022163172,0.719498686,0.922793709,-0.022882678,0.710793458,0.921444562,6.41E-05,1.230451083,0.000491206,-0.022882678,136.0433962,0.000523617,265
FLI.06,0.067935477,0.241539615,0.622802514,0.139194182,0.016016161,0.166844616,0.000144502,0.946909427,0.004615229,0.139194182,129.1208727,0.01937502,299
florfenicol,0.017134769,0.774506925,0.950779951,0.006895637,0.908219654,0.983123503,3.79E-05,1.006765156,0.0002936,0.006895637,140.5242674,4.75E-05,282
floxuridine,0.091057375,0.114306601,0.463630136,0.088871902,0.123298508,0.462529117,0.000198219,0.62645039,0.008291446,0.088871902,138.0359068,0.007898215,302
flubendazole,-0.041596059,0.462667007,0.809364251,-0.01770939,0.754596609,0.935493056,-4.37E-05,0.784888681,0.001730232,-0.01770939,160.289229,0.000313623,314
fludarabine,0.123321779,0.036462759,0.26217491,0.108796603,0.065214255,0.36180169,0.000249883,0.973480731,0.015208261,0.108796603,128.7788908,0.011836701,288
fludarabine.phosphate,0.051060231,0.377370291,0.753022471,0.103644364,0.072571012,0.380734874,7.67E-05,0.962407408,0.002607147,0.103644364,135.349701,0.010742154,301
fludroxycortide,-0.071403459,0.231982217,0.611858379,-0.068609349,0.250810446,0.625958243,-0.000132407,0.974111246,0.005098454,-0.068609349,151.2082229,0.004707243,282
flufenamic.acid,0.008312595,0.892458507,0.976116207,0.009130238,0.881954143,0.974052596,1.62E-05,1.234071036,6.91E-05,0.009130238,132.7765481,8.34E-05,267
flumatinib,0.078379858,0.181658337,0.557290831,0.105551413,0.071709037,0.377580676,0.000205888,1.198280543,0.006143402,0.105551413,131.036718,0.011141101,292
flumethasone,-0.110363638,0.057464733,0.329885227,-0.116133217,0.045528883,0.307264351,-0.000470878,1.097361544,0.012180133,-0.116133217,166.3038493,0.013486924,297
flumethasone.pivalate,-0.083616927,0.171490889,0.548905466,-0.087018439,0.154659809,0.520807915,-0.000272274,1.088232266,0.00699179,-0.087018439,146.7474893,0.007572209,269
fluocinolone.acetonide,-0.113491131,0.054373092,0.321356071,-0.094913073,0.107976775,0.430717273,-0.000442417,1.285833692,0.012880237,-0.094913073,158.214939,0.009008491,288
fluorometholone,-0.060759789,0.305841145,0.699617659,-0.057740719,0.330543493,0.706760056,-0.000112125,0.857612272,0.003691752,-0.057740719,151.7857932,0.003333991,286
fluroxene,0.10161225,0.081969776,0.388049486,0.099595662,0.088254916,0.403957939,0.000286063,1.184577243,0.010325049,0.099595662,132.8096399,0.009919296,294
flutamide,0.050644045,0.38448547,0.75643337,0.041971502,0.471161095,0.815626799,0.000113507,1.197376555,0.002564819,0.041971502,142.7462462,0.001761607,297
fluticasone.propionate,0.013504968,0.834440604,0.96507188,-0.025363235,0.694629989,0.921084454,4.21E-05,0.923092891,0.000182384,-0.025363235,124.581633,0.000643294,242
