"","Simulation Number","Value Added","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"7856",11,"-0.75","Cell_No_1","DNA polymerase inhibitor",-0.39907,-1.02,0.431,1075,0.901
"7857",11,"-0.75","Cell_No_1","DNA synthesis inhibitor",0.28359,0.738,0.73,54,1
"7858",11,"-0.75","Cell_No_1","dopamine receptor antagonist",-0.52545,-1.31,0.174,1205,0.835
"7859",11,"-0.75","Cell_No_1","estrogen receptor agonist",-0.34648,-0.862,0.603,1083,0.928
"7860",11,"-0.75","Cell_No_1","estrogen receptor antagonist",0.38994,1.05,0.351,220,0.931
"7861",11,"-0.75","Cell_No_1","FGFR inhibitor",-0.2031,-0.505,0.983,1175,0.998
"7862",11,"-0.75","Cell_No_1","FLT3 inhibitor",-0.40032,-1.01,0.429,1060,0.885
"7863",11,"-0.75","Cell_No_1","glucocorticoid receptor agonist",-0.25437,-0.646,0.903,916,0.957
"7864",11,"-0.75","Cell_No_1","glutamate receptor antagonist",-0.38562,-0.947,0.509,1039,0.818
"7865",11,"-0.75","Cell_No_1","glycogen synthase kinase inhibitor",0.56718,1.47,0.0993,67,0.559
"7866",11,"-0.75","Cell_No_1","growth factor receptor inhibitor",-0.32092,-0.792,0.701,1000,0.916
"7867",11,"-0.75","Cell_No_1","HCV inhibitor",-0.6031,-1.48,0.0926,1054,0.712
"7868",11,"-0.75","Cell_No_1","HDAC inhibitor",-0.18737,-0.465,0.993,971,0.989
"7869",11,"-0.75","Cell_No_1","histamine receptor antagonist",-0.29149,-0.736,0.766,985,0.932
"7870",11,"-0.75","Cell_No_1","histone lysine methyltransferase inhibitor",-0.26941,-0.644,0.874,1167,0.938
"7871",11,"-0.75","Cell_No_1","HMGCR inhibitor",-0.44639,-1.1,0.316,953,0.888
"7872",11,"-0.75","Cell_No_1","HSP inhibitor",-0.47123,-1.16,0.282,1277,0.897
"7873",11,"-0.75","Cell_No_1","JAK inhibitor",-0.39131,-0.971,0.47,1067,0.8
"7874",11,"-0.75","Cell_No_1","KIT inhibitor",0.42992,1.1,0.322,93,1
"7875",11,"-0.75","Cell_No_1","MDM inhibitor",0.28385,0.728,0.746,250,1
"7876",11,"-0.75","Cell_No_1","MEK inhibitor",0.28182,0.741,0.762,323,1
"7877",11,"-0.75","Cell_No_1","MET inhibitor",-0.69653,-1.72,0.0225,1141,0.389
"7878",11,"-0.75","Cell_No_1","microtubule inhibitor",-0.55137,-1.38,0.141,887,0.805
"7879",11,"-0.75","Cell_No_1","mTOR inhibitor",0.25446,0.658,0.866,68,0.993
"7880",11,"-0.75","Cell_No_1","NFkB pathway inhibitor",-0.40432,-0.981,0.477,959,0.81
"7881",11,"-0.75","Cell_No_1","opioid receptor agonist",0.69394,1.81,0.0119,191,0.364
"7882",11,"-0.75","Cell_No_1","p38 MAPK inhibitor",0.58845,1.51,0.1,215,0.668
"7883",11,"-0.75","Cell_No_1","PARP inhibitor",0.24599,0.638,0.876,256,0.987
"7884",11,"-0.75","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.37777,0.95,0.518,351,0.961
"7885",11,"-0.75","Cell_No_1","phosphatase inhibitor",-0.27161,-0.684,0.832,1075,0.957
"7886",11,"-0.75","Cell_No_1","phosphodiesterase inhibitor",0.35325,0.928,0.522,91,0.965
"7887",11,"-0.75","Cell_No_1","PI3K inhibitor",0.2757,0.716,0.778,318,1
"7888",11,"-0.75","Cell_No_1","PLK inhibitor",-0.40416,-0.997,0.477,1299,0.84
"7889",11,"-0.75","Cell_No_1","potassium channel blocker",-0.47273,-1.17,0.28,1048,1
"7890",11,"-0.75","Cell_No_1","PPAR receptor agonist",-0.29638,-0.736,0.785,800,0.932
"7891",11,"-0.75","Cell_No_1","progesterone receptor agonist",0.38792,1.01,0.424,235,0.973
"7892",11,"-0.75","Cell_No_1","proteasome inhibitor",0.40114,1.05,0.384,290,0.931
"7893",11,"-0.75","Cell_No_1","protein synthesis inhibitor",-0.43169,-1.09,0.374,942,0.865
"7894",11,"-0.75","Cell_No_1","protein tyrosine kinase inhibitor",0.33466,0.865,0.615,227,1
"7895",11,"-0.75","Cell_No_1","RAF inhibitor",0.69718,1.77,0.0214,174,0.316
"7896",11,"-0.75","Cell_No_1","RET tyrosine kinase inhibitor",0.70188,1.83,0.0155,112,0.641
"7897",11,"-0.75","Cell_No_1","retinoid receptor agonist",-0.34317,-0.85,0.631,997,0.894
"7898",11,"-0.75","Cell_No_1","ribonucleotide reductase inhibitor",-0.39761,-0.999,0.436,1042,0.871
"7899",11,"-0.75","Cell_No_1","serotonin receptor agonist",0.4056,1.09,0.34,133,1
"7900",11,"-0.75","Cell_No_1","serotonin receptor antagonist",-0.4634,-1.16,0.297,939,0.897
"7901",11,"-0.75","Cell_No_1","sodium channel blocker",-0.36705,-0.919,0.527,1003,0.843
"7902",11,"-0.75","Cell_No_1","src inhibitor",-0.65783,-1.67,0.0318,1186,0.388
"7903",11,"-0.75","Cell_No_1","sterol demethylase inhibitor",-0.28253,-0.718,0.802,380,0.936
"7904",11,"-0.75","Cell_No_1","SYK inhibitor",0.23206,0.601,0.938,347,0.997
"7905",11,"-0.75","Cell_No_1","TGF beta receptor inhibitor",0.51748,1.31,0.167,285,0.85
"7906",11,"-0.75","Cell_No_1","thymidylate synthase inhibitor",0.38863,0.997,0.42,36,0.95
"7907",11,"-0.75","Cell_No_1","topoisomerase inhibitor",-0.23521,-0.6,0.915,994,0.96
"7908",11,"-0.75","Cell_No_1","tubulin polymerization inhibitor",0.19546,0.495,0.985,81,0.982
"7909",11,"-0.75","Cell_No_1","tyrosine kinase inhibitor",0.31524,0.823,0.648,128,1
"7910",11,"-0.75","Cell_No_1","VEGFR inhibitor",0.38144,0.972,0.464,172,0.957
"7911",11,"-0.75","Cell_No_1","vitamin D receptor agonist",0.26035,0.683,0.834,319,1
"7912",11,"-0.75","Cell_No_1","35_random_drugs",-0.73838,-1.84,0.00684,1053,0.528
"7913",11,"-0.5","Cell_No_1","EGFR inhibitor",0.23475,0.592,0.926,338,0.975
"7914",11,"-0.5","Cell_No_1","Abl kinase inhibitor",-0.43898,-1.09,0.344,1099,0.819
"7915",11,"-0.5","Cell_No_1","acetylcholine receptor agonist",-0.51896,-1.32,0.158,698,0.884
"7916",11,"-0.5","Cell_No_1","acetylcholine receptor antagonist",0.30112,0.787,0.724,946,1
"7917",11,"-0.5","Cell_No_1","adenosine receptor antagonist",0.42322,1.08,0.324,274,0.972
"7918",11,"-0.5","Cell_No_1","adrenergic receptor agonist",0.27592,0.728,0.784,259,1
"7919",11,"-0.5","Cell_No_1","adrenergic receptor antagonist",0.33071,0.874,0.589,260,0.998
"7920",11,"-0.5","Cell_No_1","AKT inhibitor",0.41239,1.02,0.422,246,1
"7921",11,"-0.5","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.6506,-1.64,0.044,1213,0.477
"7922",11,"-0.5","Cell_No_1","androgen receptor antagonist",-0.48686,-1.23,0.217,1091,1
"7923",11,"-0.5","Cell_No_1","antioxidant",-0.55572,-1.4,0.128,1113,0.979
"7924",11,"-0.5","Cell_No_1","AP inhibitor",0.56987,1.45,0.124,141,0.71
"7925",11,"-0.5","Cell_No_1","ATPase inhibitor",-0.55156,-1.36,0.143,1162,0.855
"7926",11,"-0.5","Cell_No_1","Aurora kinase inhibitor",-0.43578,-1.08,0.369,1043,0.803
"7927",11,"-0.5","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.46343,-1.18,0.267,1176,0.905
"7928",11,"-0.5","Cell_No_1","bacterial DNA gyrase inhibitor",-0.40818,-1.03,0.401,1025,0.771
"7929",11,"-0.5","Cell_No_1","BCL inhibitor",-0.2837,-0.71,0.801,1168,0.973
"7930",11,"-0.5","Cell_No_1","Bcr.Abl kinase inhibitor",-0.34317,-0.86,0.621,1099,0.904
"7931",11,"-0.5","Cell_No_1","benzodiazepine receptor agonist",-0.34851,-0.878,0.6,1056,0.898
"7932",11,"-0.5","Cell_No_1","bromodomain inhibitor",-0.4695,-1.18,0.274,1129,0.905
"7933",11,"-0.5","Cell_No_1","calcium channel blocker",0.6386,1.64,0.054,339,0.484
"7934",11,"-0.5","Cell_No_1","CC chemokine receptor antagonist",-0.71996,-1.82,0.0133,1169,0.572
"7935",11,"-0.5","Cell_No_1","CDK inhibitor",0.20097,0.529,0.976,61,0.991
"7936",11,"-0.5","Cell_No_1","CHK inhibitor",-0.32214,-0.816,0.679,1119,0.931
"7937",11,"-0.5","Cell_No_1","cyclooxygenase inhibitor",0.25732,0.659,0.87,23,0.99
"7938",11,"-0.5","Cell_No_1","cytochrome P450 inhibitor",-0.32728,-0.812,0.686,1175,0.911
"7939",11,"-0.5","Cell_No_1","DNA alkylating agent",0.49487,1.24,0.224,125,0.86
"7940",11,"-0.5","Cell_No_1","DNA inhibitor",0.26376,0.665,0.856,174,1
"7941",11,"-0.5","Cell_No_1","DNA methyltransferase inhibitor",0.47138,1.22,0.255,717,0.828
"7942",11,"-0.5","Cell_No_1","DNA polymerase inhibitor",-0.40429,-1.03,0.375,1082,0.771
"7943",11,"-0.5","Cell_No_1","DNA synthesis inhibitor",0.28359,0.723,0.806,54,1
"7944",11,"-0.5","Cell_No_1","dopamine receptor antagonist",-0.4615,-1.16,0.288,1212,0.79
"7945",11,"-0.5","Cell_No_1","estrogen receptor agonist",-0.35169,-0.881,0.602,1090,0.922
"7946",11,"-0.5","Cell_No_1","estrogen receptor antagonist",0.38919,1.01,0.421,221,0.968
"7947",11,"-0.5","Cell_No_1","FGFR inhibitor",-0.20832,-0.522,0.971,1182,0.991
"7948",11,"-0.5","Cell_No_1","FLT3 inhibitor",-0.40707,-1.04,0.4,1069,0.854
"7949",11,"-0.5","Cell_No_1","glucocorticoid receptor agonist",-0.25965,-0.675,0.869,923,0.905
"7950",11,"-0.5","Cell_No_1","glutamate receptor antagonist",-0.23313,-0.601,0.921,1035,0.959
"7951",11,"-0.5","Cell_No_1","glycogen synthase kinase inhibitor",0.56718,1.42,0.124,67,0.678
"7952",11,"-0.5","Cell_No_1","growth factor receptor inhibitor",-0.32762,-0.832,0.648,1009,0.929
"7953",11,"-0.5","Cell_No_1","HCV inhibitor",-0.45627,-1.15,0.305,941,0.768
"7954",11,"-0.5","Cell_No_1","HDAC inhibitor",-0.19276,-0.488,0.989,978,0.983
"7955",11,"-0.5","Cell_No_1","histamine receptor antagonist",-0.29824,-0.754,0.768,994,0.956
"7956",11,"-0.5","Cell_No_1","histone lysine methyltransferase inhibitor",-0.27461,-0.687,0.848,1174,0.912
"7957",11,"-0.5","Cell_No_1","HMGCR inhibitor",-0.45234,-1.13,0.307,961,0.772
"7958",11,"-0.5","Cell_No_1","HSP inhibitor",-0.47421,-1.17,0.278,1281,0.87
"7959",11,"-0.5","Cell_No_1","JAK inhibitor",-0.39656,-1.01,0.432,1074,0.753
"7960",11,"-0.5","Cell_No_1","KIT inhibitor",0.42992,1.1,0.33,93,0.987
"7961",11,"-0.5","Cell_No_1","MDM inhibitor",0.2831,0.72,0.817,251,0.995
"7962",11,"-0.5","Cell_No_1","MEK inhibitor",0.33107,0.851,0.616,324,1
"7963",11,"-0.5","Cell_No_1","MET inhibitor",-0.70174,-1.76,0.018,1148,0.44
"7964",11,"-0.5","Cell_No_1","microtubule inhibitor",-0.55585,-1.37,0.123,893,0.942
"7965",11,"-0.5","Cell_No_1","mTOR inhibitor",0.29456,0.759,0.755,68,1
"7966",11,"-0.5","Cell_No_1","NFkB pathway inhibitor",-0.48033,-1.19,0.259,967,1
"7967",11,"-0.5","Cell_No_1","opioid receptor agonist",0.6932,1.82,0.0252,192,0.356
"7968",11,"-0.5","Cell_No_1","p38 MAPK inhibitor",0.5877,1.51,0.0785,216,0.676
"7969",11,"-0.5","Cell_No_1","PARP inhibitor",0.24525,0.629,0.91,257,0.995
"7970",11,"-0.5","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.37702,0.991,0.425,352,0.911
"7971",11,"-0.5","Cell_No_1","phosphatase inhibitor",-0.27683,-0.697,0.824,1082,0.944
"7972",11,"-0.5","Cell_No_1","phosphodiesterase inhibitor",0.35325,0.926,0.519,91,0.97
"7973",11,"-0.5","Cell_No_1","PI3K inhibitor",0.27041,0.708,0.823,319,0.982
"7974",11,"-0.5","Cell_No_1","PLK inhibitor",-0.40862,-1.03,0.418,1305,0.771
"7975",11,"-0.5","Cell_No_1","potassium channel blocker",-0.48016,-1.22,0.253,1058,1
"7976",11,"-0.5","Cell_No_1","PPAR receptor agonist",-0.29878,-0.745,0.749,930,0.946
"7977",11,"-0.5","Cell_No_1","progesterone receptor agonist",0.38718,0.995,0.434,236,0.951
"7978",11,"-0.5","Cell_No_1","proteasome inhibitor",0.4004,1.01,0.427,291,0.968
"7979",11,"-0.5","Cell_No_1","protein synthesis inhibitor",-0.32088,-0.808,0.695,950,0.892
"7980",11,"-0.5","Cell_No_1","protein tyrosine kinase inhibitor",0.33391,0.894,0.56,228,0.997
"7981",11,"-0.5","Cell_No_1","RAF inhibitor",0.69643,1.76,0.0141,175,0.335
"7982",11,"-0.5","Cell_No_1","RET tyrosine kinase inhibitor",0.70114,1.83,0.00899,113,0.671
"7983",11,"-0.5","Cell_No_1","retinoid receptor agonist",-0.34988,-0.888,0.565,1006,0.938
"7984",11,"-0.5","Cell_No_1","ribonucleotide reductase inhibitor",-0.40432,-1.01,0.431,1051,0.753
"7985",11,"-0.5","Cell_No_1","serotonin receptor agonist",0.45547,1.17,0.276,134,0.879
"7986",11,"-0.5","Cell_No_1","serotonin receptor antagonist",-0.46551,-1.16,0.279,1212,0.79
"7987",11,"-0.5","Cell_No_1","sodium channel blocker",-0.37378,-0.924,0.538,1012,0.896
"7988",11,"-0.5","Cell_No_1","src inhibitor",-0.66305,-1.66,0.0344,1193,0.569
"7989",11,"-0.5","Cell_No_1","sterol demethylase inhibitor",-0.28253,-0.708,0.801,380,0.952
"7990",11,"-0.5","Cell_No_1","SYK inhibitor",0.23132,0.597,0.935,348,0.998
"7991",11,"-0.5","Cell_No_1","TGF beta receptor inhibitor",0.51674,1.3,0.189,286,0.79
"7992",11,"-0.5","Cell_No_1","thymidylate synthase inhibitor",0.51963,1.35,0.155,36,0.751
"7993",11,"-0.5","Cell_No_1","topoisomerase inhibitor",-0.27601,-0.689,0.824,1003,0.931
"7994",11,"-0.5","Cell_No_1","tubulin polymerization inhibitor",0.19546,0.506,0.972,81,0.976
"7995",11,"-0.5","Cell_No_1","tyrosine kinase inhibitor",0.31449,0.813,0.683,129,1
"7996",11,"-0.5","Cell_No_1","VEGFR inhibitor",0.38068,0.972,0.481,173,0.91
"7997",11,"-0.5","Cell_No_1","vitamin D receptor agonist",0.28556,0.741,0.773,320,1
"7998",11,"-0.5","Cell_No_1","35_random_drugs",-0.61443,-1.57,0.0584,1114,0.548
"7999",11,"-0.25","Cell_No_1","EGFR inhibitor",0.22463,0.583,0.942,342,1
"8000",11,"-0.25","Cell_No_1","Abl kinase inhibitor",-0.44496,-1.13,0.3,1107,0.784
"8001",11,"-0.25","Cell_No_1","acetylcholine receptor agonist",-0.52937,-1.33,0.159,712,0.79
"8002",11,"-0.25","Cell_No_1","acetylcholine receptor antagonist",0.29294,0.75,0.75,957,1
"8003",11,"-0.25","Cell_No_1","adenosine receptor antagonist",0.42099,1.05,0.38,277,1
"8004",11,"-0.25","Cell_No_1","adrenergic receptor agonist",0.27066,0.702,0.85,262,1
"8005",11,"-0.25","Cell_No_1","adrenergic receptor antagonist",0.32846,0.877,0.604,263,1
"8006",11,"-0.25","Cell_No_1","AKT inhibitor",0.41016,1.03,0.407,249,1
"8007",11,"-0.25","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.65284,-1.6,0.0508,1216,0.822
"8008",11,"-0.25","Cell_No_1","androgen receptor antagonist",-0.49281,-1.26,0.201,1099,0.837
"8009",11,"-0.25","Cell_No_1","antioxidant",-0.56241,-1.42,0.126,1122,0.946
"8010",11,"-0.25","Cell_No_1","AP inhibitor",0.56838,1.48,0.104,143,0.621
"8011",11,"-0.25","Cell_No_1","ATPase inhibitor",-0.55529,-1.35,0.156,1167,0.823
"8012",11,"-0.25","Cell_No_1","Aurora kinase inhibitor",-0.4418,-1.1,0.347,1051,0.81
"8013",11,"-0.25","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.46715,-1.17,0.292,1181,0.779
"8014",11,"-0.25","Cell_No_1","bacterial DNA gyrase inhibitor",-0.41488,-1.06,0.39,1034,0.822
"8015",11,"-0.25","Cell_No_1","BCL inhibitor",-0.28743,-0.716,0.771,1173,0.936
"8016",11,"-0.25","Cell_No_1","Bcr.Abl kinase inhibitor",-0.34913,-0.881,0.595,1107,0.908
"8017",11,"-0.25","Cell_No_1","benzodiazepine receptor agonist",-0.35449,-0.876,0.6,1064,0.862
"8018",11,"-0.25","Cell_No_1","bromodomain inhibitor",-0.47545,-1.2,0.262,1137,0.865
"8019",11,"-0.25","Cell_No_1","calcium channel blocker",0.63561,1.61,0.0497,343,0.541
"8020",11,"-0.25","Cell_No_1","CC chemokine receptor antagonist",-0.58745,-1.5,0.082,1174,1
"8021",11,"-0.25","Cell_No_1","CDK inhibitor",0.20097,0.523,0.985,61,0.998
"8022",11,"-0.25","Cell_No_1","CHK inhibitor",-0.32809,-0.827,0.655,1127,0.876
"8023",11,"-0.25","Cell_No_1","cyclooxygenase inhibitor",0.25732,0.665,0.849,23,1
"8024",11,"-0.25","Cell_No_1","cytochrome P450 inhibitor",-0.33101,-0.835,0.662,1180,0.885
"8025",11,"-0.25","Cell_No_1","DNA alkylating agent",0.49412,1.28,0.202,126,0.738
"8026",11,"-0.25","Cell_No_1","DNA inhibitor",0.26152,0.676,0.826,177,1
"8027",11,"-0.25","Cell_No_1","DNA methyltransferase inhibitor",0.46097,1.18,0.268,731,0.914
"8028",11,"-0.25","Cell_No_1","DNA polymerase inhibitor",-0.41024,-1.03,0.407,1090,0.756
"8029",11,"-0.25","Cell_No_1","DNA synthesis inhibitor",0.28359,0.725,0.782,54,1
"8030",11,"-0.25","Cell_No_1","dopamine receptor antagonist",-0.48318,-1.22,0.239,1215,0.878
"8031",11,"-0.25","Cell_No_1","estrogen receptor agonist",-0.35765,-0.879,0.575,1098,0.883
"8032",11,"-0.25","Cell_No_1","estrogen receptor antagonist",0.38696,0.982,0.456,224,1
"8033",11,"-0.25","Cell_No_1","FGFR inhibitor",-0.21205,-0.524,0.952,1187,0.969
"8034",11,"-0.25","Cell_No_1","FLT3 inhibitor",-0.41307,-1.04,0.407,1077,0.797
"8035",11,"-0.25","Cell_No_1","glucocorticoid receptor agonist",-0.26795,-0.668,0.836,934,0.893
"8036",11,"-0.25","Cell_No_1","glutamate receptor antagonist",-0.29769,-0.741,0.741,1057,0.922
"8037",11,"-0.25","Cell_No_1","glycogen synthase kinase inhibitor",0.56718,1.44,0.108,67,0.611
"8038",11,"-0.25","Cell_No_1","growth factor receptor inhibitor",-0.33431,-0.856,0.608,1018,0.873
"8039",11,"-0.25","Cell_No_1","HCV inhibitor",-0.59034,-1.49,0.0962,1071,0.85
"8040",11,"-0.25","Cell_No_1","HDAC inhibitor",0.20183,0.524,0.97,320,1
"8041",11,"-0.25","Cell_No_1","histamine receptor antagonist",-0.30499,-0.762,0.752,1003,0.914
"8042",11,"-0.25","Cell_No_1","histone lysine methyltransferase inhibitor",-0.27832,-0.68,0.848,1179,0.918
"8043",11,"-0.25","Cell_No_1","HMGCR inhibitor",-0.46052,-1.15,0.299,972,0.781
"8044",11,"-0.25","Cell_No_1","HSP inhibitor",-0.47646,-1.19,0.254,1284,0.833
"8045",11,"-0.25","Cell_No_1","JAK inhibitor",-0.40255,-1.01,0.445,1082,0.768
"8046",11,"-0.25","Cell_No_1","KIT inhibitor",0.42992,1.11,0.309,93,1
"8047",11,"-0.25","Cell_No_1","MDM inhibitor",0.28087,0.725,0.774,254,1
"8048",11,"-0.25","Cell_No_1","MEK inhibitor",0.41067,1.08,0.349,328,1
"8049",11,"-0.25","Cell_No_1","MET inhibitor",-0.70694,-1.78,0.0125,1155,0.767
"8050",11,"-0.25","Cell_No_1","microtubule inhibitor",-0.56554,-1.41,0.105,906,0.843
"8051",11,"-0.25","Cell_No_1","mTOR inhibitor",0.27449,0.695,0.82,68,1
"8052",11,"-0.25","Cell_No_1","NFkB pathway inhibitor",-0.32647,-0.809,0.672,978,0.883
"8053",11,"-0.25","Cell_No_1","opioid receptor agonist",0.69097,1.79,0.0159,195,0.251
"8054",11,"-0.25","Cell_No_1","p38 MAPK inhibitor",0.58547,1.49,0.104,219,0.718
"8055",11,"-0.25","Cell_No_1","PARP inhibitor",0.24302,0.627,0.886,260,1
"8056",11,"-0.25","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.37401,0.957,0.488,356,0.922
"8057",11,"-0.25","Cell_No_1","phosphatase inhibitor",-0.28279,-0.712,0.815,1090,0.92
"8058",11,"-0.25","Cell_No_1","phosphodiesterase inhibitor",0.35325,0.935,0.517,91,0.926
"8059",11,"-0.25","Cell_No_1","PI3K inhibitor",0.30212,0.761,0.738,323,1
"8060",11,"-0.25","Cell_No_1","PLK inhibitor",-0.4116,-1.03,0.415,1309,0.756
"8061",11,"-0.25","Cell_No_1","potassium channel blocker",-0.48611,-1.18,0.259,1066,0.804
"8062",11,"-0.25","Cell_No_1","PPAR receptor agonist",-0.30829,-0.795,0.689,816,0.884
"8063",11,"-0.25","Cell_No_1","progesterone receptor agonist",0.38494,0.977,0.47,239,0.976
"8064",11,"-0.25","Cell_No_1","proteasome inhibitor",0.39816,1.01,0.408,294,1
"8065",11,"-0.25","Cell_No_1","protein synthesis inhibitor",-0.44658,-1.09,0.336,961,0.792
"8066",11,"-0.25","Cell_No_1","protein tyrosine kinase inhibitor",0.33168,0.859,0.586,231,1
"8067",11,"-0.25","Cell_No_1","RAF inhibitor",0.69419,1.82,0.0159,178,0.311
"8068",11,"-0.25","Cell_No_1","RET tyrosine kinase inhibitor",0.7004,1.82,0.0205,114,0.311
"8069",11,"-0.25","Cell_No_1","retinoid receptor agonist",-0.35658,-0.888,0.605,1015,0.924
"8070",11,"-0.25","Cell_No_1","ribonucleotide reductase inhibitor",-0.41103,-1.04,0.388,1060,0.797
"8071",11,"-0.25","Cell_No_1","serotonin receptor agonist",-0.38502,-0.97,0.471,1233,0.791
"8072",11,"-0.25","Cell_No_1","serotonin receptor antagonist",-0.54329,-1.37,0.163,1215,0.861
"8073",11,"-0.25","Cell_No_1","sodium channel blocker",-0.38051,-0.974,0.479,1021,0.812
"8074",11,"-0.25","Cell_No_1","src inhibitor",-0.66678,-1.65,0.0414,1198,0.918
"8075",11,"-0.25","Cell_No_1","sterol demethylase inhibitor",-0.28625,-0.708,0.81,385,0.903
"8076",11,"-0.25","Cell_No_1","SYK inhibitor",0.22835,0.585,0.939,352,1
"8077",11,"-0.25","Cell_No_1","TGF beta receptor inhibitor",0.5145,1.34,0.139,289,0.676
"8078",11,"-0.25","Cell_No_1","thymidylate synthase inhibitor",0.52933,1.38,0.15,36,0.667
"8079",11,"-0.25","Cell_No_1","topoisomerase inhibitor",-0.2178,-0.548,0.955,1012,0.977
"8080",11,"-0.25","Cell_No_1","tubulin polymerization inhibitor",0.19546,0.507,0.991,81,0.979
"8081",11,"-0.25","Cell_No_1","tyrosine kinase inhibitor",0.31374,0.803,0.666,130,1
"8082",11,"-0.25","Cell_No_1","VEGFR inhibitor",0.3784,0.959,0.476,176,0.966
"8083",11,"-0.25","Cell_No_1","vitamin D receptor agonist",-0.26628,-0.669,0.882,1293,0.911
"8084",11,"-0.25","Cell_No_1","35_random_drugs",-0.50924,-1.3,0.183,1233,0.798
"8085",11,"0","Cell_No_1","EGFR inhibitor",0.24714,0.61,0.891,372,0.985
"8086",11,"0","Cell_No_1","Abl kinase inhibitor",-0.44869,-1.13,0.311,1112,0.752
"8087",11,"0","Cell_No_1","acetylcholine receptor agonist",-0.52862,-1.33,0.171,711,0.949
"8088",11,"0","Cell_No_1","acetylcholine receptor antagonist",0.29145,0.754,0.757,959,1
"8089",11,"0","Cell_No_1","adenosine receptor antagonist",0.41802,1.06,0.369,281,1
"8090",11,"0","Cell_No_1","adrenergic receptor agonist",0.37978,0.976,0.456,266,0.919
"8091",11,"0","Cell_No_1","adrenergic receptor antagonist",0.32546,0.847,0.649,267,0.925
"8092",11,"0","Cell_No_1","AKT inhibitor",0.40717,1.05,0.376,253,1
"8093",11,"0","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.65881,-1.65,0.0421,1224,0.599
"8094",11,"0","Cell_No_1","androgen receptor antagonist",-0.49653,-1.26,0.211,1104,1
"8095",11,"0","Cell_No_1","antioxidant",-0.56539,-1.45,0.102,1126,0.961
"8096",11,"0","Cell_No_1","AP inhibitor",0.56689,1.42,0.14,145,0.615
"8097",11,"0","Cell_No_1","ATPase inhibitor",-0.56052,-1.42,0.118,1174,0.905
"8098",11,"0","Cell_No_1","Aurora kinase inhibitor",-0.44481,-1.11,0.335,1055,0.758
"8099",11,"0","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.47236,-1.2,0.257,1188,0.724
"8100",11,"0","Cell_No_1","bacterial DNA gyrase inhibitor",-0.41712,-1.02,0.441,1037,0.771
"8101",11,"0","Cell_No_1","BCL inhibitor",-0.29264,-0.733,0.761,1180,0.897
"8102",11,"0","Cell_No_1","Bcr.Abl kinase inhibitor",-0.35286,-0.889,0.578,1112,0.803
"8103",11,"0","Cell_No_1","benzodiazepine receptor agonist",-0.35673,-0.899,0.552,1067,0.81
"8104",11,"0","Cell_No_1","bromodomain inhibitor",-0.47843,-1.21,0.253,1141,0.936
"8105",11,"0","Cell_No_1","calcium channel blocker",0.63263,1.66,0.0425,347,0.362
"8106",11,"0","Cell_No_1","CC chemokine receptor antagonist",-0.52945,-1.35,0.133,1181,1
"8107",11,"0","Cell_No_1","CDK inhibitor",0.19947,0.515,0.971,63,0.999
"8108",11,"0","Cell_No_1","CHK inhibitor",-0.33107,-0.828,0.671,1131,0.84
"8109",11,"0","Cell_No_1","cyclooxygenase inhibitor",0.25732,0.662,0.836,23,1
"8110",11,"0","Cell_No_1","cytochrome P450 inhibitor",-0.33621,-0.833,0.642,1187,0.856
"8111",11,"0","Cell_No_1","DNA alkylating agent",0.49263,1.29,0.197,128,0.752
"8112",11,"0","Cell_No_1","DNA inhibitor",0.26077,0.663,0.851,178,1
"8113",11,"0","Cell_No_1","DNA methyltransferase inhibitor",0.46171,1.18,0.272,730,0.953
"8114",11,"0","Cell_No_1","DNA polymerase inhibitor",-0.41322,-1.06,0.38,1094,0.754
"8115",11,"0","Cell_No_1","DNA synthesis inhibitor",0.2821,0.721,0.787,56,1
"8116",11,"0","Cell_No_1","dopamine receptor antagonist",-0.49103,-1.25,0.211,906,0.99
"8117",11,"0","Cell_No_1","estrogen receptor agonist",-0.36137,-0.912,0.556,1103,0.812
"8118",11,"0","Cell_No_1","estrogen receptor antagonist",0.38399,0.988,0.432,228,1
"8119",11,"0","Cell_No_1","FGFR inhibitor",-0.21727,-0.552,0.955,1194,0.974
"8120",11,"0","Cell_No_1","FLT3 inhibitor",-0.41532,-1.06,0.384,1080,0.754
"8121",11,"0","Cell_No_1","glucocorticoid receptor agonist",-0.26946,-0.681,0.858,936,0.899
"8122",11,"0","Cell_No_1","glutamate receptor antagonist",-0.38399,-0.991,0.459,1165,0.77
"8123",11,"0","Cell_No_1","glycogen synthase kinase inhibitor",0.56569,1.46,0.115,69,0.604
"8124",11,"0","Cell_No_1","growth factor receptor inhibitor",-0.33654,-0.84,0.657,1021,0.869
"8125",11,"0","Cell_No_1","HCV inhibitor",-0.47558,-1.2,0.245,1074,0.724
