"","Simulation Number","Value Added","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"7070",10,"-0.75","Cell_No_1","Bcr.Abl kinase inhibitor",0.36405,0.946,0.507,292,1
"7071",10,"-0.75","Cell_No_1","benzodiazepine receptor agonist",0.42365,1.14,0.297,237,1
"7072",10,"-0.75","Cell_No_1","bromodomain inhibitor",0.68899,1.79,0.0187,268,0.813
"7073",10,"-0.75","Cell_No_1","calcium channel blocker",-0.22556,-0.567,0.946,928,0.963
"7074",10,"-0.75","Cell_No_1","CC chemokine receptor antagonist",0.3497,0.928,0.52,881,0.892
"7075",10,"-0.75","Cell_No_1","CDK inhibitor",-0.19364,-0.485,0.989,935,0.985
"7076",10,"-0.75","Cell_No_1","CHK inhibitor",-0.59887,-1.5,0.0957,1246,0.794
"7077",10,"-0.75","Cell_No_1","cyclooxygenase inhibitor",-0.34603,-0.888,0.593,1182,0.957
"7078",10,"-0.75","Cell_No_1","cytochrome P450 inhibitor",0.63589,1.64,0.0415,72,0.63
"7079",10,"-0.75","Cell_No_1","DNA alkylating agent",0.43776,1.13,0.295,354,0.972
"7080",10,"-0.75","Cell_No_1","DNA inhibitor",-0.40676,-1.02,0.436,1112,0.878
"7081",10,"-0.75","Cell_No_1","DNA methyltransferase inhibitor",-0.68158,-1.67,0.0455,1133,0.56
"7082",10,"-0.75","Cell_No_1","DNA polymerase inhibitor",-0.33367,-0.821,0.652,1350,0.912
"7083",10,"-0.75","Cell_No_1","DNA synthesis inhibitor",-0.35021,-0.897,0.565,1296,0.973
"7084",10,"-0.75","Cell_No_1","dopamine receptor antagonist",-0.31903,-0.809,0.674,1017,0.907
"7085",10,"-0.75","Cell_No_1","estrogen receptor agonist",-0.46773,-1.17,0.295,1220,0.951
"7086",10,"-0.75","Cell_No_1","estrogen receptor antagonist",0.37953,1,0.419,91,1
"7087",10,"-0.75","Cell_No_1","FGFR inhibitor",0.276,0.716,0.781,176,1
"7088",10,"-0.75","Cell_No_1","FLT3 inhibitor",-0.3302,-0.826,0.658,1071,0.929
"7089",10,"-0.75","Cell_No_1","glucocorticoid receptor agonist",-0.34209,-0.859,0.581,1110,0.952
"7090",10,"-0.75","Cell_No_1","glutamate receptor antagonist",-0.33834,-0.856,0.596,1010,0.928
"7091",10,"-0.75","Cell_No_1","glycogen synthase kinase inhibitor",0.2385,0.616,0.906,537,0.983
"7092",10,"-0.75","Cell_No_1","growth factor receptor inhibitor",0.38629,1.01,0.438,290,1
"7093",10,"-0.75","Cell_No_1","HCV inhibitor",-0.44385,-1.12,0.318,1262,1
"7094",10,"-0.75","Cell_No_1","HDAC inhibitor",0.21301,0.565,0.952,362,0.998
"7095",10,"-0.75","Cell_No_1","histamine receptor antagonist",-0.43287,-1.08,0.364,1082,0.958
"7096",10,"-0.75","Cell_No_1","histone lysine methyltransferase inhibitor",-0.52426,-1.3,0.166,1210,0.797
"7097",10,"-0.75","Cell_No_1","HMGCR inhibitor",0.34939,0.897,0.537,317,0.878
"7098",10,"-0.75","Cell_No_1","HSP inhibitor",-0.42933,-1.07,0.386,1015,0.931
"7099",10,"-0.75","Cell_No_1","JAK inhibitor",0.33947,0.903,0.533,206,0.903
"7100",10,"-0.75","Cell_No_1","KIT inhibitor",0.27268,0.698,0.803,432,0.998
"7101",10,"-0.75","Cell_No_1","MDM inhibitor",0.32823,0.846,0.618,211,0.906
"7102",10,"-0.75","Cell_No_1","MEK inhibitor",0.30965,0.796,0.685,289,0.933
"7103",10,"-0.75","Cell_No_1","MET inhibitor",0.55353,1.45,0.118,42,0.847
"7104",10,"-0.75","Cell_No_1","microtubule inhibitor",0.36694,0.973,0.46,355,1
"7105",10,"-0.75","Cell_No_1","mTOR inhibitor",-0.23406,-0.585,0.923,989,0.971
"7106",10,"-0.75","Cell_No_1","NFkB pathway inhibitor",0.49213,1.3,0.175,247,0.995
"7107",10,"-0.75","Cell_No_1","opioid receptor agonist",-0.65089,-1.65,0.0414,1334,0.474
"7108",10,"-0.75","Cell_No_1","p38 MAPK inhibitor",0.35798,0.939,0.501,145,1
"7109",10,"-0.75","Cell_No_1","PARP inhibitor",0.3585,0.938,0.497,66,0.956
"7110",10,"-0.75","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.24182,0.64,0.884,425,1
"7111",10,"-0.75","Cell_No_1","phosphatase inhibitor",0.46815,1.22,0.23,415,0.897
"7112",10,"-0.75","Cell_No_1","phosphodiesterase inhibitor",-0.36023,-0.903,0.558,890,1
"7113",10,"-0.75","Cell_No_1","PI3K inhibitor",-0.32118,-0.78,0.716,1094,0.931
"7114",10,"-0.75","Cell_No_1","PLK inhibitor",-0.35004,-0.868,0.596,1037,0.965
"7115",10,"-0.75","Cell_No_1","potassium channel blocker",-0.43157,-1.09,0.336,1178,0.986
"7116",10,"-0.75","Cell_No_1","PPAR receptor agonist",0.48489,1.28,0.185,218,0.932
"7117",10,"-0.75","Cell_No_1","progesterone receptor agonist",0.36762,0.94,0.506,112,1
"7118",10,"-0.75","Cell_No_1","proteasome inhibitor",-0.35875,-0.897,0.585,979,0.973
"7119",10,"-0.75","Cell_No_1","protein synthesis inhibitor",-0.43501,-1.06,0.389,982,0.91
"7120",10,"-0.75","Cell_No_1","protein tyrosine kinase inhibitor",0.66163,1.73,0.0381,304,0.593
"7121",10,"-0.75","Cell_No_1","RAF inhibitor",-0.39996,-0.989,0.468,1261,0.912
"7122",10,"-0.75","Cell_No_1","RET tyrosine kinase inhibitor",-0.5656,-1.43,0.118,921,0.772
"7123",10,"-0.75","Cell_No_1","retinoid receptor agonist",-0.54102,-1.37,0.136,1058,0.76
"7124",10,"-0.75","Cell_No_1","ribonucleotide reductase inhibitor",-0.59558,-1.46,0.105,1100,0.8
"7125",10,"-0.75","Cell_No_1","serotonin receptor agonist",-0.32999,-0.826,0.671,1247,0.929
"7126",10,"-0.75","Cell_No_1","serotonin receptor antagonist",-0.54207,-1.36,0.16,1292,0.709
"7127",10,"-0.75","Cell_No_1","sodium channel blocker",-0.27598,-0.682,0.832,933,0.956
"7128",10,"-0.75","Cell_No_1","src inhibitor",0.41295,1.07,0.362,131,1
"7129",10,"-0.75","Cell_No_1","sterol demethylase inhibitor",-0.55029,-1.41,0.125,1241,0.736
"7130",10,"-0.75","Cell_No_1","SYK inhibitor",-0.43267,-1.09,0.34,1032,0.986
"7131",10,"-0.75","Cell_No_1","TGF beta receptor inhibitor",0.62131,1.6,0.0652,118,0.566
"7132",10,"-0.75","Cell_No_1","thymidylate synthase inhibitor",0.47609,1.22,0.231,120,0.897
"7133",10,"-0.75","Cell_No_1","topoisomerase inhibitor",-0.24604,-0.623,0.901,1160,1
"7134",10,"-0.75","Cell_No_1","tubulin polymerization inhibitor",0.19457,0.513,0.979,138,0.975
"7135",10,"-0.75","Cell_No_1","tyrosine kinase inhibitor",-0.27392,-0.697,0.82,1165,0.984
"7136",10,"-0.75","Cell_No_1","VEGFR inhibitor",-0.24537,-0.597,0.902,1261,0.983
"7137",10,"-0.75","Cell_No_1","vitamin D receptor agonist",-0.68295,-1.69,0.0262,1223,0.737
"7138",10,"-0.75","Cell_No_1","5_random_drugs",-0.93611,-2.36,0,1260,0
"7139",10,"-0.5","Cell_No_1","EGFR inhibitor",-0.28395,-0.699,0.83,1110,1
"7140",10,"-0.5","Cell_No_1","Abl kinase inhibitor",-0.36574,-0.914,0.579,1157,0.97
"7141",10,"-0.5","Cell_No_1","acetylcholine receptor agonist",0.35257,0.91,0.54,105,0.888
"7142",10,"-0.5","Cell_No_1","acetylcholine receptor antagonist",-0.29114,-0.737,0.773,900,0.976
"7143",10,"-0.5","Cell_No_1","adenosine receptor antagonist",0.26381,0.69,0.849,65,0.984
"7144",10,"-0.5","Cell_No_1","adrenergic receptor agonist",0.32802,0.867,0.592,195,0.902
"7145",10,"-0.5","Cell_No_1","adrenergic receptor antagonist",-0.2742,-0.696,0.837,1226,0.985
"7146",10,"-0.5","Cell_No_1","AKT inhibitor",-0.24254,-0.609,0.906,325,0.97
"7147",10,"-0.5","Cell_No_1","ALK tyrosine kinase receptor inhibitor",0.2176,0.562,0.958,305,1
"7148",10,"-0.5","Cell_No_1","androgen receptor antagonist",0.53772,1.41,0.127,383,0.811
"7149",10,"-0.5","Cell_No_1","antioxidant",-0.41923,-1.07,0.369,1321,0.804
"7150",10,"-0.5","Cell_No_1","AP inhibitor",-0.42904,-1.07,0.386,977,0.804
"7151",10,"-0.5","Cell_No_1","ATPase inhibitor",-0.49038,-1.24,0.226,1196,0.894
"7152",10,"-0.5","Cell_No_1","Aurora kinase inhibitor",0.2844,0.729,0.791,98,1
"7153",10,"-0.5","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.47578,-1.18,0.269,997,0.922
"7154",10,"-0.5","Cell_No_1","bacterial DNA gyrase inhibitor",0.23841,0.629,0.908,53,0.999
"7155",10,"-0.5","Cell_No_1","BCL inhibitor",0.32363,0.84,0.625,297,0.887
"7156",10,"-0.5","Cell_No_1","Bcr.Abl kinase inhibitor",0.36405,0.938,0.51,292,1
"7157",10,"-0.5","Cell_No_1","benzodiazepine receptor agonist",0.42365,1.08,0.372,237,0.944
"7158",10,"-0.5","Cell_No_1","bromodomain inhibitor",0.68899,1.84,0.0153,268,0.609
"7159",10,"-0.5","Cell_No_1","calcium channel blocker",-0.22556,-0.574,0.928,928,0.957
"7160",10,"-0.5","Cell_No_1","CC chemokine receptor antagonist",0.3497,0.925,0.495,881,0.939
"7161",10,"-0.5","Cell_No_1","CDK inhibitor",-0.19364,-0.492,0.98,935,0.981
"7162",10,"-0.5","Cell_No_1","CHK inhibitor",-0.60184,-1.49,0.0842,1250,0.853
"7163",10,"-0.5","Cell_No_1","cyclooxygenase inhibitor",-0.37235,-0.931,0.556,1185,1
"7164",10,"-0.5","Cell_No_1","cytochrome P450 inhibitor",0.63589,1.66,0.0519,72,0.57
"7165",10,"-0.5","Cell_No_1","DNA alkylating agent",0.43776,1.12,0.306,354,1
"7166",10,"-0.5","Cell_No_1","DNA inhibitor",-0.40826,-1.05,0.378,1114,0.809
"7167",10,"-0.5","Cell_No_1","DNA methyltransferase inhibitor",-0.68307,-1.69,0.0228,1135,0.494
"7168",10,"-0.5","Cell_No_1","DNA polymerase inhibitor",-0.33367,-0.852,0.643,1350,0.939
"7169",10,"-0.5","Cell_No_1","DNA synthesis inhibitor",-0.35171,-0.883,0.587,1298,0.936
"7170",10,"-0.5","Cell_No_1","dopamine receptor antagonist",-0.31903,-0.816,0.684,1017,0.922
"7171",10,"-0.5","Cell_No_1","estrogen receptor agonist",-0.47071,-1.19,0.272,1224,0.964
"7172",10,"-0.5","Cell_No_1","estrogen receptor antagonist",0.37953,0.988,0.445,91,1
"7173",10,"-0.5","Cell_No_1","FGFR inhibitor",0.276,0.713,0.801,176,1
"7174",10,"-0.5","Cell_No_1","FLT3 inhibitor",-0.3317,-0.837,0.65,1073,0.912
"7175",10,"-0.5","Cell_No_1","glucocorticoid receptor agonist",-0.34359,-0.851,0.643,1112,0.912
"7176",10,"-0.5","Cell_No_1","glutamate receptor antagonist",-0.33834,-0.855,0.584,1010,0.963
"7177",10,"-0.5","Cell_No_1","glycogen synthase kinase inhibitor",0.2385,0.619,0.889,537,0.981
"7178",10,"-0.5","Cell_No_1","growth factor receptor inhibitor",0.38629,0.962,0.468,290,1
"7179",10,"-0.5","Cell_No_1","HCV inhibitor",-0.44608,-1.13,0.315,1265,0.994
"7180",10,"-0.5","Cell_No_1","HDAC inhibitor",0.21301,0.561,0.965,362,0.977
"7181",10,"-0.5","Cell_No_1","histamine receptor antagonist",-0.43437,-1.08,0.363,1084,0.86
"7182",10,"-0.5","Cell_No_1","histone lysine methyltransferase inhibitor",-0.52723,-1.31,0.181,1214,0.849
"7183",10,"-0.5","Cell_No_1","HMGCR inhibitor",0.34939,0.919,0.515,317,0.909
"7184",10,"-0.5","Cell_No_1","HSP inhibitor",-0.42933,-1.09,0.354,1015,0.928
"7185",10,"-0.5","Cell_No_1","JAK inhibitor",0.35566,0.931,0.525,206,0.97
"7186",10,"-0.5","Cell_No_1","KIT inhibitor",0.27268,0.712,0.82,432,0.982
"7187",10,"-0.5","Cell_No_1","MDM inhibitor",0.32823,0.865,0.593,211,0.871
"7188",10,"-0.5","Cell_No_1","MEK inhibitor",0.30965,0.795,0.713,289,0.94
"7189",10,"-0.5","Cell_No_1","MET inhibitor",0.55353,1.44,0.107,42,0.871
"7190",10,"-0.5","Cell_No_1","microtubule inhibitor",0.36694,0.949,0.478,355,1
"7191",10,"-0.5","Cell_No_1","mTOR inhibitor",-0.23406,-0.585,0.912,989,0.969
"7192",10,"-0.5","Cell_No_1","NFkB pathway inhibitor",0.49213,1.28,0.168,247,1
"7193",10,"-0.5","Cell_No_1","opioid receptor agonist",-0.51322,-1.29,0.191,1083,0.825
"7194",10,"-0.5","Cell_No_1","p38 MAPK inhibitor",0.41461,1.1,0.343,145,1
"7195",10,"-0.5","Cell_No_1","PARP inhibitor",0.3585,0.907,0.531,66,0.858
"7196",10,"-0.5","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.24182,0.63,0.905,425,1
"7197",10,"-0.5","Cell_No_1","phosphatase inhibitor",0.46815,1.18,0.284,415,0.997
"7198",10,"-0.5","Cell_No_1","phosphodiesterase inhibitor",-0.36023,-0.909,0.554,890,0.947
"7199",10,"-0.5","Cell_No_1","PI3K inhibitor",-0.32269,-0.806,0.697,1096,0.889
"7200",10,"-0.5","Cell_No_1","PLK inhibitor",-0.35079,-0.895,0.562,1038,0.943
"7201",10,"-0.5","Cell_No_1","potassium channel blocker",-0.4338,-1.1,0.326,1181,1
"7202",10,"-0.5","Cell_No_1","PPAR receptor agonist",0.48489,1.26,0.206,218,0.877
"7203",10,"-0.5","Cell_No_1","progesterone receptor agonist",0.36762,0.97,0.447,112,1
"7204",10,"-0.5","Cell_No_1","proteasome inhibitor",-0.35875,-0.914,0.549,979,0.97
"7205",10,"-0.5","Cell_No_1","protein synthesis inhibitor",-0.43501,-1.09,0.356,982,0.928
"7206",10,"-0.5","Cell_No_1","protein tyrosine kinase inhibitor",0.66163,1.74,0.0282,304,0.579
"7207",10,"-0.5","Cell_No_1","RAF inhibitor",-0.4022,-0.998,0.435,1264,0.886
"7208",10,"-0.5","Cell_No_1","RET tyrosine kinase inhibitor",-0.5656,-1.47,0.0812,921,0.765
"7209",10,"-0.5","Cell_No_1","retinoid receptor agonist",-0.54251,-1.37,0.154,1060,0.76
"7210",10,"-0.5","Cell_No_1","ribonucleotide reductase inhibitor",-0.59707,-1.52,0.0753,1102,0.929
"7211",10,"-0.5","Cell_No_1","serotonin receptor agonist",-0.33296,-0.806,0.674,1251,0.889
"7212",10,"-0.5","Cell_No_1","serotonin receptor antagonist",-0.54356,-1.37,0.134,1294,0.76
"7213",10,"-0.5","Cell_No_1","sodium channel blocker",-0.27598,-0.686,0.821,933,0.951
"7214",10,"-0.5","Cell_No_1","src inhibitor",0.41295,1.08,0.351,131,0.944
"7215",10,"-0.5","Cell_No_1","sterol demethylase inhibitor",-0.55327,-1.4,0.138,1245,0.875
"7216",10,"-0.5","Cell_No_1","SYK inhibitor",-0.43267,-1.08,0.337,1032,0.86
"7217",10,"-0.5","Cell_No_1","TGF beta receptor inhibitor",0.62131,1.61,0.0761,118,0.544
"7218",10,"-0.5","Cell_No_1","thymidylate synthase inhibitor",0.47609,1.26,0.222,120,0.877
"7219",10,"-0.5","Cell_No_1","topoisomerase inhibitor",-0.2483,-0.621,0.882,1163,0.98
"7220",10,"-0.5","Cell_No_1","tubulin polymerization inhibitor",0.19457,0.504,0.984,138,0.978
"7221",10,"-0.5","Cell_No_1","tyrosine kinase inhibitor",-0.27618,-0.693,0.822,1168,0.965
"7222",10,"-0.5","Cell_No_1","VEGFR inhibitor",-0.24765,-0.623,0.876,1264,1
"7223",10,"-0.5","Cell_No_1","vitamin D receptor agonist",-0.68593,-1.7,0.0367,1227,0.691
"7224",10,"-0.5","Cell_No_1","5_random_drugs",-0.76895,-1.91,0.00529,1035,0.288
"7225",10,"-0.25","Cell_No_1","EGFR inhibitor",-0.28395,-0.718,0.783,1110,1
"7226",10,"-0.25","Cell_No_1","Abl kinase inhibitor",-0.365,-0.91,0.523,1156,1
"7227",10,"-0.25","Cell_No_1","acetylcholine receptor agonist",0.35257,0.901,0.568,105,0.883
"7228",10,"-0.25","Cell_No_1","acetylcholine receptor antagonist",-0.29188,-0.739,0.786,901,1
"7229",10,"-0.25","Cell_No_1","adenosine receptor antagonist",-0.26518,-0.67,0.828,967,0.99
"7230",10,"-0.25","Cell_No_1","adrenergic receptor agonist",0.32802,0.9,0.574,195,0.815
"7231",10,"-0.25","Cell_No_1","adrenergic receptor antagonist",-0.2742,-0.685,0.808,1226,1
"7232",10,"-0.25","Cell_No_1","AKT inhibitor",-0.24254,-0.623,0.893,325,0.977
"7233",10,"-0.25","Cell_No_1","ALK tyrosine kinase receptor inhibitor",0.2176,0.568,0.949,305,0.998
"7234",10,"-0.25","Cell_No_1","androgen receptor antagonist",0.53772,1.4,0.14,383,0.815
"7235",10,"-0.25","Cell_No_1","antioxidant",-0.41997,-1.07,0.399,1322,0.818
"7236",10,"-0.25","Cell_No_1","AP inhibitor",-0.43053,-1.1,0.366,979,0.83
"7237",10,"-0.25","Cell_No_1","ATPase inhibitor",-0.49038,-1.25,0.208,1196,0.886
"7238",10,"-0.25","Cell_No_1","Aurora kinase inhibitor",0.2844,0.761,0.741,98,0.935
"7239",10,"-0.25","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.47727,-1.19,0.253,999,0.989
"7240",10,"-0.25","Cell_No_1","bacterial DNA gyrase inhibitor",0.23841,0.624,0.881,53,1
"7241",10,"-0.25","Cell_No_1","BCL inhibitor",0.32363,0.851,0.62,297,0.845
"7242",10,"-0.25","Cell_No_1","Bcr.Abl kinase inhibitor",0.36405,0.931,0.517,292,0.943
"7243",10,"-0.25","Cell_No_1","benzodiazepine receptor agonist",0.42365,1.08,0.344,237,1
"7244",10,"-0.25","Cell_No_1","bromodomain inhibitor",0.68899,1.81,0.0233,268,0.762
"7245",10,"-0.25","Cell_No_1","calcium channel blocker",-0.22706,-0.59,0.94,930,0.944
"7246",10,"-0.25","Cell_No_1","CC chemokine receptor antagonist",0.34896,0.913,0.515,882,0.898
"7247",10,"-0.25","Cell_No_1","CDK inhibitor",-0.19515,-0.491,0.982,937,0.98
"7248",10,"-0.25","Cell_No_1","CHK inhibitor",-0.60184,-1.49,0.0955,1250,0.875
"7249",10,"-0.25","Cell_No_1","cyclooxygenase inhibitor",-0.24492,-0.613,0.906,1185,0.966
"7250",10,"-0.25","Cell_No_1","cytochrome P450 inhibitor",0.63589,1.61,0.0605,72,0.556
"7251",10,"-0.25","Cell_No_1","DNA alkylating agent",0.43776,1.14,0.3,354,0.989
"7252",10,"-0.25","Cell_No_1","DNA inhibitor",-0.40826,-1.02,0.41,1114,0.855
"7253",10,"-0.25","Cell_No_1","DNA methyltransferase inhibitor",-0.68307,-1.69,0.0244,1135,0.527
"7254",10,"-0.25","Cell_No_1","DNA polymerase inhibitor",-0.33367,-0.843,0.641,1350,1
"7255",10,"-0.25","Cell_No_1","DNA synthesis inhibitor",-0.35171,-0.872,0.589,1298,1
"7256",10,"-0.25","Cell_No_1","dopamine receptor antagonist",-0.32053,-0.804,0.687,1019,0.933
"7257",10,"-0.25","Cell_No_1","estrogen receptor agonist",-0.47071,-1.18,0.284,1224,0.945
"7258",10,"-0.25","Cell_No_1","estrogen receptor antagonist",0.37953,1.01,0.422,91,1
"7259",10,"-0.25","Cell_No_1","FGFR inhibitor",0.276,0.722,0.807,176,0.966
"7260",10,"-0.25","Cell_No_1","FLT3 inhibitor",-0.3317,-0.834,0.642,1073,0.96
"7261",10,"-0.25","Cell_No_1","glucocorticoid receptor agonist",-0.34359,-0.86,0.623,1112,1
"7262",10,"-0.25","Cell_No_1","glutamate receptor antagonist",-0.33984,-0.826,0.654,1012,0.947
"7263",10,"-0.25","Cell_No_1","glycogen synthase kinase inhibitor",0.23775,0.621,0.901,538,1
"7264",10,"-0.25","Cell_No_1","growth factor receptor inhibitor",0.38629,1.02,0.406,290,1
"7265",10,"-0.25","Cell_No_1","HCV inhibitor",-0.44608,-1.13,0.319,1265,1
"7266",10,"-0.25","Cell_No_1","HDAC inhibitor",0.21301,0.558,0.964,362,0.977
"7267",10,"-0.25","Cell_No_1","histamine receptor antagonist",-0.43437,-1.09,0.349,1084,0.813
"7268",10,"-0.25","Cell_No_1","histone lysine methyltransferase inhibitor",-0.52723,-1.34,0.161,1214,0.783
"7269",10,"-0.25","Cell_No_1","HMGCR inhibitor",0.34939,0.9,0.513,317,0.815
"7270",10,"-0.25","Cell_No_1","HSP inhibitor",-0.43082,-1.1,0.345,1017,0.83
"7271",10,"-0.25","Cell_No_1","JAK inhibitor",0.3827,0.972,0.455,206,1
"7272",10,"-0.25","Cell_No_1","KIT inhibitor",0.27193,0.702,0.793,433,0.965
"7273",10,"-0.25","Cell_No_1","MDM inhibitor",0.32823,0.869,0.605,211,0.843
"7274",10,"-0.25","Cell_No_1","MEK inhibitor",0.30965,0.805,0.678,289,0.894
"7275",10,"-0.25","Cell_No_1","MET inhibitor",0.55353,1.43,0.117,42,0.895
"7276",10,"-0.25","Cell_No_1","microtubule inhibitor",0.36694,0.933,0.486,355,0.989
"7277",10,"-0.25","Cell_No_1","mTOR inhibitor",-0.23557,-0.596,0.916,991,0.959
"7278",10,"-0.25","Cell_No_1","NFkB pathway inhibitor",0.49213,1.28,0.207,247,1
"7279",10,"-0.25","Cell_No_1","opioid receptor agonist",-0.51594,-1.29,0.195,1083,0.849
"7280",10,"-0.25","Cell_No_1","p38 MAPK inhibitor",0.38267,0.976,0.443,145,1
"7281",10,"-0.25","Cell_No_1","PARP inhibitor",0.3585,0.915,0.531,66,0.935
"7282",10,"-0.25","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.24107,0.619,0.888,426,0.981
"7283",10,"-0.25","Cell_No_1","phosphatase inhibitor",0.46815,1.25,0.197,415,0.793
"7284",10,"-0.25","Cell_No_1","phosphodiesterase inhibitor",-0.36098,-0.895,0.557,891,1
"7285",10,"-0.25","Cell_No_1","PI3K inhibitor",-0.32269,-0.819,0.66,1096,0.933
"7286",10,"-0.25","Cell_No_1","PLK inhibitor",-0.35153,-0.882,0.572,1039,1
"7287",10,"-0.25","Cell_No_1","potassium channel blocker",-0.4338,-1.1,0.329,1181,0.83
"7288",10,"-0.25","Cell_No_1","PPAR receptor agonist",0.48489,1.25,0.216,218,0.793
"7289",10,"-0.25","Cell_No_1","progesterone receptor agonist",0.36762,0.945,0.499,112,1
"7290",10,"-0.25","Cell_No_1","proteasome inhibitor",-0.36024,-0.904,0.542,981,1
"7291",10,"-0.25","Cell_No_1","protein synthesis inhibitor",-0.43651,-1.1,0.343,984,0.83
"7292",10,"-0.25","Cell_No_1","protein tyrosine kinase inhibitor",0.66163,1.72,0.0328,304,0.636
"7293",10,"-0.25","Cell_No_1","RAF inhibitor",-0.4022,-1.03,0.384,1264,0.871
"7294",10,"-0.25","Cell_No_1","RET tyrosine kinase inhibitor",-0.56708,-1.43,0.108,923,0.932
"7295",10,"-0.25","Cell_No_1","retinoid receptor agonist",-0.54251,-1.37,0.144,1060,0.877
"7296",10,"-0.25","Cell_No_1","ribonucleotide reductase inhibitor",-0.59707,-1.52,0.0765,1102,0.957
"7297",10,"-0.25","Cell_No_1","serotonin receptor agonist",-0.33296,-0.839,0.645,1251,0.98
"7298",10,"-0.25","Cell_No_1","serotonin receptor antagonist",-0.54356,-1.34,0.148,1294,0.783
"7299",10,"-0.25","Cell_No_1","sodium channel blocker",-0.27748,-0.689,0.829,935,1
"7300",10,"-0.25","Cell_No_1","src inhibitor",0.41295,1.07,0.355,131,1
"7301",10,"-0.25","Cell_No_1","sterol demethylase inhibitor",-0.55327,-1.38,0.127,1245,0.967
"7302",10,"-0.25","Cell_No_1","SYK inhibitor",-0.43415,-1.11,0.308,1034,1
"7303",10,"-0.25","Cell_No_1","TGF beta receptor inhibitor",0.62131,1.62,0.053,118,0.704
"7304",10,"-0.25","Cell_No_1","thymidylate synthase inhibitor",0.47609,1.26,0.212,120,0.962
"7305",10,"-0.25","Cell_No_1","topoisomerase inhibitor",-0.24755,-0.633,0.89,1162,1
"7306",10,"-0.25","Cell_No_1","tubulin polymerization inhibitor",0.19457,0.506,0.973,138,0.977
"7307",10,"-0.25","Cell_No_1","tyrosine kinase inhibitor",-0.27543,-0.68,0.825,1167,1
"7308",10,"-0.25","Cell_No_1","VEGFR inhibitor",-0.24765,-0.626,0.904,1264,0.996
"7309",10,"-0.25","Cell_No_1","vitamin D receptor agonist",-0.68593,-1.73,0.0341,1227,0.599
"7310",10,"-0.25","Cell_No_1","5_random_drugs",-0.69564,-1.74,0.0312,1172,1
"7311",10,"0","Cell_No_1","EGFR inhibitor",-0.28548,-0.701,0.818,1112,1
"7312",10,"0","Cell_No_1","Abl kinase inhibitor",-0.36649,-0.954,0.497,1158,0.973
"7313",10,"0","Cell_No_1","acetylcholine receptor agonist",0.35182,0.913,0.533,106,0.896
"7314",10,"0","Cell_No_1","acetylcholine receptor antagonist",-0.29411,-0.748,0.735,904,1
"7315",10,"0","Cell_No_1","adenosine receptor antagonist",-0.26667,-0.667,0.874,969,0.997
"7316",10,"0","Cell_No_1","adrenergic receptor agonist",0.32727,0.853,0.613,196,0.905
"7317",10,"0","Cell_No_1","adrenergic receptor antagonist",-0.2742,-0.696,0.813,1226,0.983
"7318",10,"0","Cell_No_1","AKT inhibitor",-0.24328,-0.614,0.891,326,0.986
"7319",10,"0","Cell_No_1","ALK tyrosine kinase receptor inhibitor",0.21686,0.555,0.959,306,0.978
"7320",10,"0","Cell_No_1","androgen receptor antagonist",0.53623,1.4,0.143,385,0.834
"7321",10,"0","Cell_No_1","antioxidant",-0.41997,-1.06,0.384,1322,0.882
"7322",10,"0","Cell_No_1","AP inhibitor",-0.43201,-1.07,0.375,981,0.903
"7323",10,"0","Cell_No_1","ATPase inhibitor",-0.49038,-1.24,0.226,1196,0.998
"7324",10,"0","Cell_No_1","Aurora kinase inhibitor",0.28364,0.739,0.762,99,0.975
"7325",10,"0","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.47876,-1.19,0.272,1001,0.985
"7326",10,"0","Cell_No_1","bacterial DNA gyrase inhibitor",0.23841,0.617,0.905,53,0.983
"7327",10,"0","Cell_No_1","BCL inhibitor",0.32288,0.847,0.627,298,0.849
"7328",10,"0","Cell_No_1","Bcr.Abl kinase inhibitor",0.36331,0.926,0.535,293,0.912
"7329",10,"0","Cell_No_1","benzodiazepine receptor agonist",0.4229,1.1,0.334,238,0.941
"7330",10,"0","Cell_No_1","bromodomain inhibitor",0.68825,1.78,0.0186,269,0.842
"7331",10,"0","Cell_No_1","calcium channel blocker",-0.22855,-0.58,0.916,932,0.972
"7332",10,"0","Cell_No_1","CC chemokine receptor antagonist",0.34673,0.879,0.578,885,0.888
"7333",10,"0","Cell_No_1","CDK inhibitor",-0.19665,-0.497,0.986,939,0.978
"7334",10,"0","Cell_No_1","CHK inhibitor",-0.60184,-1.5,0.0802,1250,1
"7335",10,"0","Cell_No_1","cyclooxygenase inhibitor",-0.22005,-0.548,0.95,1186,0.975
"7336",10,"0","Cell_No_1","cytochrome P450 inhibitor",0.63589,1.68,0.0458,72,0.511
"7337",10,"0","Cell_No_1","DNA alkylating agent",0.43702,1.16,0.279,355,0.941
"7338",10,"0","Cell_No_1","DNA inhibitor",-0.40976,-1.04,0.417,1116,0.85
