pert_iname,norm_cs,moa
cephalotaxine,0.681233333,Protein synthesis inhibitor
cephalothin,0.858,Bacterial cell wall synthesis inhibitor
cepharanthine,0.6023375,NFKB inhibitor
ceramide,-0.15165,Serine/threonine protein phosphatase activator
cercosporin,-0.101428571,Photoactivated toxin
ceritinib,0,ALK inhibitor
cerivastatin,0.23926,HMGCR inhibitor
cerulenin,0.7363,Fatty acid synthase inhibitor
cetirizine,0.2961,Histamine receptor antagonist
cetraxate,0.257466667,Mucus protecting agent
cevimeline,0.07376,Acetylcholine receptor agonist
CFI-400945,0,Serine/threonine kinase inhibitor
CFM-1571,-0.046716667,Guanylate cyclase activator
CG-930,-0.04205,JNK inhibitor
CGH-2466,0.4755,Adenosine receptor antagonist
CGK-733,0.067133333,ATM kinase inhibitor|ATR kinase inhibitor
CGP-12177,-0.06934,Adrenergic receptor agonist
CGP-13501,-0.229377778,GABA receptor antagonist
CGP-20712,-0.1927,Adrenergic receptor antagonist
CGP-37157,0.082542857,Calcium channel blocker|Mitochondrial Na+/Ca2+ exchanger antagonist|Sodium/calcium exchange inhibitor
CGP-52411,0.02325,EGFR inhibitor
CGP-52432,-0.2375625,GABA receptor antagonist
CGP-53353,0.5424375,EGFR inhibitor|PKC inhibitor
CGP-54626,-0.104142857,GABA receptor antagonist
CGP-55845,0.2905125,GABA receptor antagonist
CGP-57380,0.577833333,MAP kinase inhibitor
CGP-60474,-0.6013,CDK inhibitor
CGP-7930,-0.30896,GABA receptor antagonist|GABA receptor agonist
CGS-12066B,0.2339,Serotonin receptor agonist
CGS-15943,0.4834875,Adenosine receptor antagonist
CGS-20625,-0.03149,Benzodiazepine receptor agonist
CGS-21680,0.1007,Adenosine receptor agonist
CH-223191,-0.739,Aryl hydrocarbon receptor antagonist
chaetocin,-0.799233333,Histone lysine methyltransferase inhibitor
chelerythrine,0.057085714,Protein kinase inhibitor
chelidonine,-0.465428571,Tubulin inhibitor
CHEMBL-1222381,-0.331358333,Neural stem cell inducer
CHEMBL-374350,0.47065,NFKB inhibitor
chenodiol,0,11-beta-HSD1 inhibitor
CHIR-99021,-0.096053846,GSK inhibitor
chlorambucil,-0.09635,DNA inhibitor
chlorcyclizine,0.3715,Histamine receptor antagonist
chlordiazepoxide,0.50432,Benzodiazepine receptor agonist
chlorhexidine,0,Bacterial membrane integrity inhibitor
chlormezanone,-0.18354,GABA receptor antagonist
chloroform,0,Solvent
chlorogenic-acid,-0.10765,Antioxidant
chloropyramine,-0.7633,Histamine receptor antagonist
chloroquine,-0.068858824,Antimalarial
chlorothiazide,0.55925,Diuretic
chlorotrianisene,0,Estrogenic hormone
chloroxine,-0.01955,Opioid receptor antagonist
chlorphensin,-0.29275,Muscle relaxant
chlorpropamide,0.103057143,ATP channel blocker
chlorpropham,0,Antiviral
chlorpyrifos,-0.0118,Acetylcholinesterase inhibitor
chlortalidone,0.083122222,Carbonic anhydrase inhibitor
chlorzoxazone,-0.0841,Bacterial 30S ribosomal subunit inhibitor
cholic-acid,-0.06655,Bile acid
choline-alfoscerate,0.110325,Acetylcholine receptor agonist|Acetylcholine precursor|Membrane permeability enhancer
chromanol,-0.1138,Potassium channel antagonist
chromomycin-a3,-0.328771429,DNA binding agent
chrysenequinone,1.0463,DNA mismatch binding
chrysin,0.299633333,Breast cancer resistance protein inhibitor
CI-966,0.3548,GAT inhibitor
CI-976,0.077971429,ACAT inhibitor
cianidanol,0.013741667,Fatty acid synthase inhibitor
ciclacillin,0.406728571,Bacterial cell wall synthesis inhibitor
ciclesonide,0.32265,Glucocorticoid receptor agonist
ciclopirox,0.17695,Membrane integrity inhibitor
CID-5458317,0.8253,MAP kinase inhibitor
ciglitazone,0.235533333,PPAR receptor agonist
cilastatin,0.504975,Dehydropeptidase inhibitor
cilazapril,-0.9413,ACE inhibitor
cilengitide,0.40285,Integrin inhibitor
cilomilast,-0.07605,Phosphodiesterase inhibitor
cilostamide,-0.2778,Phosphodiesterase inhibitor
cilostazol,-0.116727273,Phosphodiesterase inhibitor
cimaterol,0.4083625,Adrenergic receptor agonist
cimetidine,0.171283333,Histamine receptor antagonist
cinacalcet,0.084514286,Calcium channel activator
cinaciguat,0.255271429,Guanylate cyclase activator
cinanserin,0.1437,Serotonin receptor antagonist
cinchocaine,-0.48475,Sodium channel inhibitor
cinchonine,0.3078,P-glycoprotein inhibitor
cinepazide,0.099266667,Calcium channel activator
cinnarizine,-0.320957143,Calcium channel blocker
cinobufagin,0.871585714,Na/K-ATPase inhibitor
cinoxacin,0.210222222,Bacterial DNA Gyrase inhibitor
ciprofibrate,0.348666667,PPAR receptor agonist
ciprofloxacin,0.7692,Bacterial DNA Gyrase inhibitor
ciproxifan,0.6753,Histamine receptor antagonist
cirazoline,0.233742857,Adrenergic receptor agonist
cisapride,-0.550029412,Serotonin receptor agonist
citalopram,0.104026667,Serotonin receptor antagonist
CITCO,0.428228571,CAR agonist
citiolone,0.7979,Mucolytic
CL-218872,0.125872727,GABA receptor agonist
CL-82198,-0.145777778,Metalloproteinase inhibitor
cladribine,0.22915,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor
clebopride,-0.643583333,Dopamine receptor antagonist
clemastine,0.4613,Histamine receptor antagonist
clemizole,0.6969,HCV inhibitor
clenbuterol,-0.024566667,Adrenergic receptor agonist
clidinium,0,Acetylcholine receptor antagonist
climbazole,0.2990375,Enzyme inducer
clinafloxacin,-0.249225,Bacterial DNA Gyrase inhibitor
clindamycin,-0.2966,Protein synthesis inhibitor
clinofibrate,0.02266,Lipase inhibitor
clioquinol,0.03498,Chelating agent
clobenpropit,-0.516775,Histamine receptor antagonist
clobetasol,0.69952,Glucocorticoid receptor agonist
clocortolone-pivalate,0.660272727,Steroid
clodronic-acid,0.3282,Bone resorption inhibitor
clofarabine,0.013977778,Ribonucleoside reductase inhibitor
clofazimine,0.011522222,Bacterial DNA inhibitor
clofibrate,-0.1235875,PPAR receptor agonist
clofibric-acid,-0.122293333,PPAR receptor agonist
clofilium,0,Potassium channel antagonist
clofoctol,-0.0096,Bacterial protein synthesis inhibitor
clomethiazole,-0.03141,GABA receptor antagonist|GABA receptor modulator
clomifene,0.134,Estrogen receptor antagonist
clomipramine,-0.083766667,Serotonin receptor antagonist
clonazepam,0.154155556,GABA receptor agonist
clonidine,0.178063158,Adrenergic receptor agonist
clopamide,-0.51675,Sodium/chloride cotransporter inhibitor
cloperastine,0.85885,Antitussive
clopidogrel,0.424671429,Purinergic receptor antagonist
clorgiline,-0.57065,Monoamine oxidase inhibitor
clorsulon,-1.201,Glycolysis inhibitor
closantel,0,Chitin inhibitor|NFKB inhibitor
clotrimazole,0.000628571,Cytochrome P450 inhibitor|Imidazoline ligand
cloxacillin,0,Bacterial cell wall synthesis inhibitor
clozapine,0.287469231,Serotonin receptor antagonist|Dopamine receptor antagonist
CMPD-1,-0.329928571,P38 MAPK inhibitor
CNQX,-0.1699,Glutamate receptor antagonist
CNX-774,0.356392308,BTK inhibitor
CO-101244,0.110628571,Ionotropic glutamate receptor antagonist
CO-102862,0.425975,Sodium channel inhibitor
cobicistat,0.20515,Cytochrome P450 inhibitor
cobimetinib,-0.3324,MEK inhibitor
COL-3,0,Matrix metalloprotease inhibitor
colchicine,0,Tubulin inhibitor
colforsin,0.55446,Adenylyl cyclase activator
colforsin-daproate,0.573425,Adenylyl cyclase activator
compound-w,0,Beta secretase inhibitor
conivaptan,0.16255,Vasopressin receptor antagonist
copanlisib,0.094855556,PI3K inhibitor
cordycepin,-0.16836,DNA inhibitor
cortisol,0,Glucocorticoid receptor agonist
cortisone,-0.1767375,Androgen receptor antagonist
cortisone-acetate,-0.016723077,Glucocorticoid receptor agonist
corynanthine,0.143857143,Adrenergic receptor antagonist
cosmosiin,0.3217,Cytochrome P450 inhibitor
costunolide,0,Telomerase inhibitor
cotinine,0.076925,Nicotinic receptor agonist
coumaric-acid,-0.127633333,Antioxidant
coumarin,0.080983333,Vitamin K antagonist
coumestrol,-0.22802,Estrogen receptor agonist
coumophos,-0.53035,Cholinesterase inhibitor
CP-466722,0.289945455,ATM kinase inhibitor
CP-55940,0.0121875,Cannabinoid receptor agonist
CP-673451,0.48425,PDGFR inhibitor
CP-724714,-0.02279375,Tyrosine kinase inhibitor|EGFR inhibitor
CP-91149,0,Glycogen phosphorylase inhibitor
CP-93129,-0.261225,Serotonin receptor agonist
CP-94253,-0.248744444,Serotonin receptor agonist
CP-945598,-0.268825,Cannabinoid receptor antagonist
CPI-1189,0.246325,TNF inhibitor
CPI-360,-0.42075,Histone lysine methyltransferase inhibitor
CPI-613,1.1747,PDK inhibitor
crenolanib,0,PDGFR inhibitor
crizotinib,0.2849625,ALK inhibitor
cromoglicic-acid,0.02478,Immunosuppressant
crotamiton,0.67705,Antipruritic
CS-110266,0,Dopamine receptor agonist
CS-1657,0.206771429,PARP inhibitor
CS-917,-0.4351,Fructose biphosphate inhibitor
CT-7758,-0.27707,Integrin inhibitor
CTB,0.236646667,Histone Acetyltransferase activator
CTPB,-1.0963,Histone Acetyltransferase activator
CTS-1027,-0.1549,Metalloproteinase inhibitor
curcumin,-0.009571429,Cyclooxygenase inhibitor|Histone acetyltransferase inhibitor|Lipoxygenase inhibitor|NFKB inhibitor
cutamesine,0.3604,Sigma receptor agonist
CV-1808,0.5983125,Adenosine receptor agonist
CX-4945,0.0275,Casein kinase inhibitor
CX-516,-0.59728,Glutamate receptor antagonist
CX-5461,-0.13091875,RNA polymerase inhibitor
cyanoquinoline-11,-0.059984615,Kinase inhibitor
cyclazosin,0.38735,Adrenergic receptor antagonist
cyclizine,0.297383333,Histamine receptor antagonist
cyclobenzaprine,0.25846,Adrenergic receptor agonist|Serotonin receptor agonist
cycloheximide,0,Protein synthesis inhibitor
cyclopamine,-0.229325,Smoothened receptor antagonist
cyclopenthiazide,-0.625333333,Thiazide diuretic
cyclopentolate,-0.3695375,Acetylcholine receptor antagonist
cyclophosphamide,-0.08628,DNA alkylating agent
cyclopiazonic-acid,0.025577778,ATPase inhibitor
cycloserine,0,Glutamate receptor agonist
cyclosporin-a,0.225315385,Calcineurin inhibitor
cyproheptadine,0.42816,Histamine receptor antagonist
CYT-387,0.146318182,JAK inhibitor
CYT-997,0.16867,Tubulin inhibitor
cytarabine,-0.1202375,Ribonucleoside reductase inhibitor
cytisine,-0.288472727,Acetylcholine receptor agonist
cytochalasin-d,-0.145042857,Tubulin inhibitor
cytosporone-b,-0.213784615,NUR77 receptor agonist
D-4476,-0.001828571,TGF-beta receptor inhibitor
D-609,-0.181475,Phospholipase inhibitor
D-64131,-0.0671,Tubulin inhibitor
D-64406,-0.308057143,PDGFR inhibitor
D-serine,-0.0983625,Glutamate receptor agonist
dabigatran-etexilate,0.367266667,Thrombin inhibitor|Serine protease inhibitor
dabrafenib,0.59313125,RAF inhibitor
dacarbazine,-0.2401,DNA alkylating agent
dacinostat,0.25048125,HDAC inhibitor
dacomitinib,0.496978571,EGFR inhibitor
dactinomycin,-0.2759,RNA polymerase inhibitor
daidzein,0.706433333,Estrogen receptor agonist
dalargin,0,Opioid receptor agonist
dalcetrapib,-0.47223,Cholesterol inhibitor
dalfampridine,0.56984,Potassium channel antagonist
daminozide,-0.04844375,KDM2A inhibitor
damnacanthal,0.740566667,Src inhibitor
danazol,-0.0233,Estrogen receptor antagonist|Progesterone receptor agonist
danegaptide,0.502075,Gap junction modulator
dantrolene,0.119581818,Calcium channel blocker
dantron,0.238411111,Laxative
danusertib,0.118725,Aurora kinase inhibitor|FGFR inhibitor
dapagliflozin,0.3505,Sodium/glucose cotransporter inhibitor
daphnetin,0,Protein kinase inhibitor
dapivirine,-0.5007,Non-nucleoside reverse transcriptase inhibitor
dapsone,-0.218069231,Bacterial antifolate
DAPT-GSI-IX,0.021728571,Gamma secretase inhibitor
darapladib,0.08586,Phospholipase inhibitor
darifenacin,-0.052766667,Acetylcholine receptor antagonist
darinaparsin,0.087914286,Apoptosis stimulant
darunavir,0.606085714,HIV inhibitor
dasabuvir,0.397028571,HCV inhibitor
dasatinib,0.208546154,KIT inhibitor|Bcr-Abl inhibitor|Ephrin inhibitor|PDGFR inhibitor|Src inhibitor|Tyrosine kinase inhibitor
DASB,0.9553,Serotonin receptor antagonist
DAU-5884,-0.27965,Acetylcholine receptor antagonist
daunorubicin,0.08318125,RNA synthesis inhibitor|Topoisomerase inhibitor
dazmegrel,0.44335,Thromboxane synthase inhibitor
dazoxiben,-0.430655556,Thromboxane synthase inhibitor
DBeQ,-0.030071429,ATPase inhibitor
DCPIB,-0.123788889,Chloride channel blocker|Gap junction modulator|Glutamate inhibitor
DDR1-IN-1,0.56835,Discoidin domain receptor inhibitor
debrisoquine,-0.6297,Norepinephrine inhibitor
decafluorobutane,-0.0203,Contrast agent
decitabine,-0.015257895,DNA inhibitor
defactinib,-0.006733333,Focal adhesion kinase inhibitor
deferasirox,-0.154716667,Chelating agent
deferiprone,0,Chelating agent
deferoxamine-mesylate,0,Chelating agent|Antimetabolite|Beta amyloid inhibitor|Iron absorption inhibitor
deflazacort,0,Glucocorticoid receptor agonist
deforolimus,0,MTOR inhibitor
deguelin,0.033375,NADPH inhibitor
dehydrocholate,0,Choleretic agent
dehydroepiandrosterone,0.456057143,Protein synthesis stimulant
delanzomib,0.54452,Proteasome inhibitor
delapril,-0.4783,ACE inhibitor
delcorine,0.036077778,Antiarrhythmic|Ganglionic blocker
delivert,0.19818,Angiotensin receptor agonist
deltaline,0.1041875,Acetylcholine receptor antagonist
demecarium,-0.4432,Acetylcholinesterase inhibitor
denbufylline,0.160966667,Phosphodiesterase inhibitor
deoxycorticosterone-acetate,-0.6098375,Progestogen hormone
dephostatin,-0.074133333,Tyrosine phosphatase inhibitor
depomedrol,0.294442857,Glucocorticoid receptor agonist
deptropine,0,Histamine receptor antagonist
depudecin,-0.16854,HDAC inhibitor
dequalinium,0.000288889,PKC inhibitor
deracoxib,0.279157143,Cyclooxygenase inhibitor
deserpidine,0.5381,ACE inhibitor
desipramine,0.183,Tricyclic antidepressant
desloratadine,-0.66346,Histamine receptor antagonist
desmethylclozapine,-0.0484,Acetylcholine receptor agonist
desmopressin-acetate,-0.347142857,Vasopressin receptor agonist
desoxycortone,-0.15201,Mineralocorticoid receptor agonist
desoxypeganine,-0.118033333,Acetylcholinesterase inhibitor|Monoamine oxidase inhibitor
desvenlafaxine,-0.308733333,Serotonin receptor antagonist
devazepide,-0.242888889,CCK receptor antagonist
dexamethasone,0.456666667,Glucocorticoid receptor agonist
dexamethasone-acetate,0.474625,Glucocorticoid receptor agonist|Corticosteroid agonist|Cytochrome P450 inhibitor
dexbrompheniramine,0.17238,Histamine receptor antagonist
dexchlorpheniramine,-0.667183333,Histamine receptor antagonist
dexfenfluramine,0.282818182,Serotonin receptor agonist
dexketoprofen,0.1359375,Cyclooxygenase inhibitor
dexloxiglumide,-0.3794,CCK receptor antagonist
dexniguldipine,0.471933333,Calmodulin inhibitor
dextrorphan,0.18055,Glutamate receptor antagonist
DG-041,0.107625,Prostanoid receptor antagonist
DH-97,-0.5741,Melatonin receptor antagonist
diacerein,-0.2763875,Interleukin inhibitor
diazepam,-0.269016667,Benzodiazepine receptor agonist
diazoxide,0.007515385,Potassium channel activator
dibenzepin,0.140325,Norepinephrine inhibitor
dibenzoylmethane,0.164483333,Carcinogen
dibutyrylcyclic-gmp,-0.4103375,CGMP analog
dichloroacetic-acid,-0.153166667,PDK inhibitor
dichlorobenzamil,0,Sodium channel inhibitor
dichlorodiamine-platinum,0,Carcinogen
dichlorvos,-0.8685,Acetylcholinesterase inhibitor
diclofenac,0.395608333,Cyclooxygenase inhibitor
diclofenamide,-0.083666667,Carbonic anhydrase inhibitor
diclofensine,0.41201,Dopamine receptor antagonist
dicloxacillin,-0.487055556,Bacterial cell wall synthesis inhibitor
dicoumarol,-0.342971429,NADPH inhibitor
dictamnine,-0.204575,Furoquinoline alkaloid
dicyclohexylurea,0.2168,Epoxide hydolase inhibitor
dicycloverine,-0.209025,Acetylcholine receptor antagonist
didanosine,-0.42178,Nucleoside reverse transcriptase inhibitor
dideoxyadenosine,-0.01028,Nucleoside reverse transcriptase inhibitor
dieldrin,0,Enhancer of synaptic activity
dienestrol,-0.031822222,Estrogen receptor agonist
dienogest,0.137309091,Progesterone receptor agonist
diethylcarbamazine,-0.080436364,Lipoxygenase inhibitor
diethyltoluamide,-0.118325,"DEET, activator of fly antenna ionotropic receptor IR40a"
diflorasone,-0.855,Glucocorticoid receptor agonist
diflunisal,0.32,Prostanoid receptor antagonist
digitoxigenin,0.449771429,Na/K-ATPase inhibitor
digitoxin,0.4705875,Na/K-ATPase inhibitor
digoxigenin,0.739557143,Na/K-ATPase inhibitor
digoxin,0.429870588,Na/K-ATPase inhibitor
dihydrexidine,-0.132642857,Dopamine receptor agonist
dihydrocapsaicin,0,TRPV agonist
dihydrodeoxygedunin,0.293916667,Growth factor receptor activator
dihydrosamidin,-0.014375,Nitric oxide production inhibitor|Phospholipase inhibitor|Platelet activating factor receptor antagonist
dihydroxyphenylglycine,0,Glutamate receptor agonist
dilazep,0.588133333,Adenosine receptor antagonist
diloxanide,-0.442528571,Protein synthesis inhibitor
diltiazem,0.097328571,Calcium channel blocker
dimaprit,1.1822,Histamine receptor agonist
dimenhydrinate,-0.5004,Histamine receptor antagonist
dimercaptosuccinic-acid,-0.370783333,Chelating agent
dimesna,-0.048375,Tubulin inhibitor
dimethyl-fumarate,-0.2741,NRF2 activator|KEAP1 ligand|NFKB inhibitor
dimetridazole,0,Bacterial DNA inhibitor
diminazene-aceturate,0.30604,ACE inhibitor|DNA intercalating agent|Topoisomerase inhibitor
dimpylate,0,Acetylcholinesterase inhibitor
dinaciclib,-0.075533333,CDK inhibitor
dinoprost,0.350366667,Prostacyclin analog
dinoprostone,0.2762,Prostanoid receptor agonist
dioscin,0,Apoptosis stimulant
diosmin,0.15201,Aryl hydrocarbon receptor agonist|Capillary stabilizing agent
dioxybenzone,-0.02645,Topical sunscreen agent
diperodon,-0.979,Anesthetic - local
diphemanil,0.299685714,Acetylcholine receptor antagonist
diphencyprone,0,Immunostimulant
diphenhydramine,0.20705,Histamine receptor antagonist
diphenidol,-0.24283,Acetylcholine receptor agonist
diphenoxylate,-0.22515,Opioid receptor agonist
diphenyleneiodonium,-0.145383333,Nitric oxide synthase inhibitor
diphenylpyraline,0.02675,Dopamine receptor antagonist
dipivefrine,0.361133333,Adrenergic receptor agonist
dipraglurant,0.09655,Glutamate receptor antagonist
dipropyl-5ct,-0.3556875,Serotonin receptor agonist
dipropyl-dopamine,0.32344,Dopamine receptor agonist
diprotin-a,-0.03095,Dipeptidyl peptidase inhibitor
dipyridamole,0.372566667,Phosphodiesterase inhibitor
dirithromycin,0,Bacterial 50S ribosomal subunit inhibitor
disopyramide,0.01104,Sodium channel inhibitor
disulfiram,-0.135175,Aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist
ditolylguanidine,-0.351322222,Sigma receptor agonist
DL-PDMP,0.222553333,Glucosyltransferase inhibitor
DMAB-anabaseine,0.130688889,Adrenergic receptor agonist
DMBI,0.0103,PDGFR inhibitor|VEGFR inhibitor
DMH1,0.08645,ALK inhibitor
DMP-543,0.078785714,Acetylcholine receptor agonist
DMP-777,-0.066363636,Elastase inhibitor
dobutamine,-0.15742,Adrenergic receptor agonist
docetaxel,-0.085275,Tubulin inhibitor
doconexent,-0.067554545,PPAR receptor agonist
docosatrienoic-acid,-0.136,LTB4 inhibitor
dofequidar,0.53495,MRP inhibitor|P-glycoprotein inhibitor
dofetilide,-0.1365,Potassium channel antagonist
dolasetron,0.180192857,Serotonin receptor antagonist
dolastatin-10,-0.22895,Tubulin inhibitor|Immunostimulant
dolutegravir,-0.229575,HIV inhibitor
domperidone,-0.452925,Dopamine receptor antagonist
donepezil,0.325525,Acetylcholinesterase inhibitor
donitriptan,-0.005885714,Serotonin receptor agonist
dopamine,-0.2572875,Dopamine receptor agonist
doramapimod,0.148158824,P38 MAPK inhibitor
dorsomorphin,0.0345625,AMPK inhibitor
dorzolamide,0.082022222,Carbonic anhydrase inhibitor
dosulepin,0.181544444,Norepinephrine inhibitor|Serotonin reuptake inhibitor|Tricyclic antidepressant
dovitinib,0.327864286,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR inhibitor|VEGFR inhibitor
doxapram,-0.06797,Potassium channel antagonist
doxazosin,-0.198,Adrenergic receptor antagonist
doxepin,0.085308333,Histamine receptor antagonist
doxifluridine,0.061277778,Thymidylate synthase inhibitor
doxofylline,-0.233333333,Adenosine receptor antagonist
doxorubicin,-0.175409091,Topoisomerase inhibitor
doxycycline,0.2766,Bacterial 30S ribosomal subunit inhibitor
doxylamine,-0.2619,Histamine receptor antagonist
DPCPX,-0.40708,Adenosine receptor antagonist
DPI-201106,0.204254545,Sodium channel activator
dpn,-0.091625,Estrogen receptor agonist
DPO-1,0.205375,Potassium channel antagonist
DPPE,-0.207985714,Histamine receptor antagonist
DR-2313,0.198542857,PARP inhibitor
dronedarone,0,Adrenergic receptor antagonist
droperidol,0.030142857,Dopamine receptor antagonist
dropropizine,0.293966667,Antitussive
drospirenone,0.171316667,Mineralocorticoid receptor antagonist
drotaverine,0.4717,Phosphodiesterase inhibitor
droxidopa,-0.8629,Norepinephrine inhibitor
droxinostat,0.1600375,HDAC inhibitor
DU-728,-0.2718,Structural glycoprotein antagonist
dubinidine,-0.45886,Antiepileptic
duloxetine,-0.04526,Norepinephrine inhibitor|Serotonin reuptake inhibitor
DUP-697,-0.16215,Cyclooxygenase inhibitor
dutasteride,0.228825,5-alpha reductase inhibitor
DY-131,-0.391342857,Estrogen receptor agonist
dyclonine,0.5364,Sodium channel inhibitor
dydrogesterone,0.0091375,Progesterone receptor agonist
dynasore,0,Dynamin inhibitor
dyphylline,-0.8867,Adenosine receptor antagonist|Phosphodiesterase inhibitor
E-2012,-0.3503,Gamma secretase inhibitor
E-4031,-0.097542857,Potassium channel antagonist
E-7438,0.11409375,Histone lysine methyltransferase inhibitor
E-7449,-0.44395,PARP inhibitor
ebelactone-b,-0.3248625,Lipase inhibitor
EBPC,-0.904542857,Aldose reductase inhibitor
ebselen,-0.0129875,Cyclooxygenase inhibitor|Glutathione peroxidase agonist|H+/K+-ATPase inhibitor|Nitric oxide synthase inhibitor
ecabet,0.1621,Gastrin inhibitor|Urease inhibitor
econazole,-0.04543125,Lanosterol demethylase inhibitor|Bacterial cell wall synthesis inhibitor|Sterol demethylase inhibitor
ecopipam,0.180777778,Dopamine receptor antagonist
edaravone,-0.20320625,Nootropic agent
edoxaban,0.304275,Coagulation factor inhibitor
edoxudine,0.278,DNA inhibitor
edrophonium,0.117083333,Acetylcholinesterase inhibitor
efaproxiral,0.270766667,Haemoglobin oxygen release stimulant
efatutazone,0,PPAR receptor agonist
efavirenz,-0.0605,HIV inhibitor
eflornithine,0.574633333,Ornithine decarboxylase inhibitor
EGF-816,0,EGFR inhibitor
EHNA,0.04829,Adenosine deaminase inhibitor
EI-231,-0.0310125,Casein kinase inhibitor
EI-247,0.055366667,IGF-1 inhibitor
EI-273,-0.044485714,PKC inhibitor
EI1,0,Histone lysine methyltransferase inhibitor
eicosatetraynoic-acid,-0.1140375,Cyclooxygenase inhibitor|Lipoxygenase inhibitor
eicosatrienoic-acid,-0.033133333,Vasodilator
elacridar,0.10566,P-glycoprotein inhibitor
elesclomol,0.036857143,Oxidizing agent
eliprodil,-0.07495,Glutamate receptor antagonist
ellagic-acid,0.056544444,Glutathione transferase inhibitor|Aldose reductase inhibitor|Beta secretase inhibitor|HCV inhibitor|HIV inhibitor|Quorum sensing signaling modulator|Reverse transcriptase inhibitor
ellipticine,0.772228571,Topoisomerase inhibitor
eltrombopag,0.5132,Thrombopoietin receptor agonist
elvitegravir,0.382114286,HIV inhibitor
embelin,-0.1552,HCV inhibitor|XIAP inhibitor
EMD-1214063,0.1286,HGF receptor inhibitor
EMD-386088,0.179683333,Serotonin receptor agonist
EMD-53998,-0.1248625,Phosphodiesterase inhibitor
EMD-84,-0.0781,Angiotensin receptor antagonist
emedastine,-0.17752,Histamine receptor antagonist
emetine,0.49627,Protein synthesis inhibitor
EMF-BCA1-57,-0.154066667,Caspase inhibitor
EMF-BCA1-60,0.620457143,Caspase inhibitor
EMF-BCA1-64,-0.0993,Caspase inhibitor
emodic-acid,0.031485714,Laxative
emodin,-0.3424,11-beta-HSD1 inhibitor
empagliflozin,0.23338,Sodium channel inhibitor
emtricitabine,0.0947,Nucleoside reverse transcriptase inhibitor
enalapril,-0.209116667,ACE inhibitor
enalaprilat,0.20676,ACE inhibitor
endo-IWR-1,0.40176,PARP inhibitor
ENMD-2076,0,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor
enobosarm,-0.05132,Androgen receptor antagonist
enoxacin,0.067011111,Bacterial DNA Gyrase inhibitor
enoximone,0,Phosphodiesterase inhibitor
enoxolone,-0.5986,Gap junction modulator
enprofylline,-0.114828571,Phosphodiesterase inhibitor
enrofloxacin,-0.129214286,Bacterial DNA inhibitor
entacapone,-0.324766667,Catechol O methyltransferase inhibitor
entecavir,-0.203688889,DNA inhibitor|Reverse transcriptase inhibitor
entinostat,-0.109264706,HDAC inhibitor
enzalutamide,-0.143533333,Androgen receptor antagonist
enzastaurin,-0.172370833,PKC inhibitor
EO-1428,-0.27191,P38 MAPK inhibitor
eperezolid,0.4764875,Bacterial 30S ribosomal subunit inhibitor
epibatidine,0.178716667,Acetylcholine receptor agonist
epicatechin,-0.54475,Bacterial DNA inhibitor
epinastine,0.237325,Histamine receptor antagonist
epinephrine,0.10875,Adrenergic receptor agonist|Neurotransmitter
epirizole,-0.450822222,Cyclooxygenase inhibitor
epirubicin,-0.0990625,Topoisomerase inhibitor
epitiostanol,-0.1559,Androgen receptor agonist
eplerenone,-0.055366667,Cytochrome P450 inhibitor
epothilone,0.5179,Tubulin inhibitor
epothilone-a,-0.234128571,Tubulin inhibitor
epothilone-b,0.1108125,Tubulin inhibitor
epoxycholesterol,0.220616667,LXR agonist
eprosartan,0.0942,Angiotensin receptor antagonist
eptifibatide,0.60562,Platelet aggregation inhibitor
EPZ-004777,-0.555233333,DOT1L inhibitor
EPZ-005687,0.339883333,Histone lysine methyltransferase inhibitor
EPZ-015666,0.50494,PRMT inhibitor
EPZ-020411,0,PRMT inhibitor
EPZ-5676,-0.25435,DOT1L inhibitor
equilin,0.330488889,Estrogen receptor agonist
equol,-0.067245455,Estrogen receptor agonist
ER-27319,-0.1117,Syk inhibitor
erastin,0.387821429,Ion channel antagonist
erbstatin-analog,-0.4405,EGFR inhibitor|Tyrosine kinase inhibitor
ercalcitriol,0.346985714,Vitamin D receptor agonist
ergocornine,-0.35475,Dopamine receptor agonist
ergocryptine,-0.5421375,Dopamine receptor agonist
ergometrine,0.013233333,Adrenergic receptor agonist|Serotonin receptor agonist
eriodictyol,0.0165875,Cytochrome P450 inhibitor
erlotinib,0.308803704,EGFR inhibitor
erteberel,-0.0090375,Estrogen receptor agonist
erythromycin,-0.122154545,NFKB inhibitor
erythromycin-estolate,0.2146,Bacterial 50S ribosomal subunit inhibitor
erythromycin-ethylsuccinate,0.387414286,Cytochrome P450 inhibitor|Motilin receptor agonist|NFKB inhibitor|Protein synthesis inhibitor
erythrosine,-0.198466667,Coloring agent
esatenolol,0,Adrenergic receptor antagonist
escitalopram,0.409369231,Selective serotonin reuptake inhibitor (SSRI)
esculin,0.657242857,Antioxidant
eserine,0,Cholinesterase inhibitor
esmolol,0.665966667,Adrenergic receptor antagonist
esomeprazole,-0.0817,Proton pump inhibitor
estradiol,0.101763636,Estrogen receptor agonist
estradiol-cypionate,0.171914286,Estrogen receptor agonist
estramustine,-0.1147,DNA inhibitor
