"","pert_iname","norm_cs","moa"
"897","CEP-33779",0.91545,"JAK inhibitor"
"898","CEP-37440",1.46886363636364,"ALK inhibitor"
"899","cephaeline",0.52538,"Protein synthesis inhibitor"
"900","cephalexin",0.2777,"Bacterial cell wall synthesis inhibitor"
"901","cephalotaxine",-0.429566666666667,"Protein synthesis inhibitor"
"902","cephalothin",0,"Bacterial cell wall synthesis inhibitor"
"903","cepharanthine",0.3025875,"NFKB inhibitor"
"904","ceramide",0.4518,"Serine/threonine protein phosphatase activator"
"905","cercosporin",0.352871428571429,"Photoactivated toxin"
"906","ceritinib",1.1896,"ALK inhibitor"
"907","cerivastatin",0.49074,"HMGCR inhibitor"
"908","cerulenin",-0.0285769230769231,"Fatty acid synthase inhibitor"
"909","cetirizine",-0.164066666666667,"Histamine receptor antagonist"
"910","cetraxate",0.5773,"Mucus protecting agent"
"911","cevimeline",-0.8571,"Acetylcholine receptor agonist"
"912","CFI-400945",0,"Serine/threonine kinase inhibitor"
"913","CFM-1571",-0.47935,"Guanylate cyclase activator"
"914","CG-930",0.201075,"JNK inhibitor"
"915","CGH-2466",-0.7441,"Adenosine receptor antagonist"
"916","CGK-733",0.4498,"ATM kinase inhibitor|ATR kinase inhibitor"
"917","CGP-12177",-0.16224,"Adrenergic receptor agonist"
"918","CGP-13501",-0.287522222222222,"GABA receptor antagonist"
"919","CGP-20712",-0.19236,"Adrenergic receptor antagonist"
"920","CGP-37157",-0.0985,"Calcium channel blocker|Mitochondrial Na+/Ca2+ exchanger antagonist|Sodium/calcium exchange inhibitor"
"921","CGP-52411",0.150816666666667,"EGFR inhibitor"
"922","CGP-52432",-0.53195,"GABA receptor antagonist"
"923","CGP-53353",-0.1980125,"EGFR inhibitor|PKC inhibitor"
"924","CGP-54626",-0.182428571428571,"GABA receptor antagonist"
"925","CGP-55845",-0.19865,"GABA receptor antagonist"
"926","CGP-57380",0.501366666666667,"MAP kinase inhibitor"
"927","CGP-60474",0.567728571428571,"CDK inhibitor"
"928","CGP-7930",-0.02677,"GABA receptor antagonist|GABA receptor agonist"
"929","CGS-12066B",0.224516666666667,"Serotonin receptor agonist"
"930","CGS-15943",0.864025,"Adenosine receptor antagonist"
"931","CGS-20625",-0.21399,"Benzodiazepine receptor agonist"
"932","CGS-21680",-0.39278,"Adenosine receptor agonist"
"933","CH-223191",0,"Aryl hydrocarbon receptor antagonist"
"934","chaetocin",0.386816666666667,"Histone lysine methyltransferase inhibitor"
"935","chelerythrine",-0.3058,"Protein kinase inhibitor"
"936","chelidonine",-0.687557142857143,"Tubulin inhibitor"
"937","CHEMBL-1222381",0.3434,"Neural stem cell inducer"
"938","CHEMBL-374350",0.364935714285714,"NFKB inhibitor"
"939","chenodiol",-1.0379,"11-beta-HSD1 inhibitor"
"940","CHIR-99021",-1.00756923076923,"GSK inhibitor"
"941","chlorambucil",-0.05477,"DNA inhibitor"
"942","chlorcyclizine",0.18695,"Histamine receptor antagonist"
"943","chlordiazepoxide",-0.18176,"Benzodiazepine receptor agonist"
"944","chlorhexidine",0.61535,"Bacterial membrane integrity inhibitor"
"945","chlormezanone",-0.01066,"GABA receptor antagonist"
"946","chloroform",-0.9447,"Solvent"
"947","chlorogenic-acid",-0.6369875,"Antioxidant"
"948","chloropyramine",0,"Histamine receptor antagonist"
"949","chloroquine",-0.220923529411765,"Antimalarial"
"950","chlorothiazide",0.58305,"Diuretic"
"951","chlorotrianisene",1.2485,"Estrogenic hormone"
"952","chloroxine",0.29447,"Opioid receptor antagonist"
"953","chlorphensin",-0.257025,"Muscle relaxant"
"954","chlorpropamide",-0.324228571428571,"ATP channel blocker"
"955","chlorpropham",-0.9507,"Antiviral"
"956","chlorpyrifos",0.44715,"Acetylcholinesterase inhibitor"
"957","chlortalidone",0.0248888888888889,"Carbonic anhydrase inhibitor"
"958","chlorzoxazone",-0.15245,"Bacterial 30S ribosomal subunit inhibitor"
"959","cholic-acid",-0.354125,"Bile acid"
"960","choline-alfoscerate",0.3689625,"Acetylcholine receptor agonist|Acetylcholine precursor|Membrane permeability enhancer"
"961","chromanol",0.457514285714286,"Potassium channel antagonist"
"962","chromomycin-a3",1.11304285714286,"DNA binding agent"
"963","chrysenequinone",0,"DNA mismatch binding"
"964","chrysin",-0.8452,"Breast cancer resistance protein inhibitor"
"965","CI-966",0.00674615384615385,"GAT inhibitor"
"966","CI-976",-0.221735714285714,"ACAT inhibitor"
"967","cianidanol",-0.298991666666667,"Fatty acid synthase inhibitor"
"968","ciclacillin",-0.590228571428571,"Bacterial cell wall synthesis inhibitor"
"969","ciclesonide",0.7441,"Glucocorticoid receptor agonist"
"970","ciclopirox",0.696183333333333,"Membrane integrity inhibitor"
"971","CID-5458317",-0.9086,"MAP kinase inhibitor"
"972","ciglitazone",0.0252222222222222,"PPAR receptor agonist"
"973","cilastatin",0.681775,"Dehydropeptidase inhibitor"
"974","cilazapril",0.60095,"ACE inhibitor"
"975","cilengitide",0.365925,"Integrin inhibitor"
"976","cilomilast",0.07575,"Phosphodiesterase inhibitor"
"977","cilostamide",-0.00268571428571429,"Phosphodiesterase inhibitor"
"978","cilostazol",-0.0545272727272727,"Phosphodiesterase inhibitor"
"979","cimaterol",0.1121875,"Adrenergic receptor agonist"
"980","cimetidine",-0.07995,"Histamine receptor antagonist"
"981","cinacalcet",-0.0837285714285715,"Calcium channel activator"
"982","cinaciguat",0.331,"Guanylate cyclase activator"
"983","cinanserin",0.07596,"Serotonin receptor antagonist"
"984","cinchocaine",-0.3582,"Sodium channel inhibitor"
"985","cinchonine",-0.06826,"P-glycoprotein inhibitor"
"986","cinepazide",-0.06515,"Calcium channel activator"
"987","cinnarizine",-0.292442857142857,"Calcium channel blocker"
"988","cinobufagin",-0.216428571428571,"Na/K-ATPase inhibitor"
"989","cinoxacin",-0.113611111111111,"Bacterial DNA Gyrase inhibitor"
"990","ciprofibrate",0.2729,"PPAR receptor agonist"
"991","ciprofloxacin",0.01288,"Bacterial DNA Gyrase inhibitor"
"992","ciproxifan",0.7783,"Histamine receptor antagonist"
"993","cirazoline",0.447257142857143,"Adrenergic receptor agonist"
"994","cisapride",-0.110711764705882,"Serotonin receptor agonist"
"995","citalopram",0.210566666666667,"Serotonin receptor antagonist"
"996","CITCO",-0.120914285714286,"CAR agonist"
"997","citiolone",-0.9892,"Mucolytic"
"998","CL-218872",-0.166845454545455,"GABA receptor agonist"
"999","CL-82198",-0.221055555555556,"Metalloproteinase inhibitor"
"1000","cladribine",-0.212075,"Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor"
"1001","clebopride",0.2622,"Dopamine receptor antagonist"
"1002","clemastine",0.149977777777778,"Histamine receptor antagonist"
"1003","clemizole",-0.17924,"HCV inhibitor"
"1004","clenbuterol",-0.052,"Adrenergic receptor agonist"
"1005","clidinium",-1.2361,"Acetylcholine receptor antagonist"
"1006","climbazole",0.067025,"Enzyme inducer"
"1007","clinafloxacin",-0.2678,"Bacterial DNA Gyrase inhibitor"
"1008","clindamycin",0.0982,"Protein synthesis inhibitor"
"1009","clinofibrate",0.60836,"Lipase inhibitor"
"1010","clioquinol",0.23606,"Chelating agent"
"1011","clobenpropit",-0.0371875,"Histamine receptor antagonist"
"1012","clobetasol",0.12469,"Glucocorticoid receptor agonist"
"1013","clocortolone-pivalate",-0.181927272727273,"Steroid"
"1014","clodronic-acid",0,"Bone resorption inhibitor"
"1015","clofarabine",-0.120322222222222,"Ribonucleoside reductase inhibitor"
"1016","clofazimine",-0.0739555555555555,"Bacterial DNA inhibitor"
"1017","clofibrate",-0.2965,"PPAR receptor agonist"
"1018","clofibric-acid",-0.297293333333333,"PPAR receptor agonist"
"1019","clofilium",1.2811,"Potassium channel antagonist"
"1020","clofoctol",0.23492,"Bacterial protein synthesis inhibitor"
"1021","clomethiazole",0.01341,"GABA receptor antagonist|GABA receptor modulator"
"1022","clomifene",0.53625,"Estrogen receptor antagonist"
"1023","clomipramine",0.1388,"Serotonin receptor antagonist"
"1024","clonazepam",-0.0141444444444444,"GABA receptor agonist"
"1025","clonidine",-0.0862789473684211,"Adrenergic receptor agonist"
"1026","clopamide",0,"Sodium/chloride cotransporter inhibitor"
"1027","cloperastine",-1.02,"Antitussive"
"1028","clopidogrel",0.596628571428572,"Purinergic receptor antagonist"
"1029","clorgiline",0,"Monoamine oxidase inhibitor"
"1030","clorsulon",0,"Glycolysis inhibitor"
"1031","closantel",0.0835,"Chitin inhibitor|NFKB inhibitor"
"1032","clotrimazole",0.166057142857143,"Cytochrome P450 inhibitor|Imidazoline ligand"
"1033","cloxacillin",-0.989,"Bacterial cell wall synthesis inhibitor"
"1034","clozapine",0.240292307692308,"Serotonin receptor antagonist|Dopamine receptor antagonist"
"1035","CMPD-1",-0.0419428571428571,"P38 MAPK inhibitor"
"1036","CNQX",0.01435,"Glutamate receptor antagonist"
"1037","CNX-774",0.650930769230769,"BTK inhibitor"
"1038","CO-101244",-0.511671428571429,"Ionotropic glutamate receptor antagonist"
"1039","CO-102862",-0.1592375,"Sodium channel inhibitor"
"1040","cobicistat",0.2119,"Cytochrome P450 inhibitor"
"1041","cobimetinib",1.00351818181818,"MEK inhibitor"
"1042","COL-3",-1.5663,"Matrix metalloprotease inhibitor"
"1043","colchicine",-0.680625,"Tubulin inhibitor"
"1044","colforsin",0.09852,"Adenylyl cyclase activator"
"1045","colforsin-daproate",0,"Adenylyl cyclase activator"
"1046","compound-w",-0.41775,"Beta secretase inhibitor"
"1047","conivaptan",-0.487275,"Vasopressin receptor antagonist"
"1048","copanlisib",1.42887777777778,"PI3K inhibitor"
"1049","cordycepin",0.18494,"DNA inhibitor"
"1050","cortisol",-1.2781,"Glucocorticoid receptor agonist"
"1051","cortisone",0.07625,"Androgen receptor antagonist"
"1052","cortisone-acetate",-0.120769230769231,"Glucocorticoid receptor agonist"
"1053","corynanthine",-0.0236714285714286,"Adrenergic receptor antagonist"
"1054","cosmosiin",-0.1995,"Cytochrome P450 inhibitor"
"1055","costunolide",-1.3164,"Telomerase inhibitor"
"1056","cotinine",0.067925,"Nicotinic receptor agonist"
"1057","coumaric-acid",-0.485016666666667,"Antioxidant"
"1058","coumarin",-0.298,"Vitamin K antagonist"
"1059","coumestrol",-0.41662,"Estrogen receptor agonist"
"1060","coumophos",1.07685,"Cholinesterase inhibitor"
"1061","CP-466722",-0.214322727272727,"ATM kinase inhibitor"
"1062","CP-55940",-0.4890875,"Cannabinoid receptor agonist"
"1063","CP-673451",0.1874,"PDGFR inhibitor"
"1064","CP-724714",0.14880625,"Tyrosine kinase inhibitor|EGFR inhibitor"
"1065","CP-91149",0.642,"Glycogen phosphorylase inhibitor"
"1066","CP-93129",-0.0516,"Serotonin receptor agonist"
"1067","CP-94253",0.0870111111111111,"Serotonin receptor agonist"
"1068","CP-945598",1.181275,"Cannabinoid receptor antagonist"
"1069","CPI-1189",-0.240625,"TNF inhibitor"
"1070","CPI-360",-0.43185,"Histone lysine methyltransferase inhibitor"
"1071","CPI-613",-0.4105,"PDK inhibitor"
"1072","crenolanib",0,"PDGFR inhibitor"
"1073","crizotinib",0.475029166666667,"ALK inhibitor"
"1074","cromoglicic-acid",0,"Immunosuppressant"
"1075","crotamiton",-0.10515,"Antipruritic"
"1076","CS-110266",0.59165,"Dopamine receptor agonist"
"1077","CS-1657",0.363671428571429,"PARP inhibitor"
"1078","CS-917",0.0473,"Fructose biphosphate inhibitor"
"1079","CT-7758",-0.30449,"Integrin inhibitor"
"1080","CTB",-0.325873333333333,"Histone Acetyltransferase activator"
"1081","CTPB",0.9134,"Histone Acetyltransferase activator"
"1082","CTS-1027",-0.54918,"Metalloproteinase inhibitor"
"1083","curcumin",-0.360314285714286,"Cyclooxygenase inhibitor|Histone acetyltransferase inhibitor|Lipoxygenase inhibitor|NFKB inhibitor"
"1084","cutamesine",-0.34285,"Sigma receptor agonist"
"1085","CV-1808",-0.209475,"Adenosine receptor agonist"
"1086","CX-4945",-0.04496,"Casein kinase inhibitor"
"1087","CX-516",-0.3623,"Glutamate receptor antagonist"
"1088","CX-5461",0.38440625,"RNA polymerase inhibitor"
"1089","cyanoquinoline-11",-0.427461538461538,"Kinase inhibitor"
"1090","cyclazosin",-0.515066666666667,"Adrenergic receptor antagonist"
"1091","cyclizine",-0.275916666666667,"Histamine receptor antagonist"
"1092","cyclobenzaprine",0.36282,"Adrenergic receptor agonist|Serotonin receptor agonist"
"1093","cycloheximide",0.3005,"Protein synthesis inhibitor"
"1094","cyclopamine",-0.1187625,"Smoothened receptor antagonist"
"1095","cyclopenthiazide",-0.128783333333333,"Thiazide diuretic"
"1096","cyclopentolate",0.04225,"Acetylcholine receptor antagonist"
"1097","cyclophosphamide",-0.457446666666667,"DNA alkylating agent"
"1098","cyclopiazonic-acid",-0.0565,"ATPase inhibitor"
"1099","cycloserine",0,"Glutamate receptor agonist"
"1100","cyclosporin-a",-0.220711538461538,"Calcineurin inhibitor"
"1101","cyproheptadine",-0.54509,"Histamine receptor antagonist"
"1102","CYT-387",-0.0435545454545455,"JAK inhibitor"
"1103","CYT-997",-0.96811,"Tubulin inhibitor"
"1104","cytarabine",-0.160525,"Ribonucleoside reductase inhibitor"
"1105","cytisine",-0.395172727272727,"Acetylcholine receptor agonist"
"1106","cytochalasin-d",0.4004,"Tubulin inhibitor"
"1107","cytosporone-b",-0.131423076923077,"NUR77 receptor agonist"
"1108","D-4476",0.0750952380952381,"TGF-beta receptor inhibitor"
"1109","D-609",-0.75985,"Phospholipase inhibitor"
"1110","D-64131",-0.893441666666667,"Tubulin inhibitor"
"1111","D-64406",0.0802571428571428,"PDGFR inhibitor"
"1112","D-serine",0.315075,"Glutamate receptor agonist"
"1113","dabigatran-etexilate",-0.277422222222222,"Thrombin inhibitor|Serine protease inhibitor"
"1114","dabrafenib",-0.06481875,"RAF inhibitor"
"1115","dacarbazine",-0.0837428571428571,"DNA alkylating agent"
"1116","dacinostat",0.637475,"HDAC inhibitor"
"1117","dacomitinib",0.382185714285714,"EGFR inhibitor"
"1118","dactinomycin",1.01496666666667,"RNA polymerase inhibitor"
"1119","daidzein",-0.348533333333333,"Estrogen receptor agonist"
"1120","dalargin",0.3501,"Opioid receptor agonist"
"1121","dalcetrapib",0.07472,"Cholesterol inhibitor"
"1122","dalfampridine",-0.03416,"Potassium channel antagonist"
"1123","daminozide",-0.60519375,"KDM2A inhibitor"
"1124","damnacanthal",-0.276633333333333,"Src inhibitor"
"1125","danazol",-0.43075,"Estrogen receptor antagonist|Progesterone receptor agonist"
"1126","danegaptide",0,"Gap junction modulator"
"1127","dantrolene",-0.268672727272727,"Calcium channel blocker"
"1128","dantron",0.174922222222222,"Laxative"
"1129","danusertib",0.844125,"Aurora kinase inhibitor|FGFR inhibitor"
"1130","dapagliflozin",-0.4042,"Sodium/glucose cotransporter inhibitor"
"1131","daphnetin",-0.3372,"Protein kinase inhibitor"
"1132","dapivirine",0.15638,"Non-nucleoside reverse transcriptase inhibitor"
"1133","dapsone",-0.0502461538461538,"Bacterial antifolate"
"1134","DAPT-GSI-IX",0.609285714285714,"Gamma secretase inhibitor"
"1135","darapladib",0.54898,"Phospholipase inhibitor"
"1136","darifenacin",-0.100616666666667,"Acetylcholine receptor antagonist"
"1137","darinaparsin",-0.138635714285714,"Apoptosis stimulant"
"1138","darunavir",-0.337514285714286,"HIV inhibitor"
"1139","dasabuvir",-0.131885714285714,"HCV inhibitor"
"1140","dasatinib",1.05467692307692,"KIT inhibitor|Bcr-Abl inhibitor|Ephrin inhibitor|PDGFR inhibitor|Src inhibitor|Tyrosine kinase inhibitor"
"1141","DASB",0,"Serotonin receptor antagonist"
"1142","DAU-5884",-0.322183333333333,"Acetylcholine receptor antagonist"
"1143","daunorubicin",0.46866875,"RNA synthesis inhibitor|Topoisomerase inhibitor"
"1144","dazmegrel",0,"Thromboxane synthase inhibitor"
"1145","dazoxiben",-0.0654777777777778,"Thromboxane synthase inhibitor"
"1146","DBeQ",-0.0814142857142857,"ATPase inhibitor"
"1147","DCPIB",-0.126822222222222,"Chloride channel blocker|Gap junction modulator|Glutamate inhibitor"
"1148","DDR1-IN-1",0,"Discoidin domain receptor inhibitor"
"1149","debrisoquine",0.07145,"Norepinephrine inhibitor"
"1150","decafluorobutane",-0.154166666666667,"Contrast agent"
"1151","decitabine",-0.241784210526316,"DNA inhibitor"
"1152","defactinib",0.0302166666666667,"Focal adhesion kinase inhibitor"
"1153","deferasirox",0.349783333333333,"Chelating agent"
"1154","deferiprone",-0.15905,"Chelating agent"
"1155","deferoxamine-mesylate",-1.5988,"Chelating agent|Antimetabolite|Beta amyloid inhibitor|Iron absorption inhibitor"
"1156","deflazacort",-0.7105,"Glucocorticoid receptor agonist"
"1157","deforolimus",1.59574,"MTOR inhibitor"
"1158","deguelin",0.2439625,"NADPH inhibitor"
"1159","dehydrocholate",0.06025,"Choleretic agent"
"1160","dehydroepiandrosterone",0.398928571428571,"Protein synthesis stimulant"
"1161","delanzomib",0.09569,"Proteasome inhibitor"
"1162","delapril",-0.82755,"ACE inhibitor"
"1163","delcorine",-0.0719888888888889,"Antiarrhythmic|Ganglionic blocker"
"1164","delivert",-0.72504,"Angiotensin receptor agonist"
"1165","deltaline",-0.6951125,"Acetylcholine receptor antagonist"
"1166","demecarium",0.90165,"Acetylcholinesterase inhibitor"
"1167","denbufylline",0.0821555555555556,"Phosphodiesterase inhibitor"
"1168","deoxycorticosterone-acetate",-0.030975,"Progestogen hormone"
"1169","dephostatin",-0.514916666666667,"Tyrosine phosphatase inhibitor"
"1170","depomedrol",-0.455285714285714,"Glucocorticoid receptor agonist"
"1171","deptropine",0,"Histamine receptor antagonist"
"1172","depudecin",-0.15112,"HDAC inhibitor"
"1173","dequalinium",-0.370077777777778,"PKC inhibitor"
"1174","deracoxib",0.00231428571428573,"Cyclooxygenase inhibitor"
"1175","deserpidine",-1.1264,"ACE inhibitor"
"1176","desipramine",0.1114,"Tricyclic antidepressant"
"1177","desloratadine",0.81522,"Histamine receptor antagonist"
"1178","desmethylclozapine",0.22887,"Acetylcholine receptor agonist"
"1179","desmopressin-acetate",-0.390228571428571,"Vasopressin receptor agonist"
"1180","desoxycortone",-0.39609,"Mineralocorticoid receptor agonist"
"1181","desoxypeganine",0.0781666666666667,"Acetylcholinesterase inhibitor|Monoamine oxidase inhibitor"
"1182","desvenlafaxine",-0.0996333333333333,"Serotonin receptor antagonist"
"1183","devazepide",-0.213233333333333,"CCK receptor antagonist"
"1184","dexamethasone",0.05298,"Glucocorticoid receptor agonist"
"1185","dexamethasone-acetate",0.2636,"Glucocorticoid receptor agonist|Corticosteroid agonist|Cytochrome P450 inhibitor"
"1186","dexbrompheniramine",-0.34756,"Histamine receptor antagonist"
"1187","dexchlorpheniramine",0.0290666666666667,"Histamine receptor antagonist"
"1188","dexfenfluramine",-0.348209090909091,"Serotonin receptor agonist"
"1189","dexketoprofen",0.04125,"Cyclooxygenase inhibitor"
"1190","dexloxiglumide",0.849066666666667,"CCK receptor antagonist"
"1191","dexniguldipine",-0.0869555555555555,"Calmodulin inhibitor"
"1192","dextrorphan",0.689,"Glutamate receptor antagonist"
"1193","DG-041",-0.0647166666666667,"Prostanoid receptor antagonist"
"1194","DH-97",-0.149742857142857,"Melatonin receptor antagonist"
"1195","diacerein",0.0979375,"Interleukin inhibitor"
"1196","diazepam",-0.0544333333333333,"Benzodiazepine receptor agonist"
"1197","diazoxide",-0.342007692307692,"Potassium channel activator"
"1198","dibenzepin",-0.2517125,"Norepinephrine inhibitor"
"1199","dibenzoylmethane",-0.190716666666667,"Carcinogen"
"1200","dibutyrylcyclic-gmp",-0.311275,"CGMP analog"
"1201","dichloroacetic-acid",0.734966666666667,"PDK inhibitor"
"1202","dichlorobenzamil",1.21786,"Sodium channel inhibitor"
"1203","dichlorodiamine-platinum",-1.2876,"Carcinogen"
"1204","dichlorvos",-0.8772,"Acetylcholinesterase inhibitor"
"1205","diclofenac",-0.139541666666667,"Cyclooxygenase inhibitor"
"1206","diclofenamide",-0.53905,"Carbonic anhydrase inhibitor"
"1207","diclofensine",-0.14112,"Dopamine receptor antagonist"
"1208","dicloxacillin",-0.0971666666666667,"Bacterial cell wall synthesis inhibitor"
"1209","dicoumarol",0.524571428571429,"NADPH inhibitor"
"1210","dictamnine",0.411775,"Furoquinoline alkaloid"
"1211","dicyclohexylurea",-0.526475,"Epoxide hydolase inhibitor"
"1212","dicycloverine",0.269525,"Acetylcholine receptor antagonist"
"1213","didanosine",0.5008,"Nucleoside reverse transcriptase inhibitor"
"1214","dideoxyadenosine",-0.43492,"Nucleoside reverse transcriptase inhibitor"
"1215","dieldrin",0.291433333333333,"Enhancer of synaptic activity"
"1216","dienestrol",-0.481788888888889,"Estrogen receptor agonist"
"1217","dienogest",0.0929909090909091,"Progesterone receptor agonist"
"1218","diethylcarbamazine",-0.401472727272727,"Lipoxygenase inhibitor"
"1219","diethyltoluamide",-0.1054,"DEET, activator of fly antenna ionotropic receptor IR40a"
"1220","diflorasone",-0.41235,"Glucocorticoid receptor agonist"
"1221","diflunisal",0.117375,"Prostanoid receptor antagonist"
"1222","digitoxigenin",0.240514285714286,"Na/K-ATPase inhibitor"
"1223","digitoxin",-0.1763125,"Na/K-ATPase inhibitor"
"1224","digoxigenin",-0.323871428571429,"Na/K-ATPase inhibitor"
"1225","digoxin",-0.361823529411765,"Na/K-ATPase inhibitor"
"1226","dihydrexidine",0.368542857142857,"Dopamine receptor agonist"
"1227","dihydrocapsaicin",0,"TRPV agonist"
"1228","dihydrodeoxygedunin",-0.183,"Growth factor receptor activator"
"1229","dihydrosamidin",-0.1876375,"Nitric oxide production inhibitor|Phospholipase inhibitor|Platelet activating factor receptor antagonist"
"1230","dihydroxyphenylglycine",0.342966666666667,"Glutamate receptor agonist"
"1231","dilazep",-0.363355555555556,"Adenosine receptor antagonist"
"1232","diloxanide",-0.351657142857143,"Protein synthesis inhibitor"
"1233","diltiazem",0.1506,"Calcium channel blocker"
"1234","dimaprit",0,"Histamine receptor agonist"
"1235","dimenhydrinate",-0.45255,"Histamine receptor antagonist"
"1236","dimercaptosuccinic-acid",-0.140733333333333,"Chelating agent"
"1237","dimesna",-0.01625,"Tubulin inhibitor"
"1238","dimethyl-fumarate",0.097025,"NRF2 activator|KEAP1 ligand|NFKB inhibitor"
"1239","dimetridazole",0.8885,"Bacterial DNA inhibitor"
"1240","diminazene-aceturate",-0.44992,"ACE inhibitor|DNA intercalating agent|Topoisomerase inhibitor"
"1241","dimpylate",-0.625933333333333,"Acetylcholinesterase inhibitor"
"1242","dinaciclib",-0.0329833333333333,"CDK inhibitor"
"1243","dinoprost",-0.0639666666666667,"Prostacyclin analog"
"1244","dinoprostone",-0.220833333333333,"Prostanoid receptor agonist"
"1245","dioscin",1.26175,"Apoptosis stimulant"
"1246","diosmin",-0.26899,"Aryl hydrocarbon receptor agonist|Capillary stabilizing agent"
"1247","dioxybenzone",0.3553875,"Topical sunscreen agent"
"1248","diperodon",0,"Anesthetic - local"
"1249","diphemanil",-0.315557142857143,"Acetylcholine receptor antagonist"
"1250","diphencyprone",-0.781466666666667,"Immunostimulant"
"1251","diphenhydramine",-0.189175,"Histamine receptor antagonist"
"1252","diphenidol",-0.22406,"Acetylcholine receptor agonist"
"1253","diphenoxylate",-0.341625,"Opioid receptor agonist"
"1254","diphenyleneiodonium",0.783316666666667,"Nitric oxide synthase inhibitor"
"1255","diphenylpyraline",0.19925,"Dopamine receptor antagonist"
"1256","dipivefrine",-0.0034,"Adrenergic receptor agonist"
"1257","dipraglurant",-0.05315,"Glutamate receptor antagonist"
"1258","dipropyl-5ct",-0.266175,"Serotonin receptor agonist"
"1259","dipropyl-dopamine",-0.01446,"Dopamine receptor agonist"
"1260","diprotin-a",-0.380275,"Dipeptidyl peptidase inhibitor"
"1261","dipyridamole",-0.09862,"Phosphodiesterase inhibitor"
"1262","dirithromycin",0.6977,"Bacterial 50S ribosomal subunit inhibitor"
"1263","disopyramide",-0.37561,"Sodium channel inhibitor"
"1264","disulfiram",-0.3797625,"Aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist"
"1265","ditolylguanidine",0.0845222222222222,"Sigma receptor agonist"
"1266","DL-PDMP",0.14992,"Glucosyltransferase inhibitor"
"1267","DMAB-anabaseine",0.0672222222222222,"Adrenergic receptor agonist"
"1268","DMBI",0.806385714285714,"PDGFR inhibitor|VEGFR inhibitor"
"1269","DMH1",-0.58085,"ALK inhibitor"
"1270","DMP-543",0.014,"Acetylcholine receptor agonist"
"1271","DMP-777",0.0113636363636364,"Elastase inhibitor"
"1272","dobutamine",-0.3127,"Adrenergic receptor agonist"
"1273","docetaxel",-0.117575,"Tubulin inhibitor"
"1274","doconexent",-0.413781818181818,"PPAR receptor agonist"
"1275","docosatrienoic-acid",-0.0031375,"LTB4 inhibitor"
"1276","dofequidar",-0.07075,"MRP inhibitor|P-glycoprotein inhibitor"
"1277","dofetilide",0.4308,"Potassium channel antagonist"
"1278","dolasetron",-0.284378571428571,"Serotonin receptor antagonist"
"1279","dolastatin-10",-1.274625,"Tubulin inhibitor|Immunostimulant"
"1280","dolutegravir",0.21595,"HIV inhibitor"
"1281","domperidone",-0.5625125,"Dopamine receptor antagonist"
"1282","donepezil",-0.0340583333333333,"Acetylcholinesterase inhibitor"
"1283","donitriptan",-0.334314285714286,"Serotonin receptor agonist"
"1284","dopamine",-0.2042,"Dopamine receptor agonist"
"1285","doramapimod",-0.379282352941176,"P38 MAPK inhibitor"
"1286","dorsomorphin",0.48635625,"AMPK inhibitor"
"1287","dorzolamide",-0.343633333333333,"Carbonic anhydrase inhibitor"
"1288","dosulepin",0.114844444444444,"Norepinephrine inhibitor|Serotonin reuptake inhibitor|Tricyclic antidepressant"
"1289","dovitinib",0.308692857142857,"EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR inhibitor|VEGFR inhibitor"
"1290","doxapram",0.16761,"Potassium channel antagonist"
"1291","doxazosin",-0.17546,"Adrenergic receptor antagonist"
"1292","doxepin",-0.397091666666667,"Histamine receptor antagonist"
"1293","doxifluridine",0.0257333333333333,"Thymidylate synthase inhibitor"
"1294","doxofylline",-0.287133333333333,"Adenosine receptor antagonist"
"1295","doxorubicin",0.534154545454545,"Topoisomerase inhibitor"
"1296","doxycycline",0.120285714285714,"Bacterial 30S ribosomal subunit inhibitor"
"1297","doxylamine",-0.4103,"Histamine receptor antagonist"
"1298","DPCPX",0.48524,"Adenosine receptor antagonist"
"1299","DPI-201106",0.0634909090909091,"Sodium channel activator"
"1300","dpn",-0.2639,"Estrogen receptor agonist"
"1301","DPO-1",-0.2667625,"Potassium channel antagonist"
"1302","DPPE",0.176971428571429,"Histamine receptor antagonist"
"1303","DR-2313",-0.2554,"PARP inhibitor"
"1304","dronedarone",0,"Adrenergic receptor antagonist"
"1305","droperidol",-0.0434214285714286,"Dopamine receptor antagonist"
"1306","dropropizine",-0.0956666666666667,"Antitussive"
"1307","drospirenone",-0.326166666666667,"Mineralocorticoid receptor antagonist"
"1308","drotaverine",1.5027,"Phosphodiesterase inhibitor"
"1309","droxidopa",0,"Norepinephrine inhibitor"
"1310","droxinostat",-0.4021375,"HDAC inhibitor"
"1311","DU-728",0.164725,"Structural glycoprotein antagonist"
"1312","dubinidine",0.7478,"Antiepileptic"
"1313","duloxetine",-0.154066666666667,"Norepinephrine inhibitor|Serotonin reuptake inhibitor"
"1314","DUP-697",0.584616666666667,"Cyclooxygenase inhibitor"
"1315","dutasteride",-0.300575,"5-alpha reductase inhibitor"
"1316","DY-131",0.374142857142857,"Estrogen receptor agonist"
"1317","dyclonine",-0.5084,"Sodium channel inhibitor"
"1318","dydrogesterone",-0.3785,"Progesterone receptor agonist"
