pert_iname,norm_cs,moa
cinanserin,0.51088,Serotonin receptor antagonist
cinchocaine,0,Sodium channel inhibitor
cinchonine,0.17034,P-glycoprotein inhibitor
cinepazide,0.300816667,Calcium channel activator
cinnarizine,0.423357143,Calcium channel blocker
cinobufagin,-1.140428571,Na/K-ATPase inhibitor
cinoxacin,0.058877778,Bacterial DNA Gyrase inhibitor
ciprofibrate,0,PPAR receptor agonist
ciprofloxacin,0.14916,Bacterial DNA Gyrase inhibitor
ciproxifan,0,Histamine receptor antagonist
cirazoline,-0.126271429,Adrenergic receptor agonist
cisapride,0.137617647,Serotonin receptor agonist
citalopram,0.153326667,Serotonin receptor antagonist
CITCO,0.477085714,CAR agonist
citiolone,1.0336,Mucolytic
CL-218872,0.0562,GABA receptor agonist
CL-82198,0.3202,Metalloproteinase inhibitor
cladribine,0.0806,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor
clebopride,-0.134516667,Dopamine receptor antagonist
clemastine,0.526222222,Histamine receptor antagonist
clemizole,0.21052,HCV inhibitor
clenbuterol,-0.120644444,Adrenergic receptor agonist
clidinium,-1.1481,Acetylcholine receptor antagonist
climbazole,0.0158875,Enzyme inducer
clinafloxacin,0.1832,Bacterial DNA Gyrase inhibitor
clindamycin,-0.200444444,Protein synthesis inhibitor
clinofibrate,0.3496,Lipase inhibitor
clioquinol,0.26004,Chelating agent
clobenpropit,0.1137875,Histamine receptor antagonist
clobetasol,0.44117,Glucocorticoid receptor agonist
clocortolone-pivalate,0.2996,Steroid
clodronic-acid,0,Bone resorption inhibitor
clofarabine,0.253244444,Ribonucleoside reductase inhibitor
clofazimine,0.425688889,Bacterial DNA inhibitor
clofibrate,-0.3345875,PPAR receptor agonist
clofibric-acid,-0.14872,PPAR receptor agonist
clofilium,0.54355,Potassium channel antagonist
clofoctol,0.33184,Bacterial protein synthesis inhibitor
clomethiazole,0.39518,GABA receptor antagonist|GABA receptor modulator
clomifene,0.947791667,Estrogen receptor antagonist
clomipramine,0.191644444,Serotonin receptor antagonist
clonazepam,0.031377778,GABA receptor agonist
clonidine,-0.1834,Adrenergic receptor agonist
clopamide,0,Sodium/chloride cotransporter inhibitor
cloperastine,0,Antitussive
clopidogrel,0.505714286,Purinergic receptor antagonist
clorgiline,-0.1804,Monoamine oxidase inhibitor
clorsulon,0,Glycolysis inhibitor
closantel,-0.878325,Chitin inhibitor|NFKB inhibitor
clotrimazole,-0.396114286,Cytochrome P450 inhibitor|Imidazoline ligand
cloxacillin,-1.2545,Bacterial cell wall synthesis inhibitor
clozapine,0.269030769,Serotonin receptor antagonist|Dopamine receptor antagonist
CMPD-1,-0.062171429,P38 MAPK inhibitor
CNQX,0.0906,Glutamate receptor antagonist
CNX-774,0.912876923,BTK inhibitor
CO-101244,0.427742857,Ionotropic glutamate receptor antagonist
CO-102862,-0.0158,Sodium channel inhibitor
cobicistat,0.52905,Cytochrome P450 inhibitor
cobimetinib,0.6438,MEK inhibitor
COL-3,-1.4633,Matrix metalloprotease inhibitor
colchicine,0.20175,Tubulin inhibitor
colforsin,0.42228,Adenylyl cyclase activator
colforsin-daproate,-0.1143,Adenylyl cyclase activator
compound-w,0,Beta secretase inhibitor
conivaptan,-0.1005625,Vasopressin receptor antagonist
copanlisib,0.501288889,PI3K inhibitor
cordycepin,0.04414,DNA inhibitor
cortisol,-1.2747,Glucocorticoid receptor agonist
cortisone,0.57725,Androgen receptor antagonist
cortisone-acetate,-0.035715385,Glucocorticoid receptor agonist
corynanthine,-0.358585714,Adrenergic receptor antagonist
cosmosiin,-0.3444,Cytochrome P450 inhibitor
costunolide,0,Telomerase inhibitor
cotinine,0.0254,Nicotinic receptor agonist
coumaric-acid,0.010733333,Antioxidant
coumarin,-0.497783333,Vitamin K antagonist
coumestrol,-0.29518,Estrogen receptor agonist
coumophos,0,Cholinesterase inhibitor
CP-466722,0.489177273,ATM kinase inhibitor
CP-55940,-0.2146,Cannabinoid receptor agonist
CP-673451,0,PDGFR inhibitor
CP-724714,0.15265625,Tyrosine kinase inhibitor|EGFR inhibitor
CP-91149,-0.55655,Glycogen phosphorylase inhibitor
CP-93129,0.108225,Serotonin receptor agonist
CP-94253,0.081155556,Serotonin receptor agonist
CP-945598,-1.069825,Cannabinoid receptor antagonist
CPI-1189,-0.294675,TNF inhibitor
CPI-360,0,Histone lysine methyltransferase inhibitor
CPI-613,-0.35575,PDK inhibitor
crenolanib,-0.4136,PDGFR inhibitor
crizotinib,0.278545833,ALK inhibitor
cromoglicic-acid,0.22606,Immunosuppressant
crotamiton,-0.2924,Antipruritic
CS-110266,0,Dopamine receptor agonist
CS-1657,-0.423785714,PARP inhibitor
CS-917,0,Fructose biphosphate inhibitor
CT-7758,0.01738,Integrin inhibitor
CTB,0.083166667,Histone Acetyltransferase activator
CTPB,0,Histone Acetyltransferase activator
CTS-1027,-0.2494,Metalloproteinase inhibitor
curcumin,0.007485714,Cyclooxygenase inhibitor|Histone acetyltransferase inhibitor|Lipoxygenase inhibitor|NFKB inhibitor
cutamesine,0.19465,Sigma receptor agonist
CV-1808,0.2267125,Adenosine receptor agonist
CX-4945,0.43338,Casein kinase inhibitor
CX-516,0.09056,Glutamate receptor antagonist
CX-5461,0.22823125,RNA polymerase inhibitor
cyanoquinoline-11,-0.225753846,Kinase inhibitor
cyclazosin,0.006266667,Adrenergic receptor antagonist
cyclizine,0.239833333,Histamine receptor antagonist
cyclobenzaprine,0.18724,Adrenergic receptor agonist|Serotonin receptor agonist
cycloheximide,-0.682077778,Protein synthesis inhibitor
cyclopamine,-0.472975,Smoothened receptor antagonist
cyclopenthiazide,0.00335,Thiazide diuretic
cyclopentolate,0.1139,Acetylcholine receptor antagonist
cyclophosphamide,-0.203493333,DNA alkylating agent
cyclopiazonic-acid,-0.079644444,ATPase inhibitor
cycloserine,1.0818,Glutamate receptor agonist
cyclosporin-a,0.3928,Calcineurin inhibitor
cyproheptadine,-0.21989,Histamine receptor antagonist
CYT-387,0.264127273,JAK inhibitor
CYT-997,-0.05184,Tubulin inhibitor
cytarabine,0.8807875,Ribonucleoside reductase inhibitor
cytisine,-0.174327273,Acetylcholine receptor agonist
cytochalasin-d,0.362042857,Tubulin inhibitor
cytosporone-b,-0.2577,NUR77 receptor agonist
D-4476,0.150638095,TGF-beta receptor inhibitor
D-609,-0.057875,Phospholipase inhibitor
D-64131,0.029816667,Tubulin inhibitor
D-64406,0.270571429,PDGFR inhibitor
D-serine,-0.0190125,Glutamate receptor agonist
dabigatran-etexilate,0.001077778,Thrombin inhibitor|Serine protease inhibitor
dabrafenib,0.00608125,RAF inhibitor
dacarbazine,0.035914286,DNA alkylating agent
dacinostat,0.53128125,HDAC inhibitor
dacomitinib,1.088371429,EGFR inhibitor
dactinomycin,0,RNA polymerase inhibitor
daidzein,-0.57345,Estrogen receptor agonist
dalargin,-0.4722,Opioid receptor agonist
dalcetrapib,0.07552,Cholesterol inhibitor
dalfampridine,0.22798,Potassium channel antagonist
daminozide,-0.27245,KDM2A inhibitor
damnacanthal,0.251166667,Src inhibitor
danazol,-0.070138889,Estrogen receptor antagonist|Progesterone receptor agonist
danegaptide,0,Gap junction modulator
dantrolene,0.204136364,Calcium channel blocker
dantron,0.242244444,Laxative
danusertib,0.723,Aurora kinase inhibitor|FGFR inhibitor
dapagliflozin,-0.2111,Sodium/glucose cotransporter inhibitor
daphnetin,-0.271414286,Protein kinase inhibitor
dapivirine,0.22244,Non-nucleoside reverse transcriptase inhibitor
dapsone,0.012815385,Bacterial antifolate
DAPT-GSI-IX,0.249842857,Gamma secretase inhibitor
darapladib,0.23502,Phospholipase inhibitor
darifenacin,0.24075,Acetylcholine receptor antagonist
darinaparsin,-0.049621429,Apoptosis stimulant
darunavir,-0.151714286,HIV inhibitor
dasabuvir,-0.422057143,HCV inhibitor
dasatinib,0.605880769,KIT inhibitor|Bcr-Abl inhibitor|Ephrin inhibitor|PDGFR inhibitor|Src inhibitor|Tyrosine kinase inhibitor
DASB,0,Serotonin receptor antagonist
DAU-5884,0.637766667,Acetylcholine receptor antagonist
daunorubicin,0.0612125,RNA synthesis inhibitor|Topoisomerase inhibitor
dazmegrel,0,Thromboxane synthase inhibitor
dazoxiben,0.310733333,Thromboxane synthase inhibitor
DBeQ,0.297957143,ATPase inhibitor
DCPIB,-0.1255,Chloride channel blocker|Gap junction modulator|Glutamate inhibitor
DDR1-IN-1,0.53245,Discoidin domain receptor inhibitor
debrisoquine,1.05265,Norepinephrine inhibitor
decafluorobutane,0.16785,Contrast agent
decitabine,0.166731579,DNA inhibitor
defactinib,0.136433333,Focal adhesion kinase inhibitor
deferasirox,0.148583333,Chelating agent
deferiprone,-0.49605,Chelating agent
deferoxamine-mesylate,0,Chelating agent|Antimetabolite|Beta amyloid inhibitor|Iron absorption inhibitor
deflazacort,0,Glucocorticoid receptor agonist
deforolimus,-0.02408,MTOR inhibitor
deguelin,0.16205,NADPH inhibitor
dehydrocholate,0.544883333,Choleretic agent
dehydroepiandrosterone,0.579042857,Protein synthesis stimulant
delanzomib,-0.32243,Proteasome inhibitor
delapril,-0.0209,ACE inhibitor
delcorine,-0.265144444,Antiarrhythmic|Ganglionic blocker
delivert,-0.18254,Angiotensin receptor agonist
deltaline,-0.031125,Acetylcholine receptor antagonist
demecarium,0.61915,Acetylcholinesterase inhibitor
denbufylline,-0.510433333,Phosphodiesterase inhibitor
deoxycorticosterone-acetate,-0.1114375,Progestogen hormone
dephostatin,0.553933333,Tyrosine phosphatase inhibitor
depomedrol,0.309971429,Glucocorticoid receptor agonist
deptropine,0,Histamine receptor antagonist
depudecin,0.14068,HDAC inhibitor
dequalinium,0.227833333,PKC inhibitor
deracoxib,0.414085714,Cyclooxygenase inhibitor
deserpidine,0,ACE inhibitor
desipramine,0.3843,Tricyclic antidepressant
desloratadine,0.71294,Histamine receptor antagonist
desmethylclozapine,0.90731,Acetylcholine receptor agonist
desmopressin-acetate,-0.334071429,Vasopressin receptor agonist
desoxycortone,-0.20069,Mineralocorticoid receptor agonist
desoxypeganine,-0.116355556,Acetylcholinesterase inhibitor|Monoamine oxidase inhibitor
desvenlafaxine,0.140933333,Serotonin receptor antagonist
devazepide,0.399233333,CCK receptor antagonist
dexamethasone,-0.25938,Glucocorticoid receptor agonist
dexamethasone-acetate,0.09435,Glucocorticoid receptor agonist|Corticosteroid agonist|Cytochrome P450 inhibitor
dexbrompheniramine,-0.20868,Histamine receptor antagonist
dexchlorpheniramine,0.171833333,Histamine receptor antagonist
dexfenfluramine,0.1473,Serotonin receptor agonist
dexketoprofen,-0.079425,Cyclooxygenase inhibitor
dexloxiglumide,0.6433,CCK receptor antagonist
dexniguldipine,0.480655556,Calmodulin inhibitor
dextrorphan,0.667525,Glutamate receptor antagonist
DG-041,-0.05865,Prostanoid receptor antagonist
DH-97,-0.115357143,Melatonin receptor antagonist
diacerein,0.13245,Interleukin inhibitor
diazepam,0.348416667,Benzodiazepine receptor agonist
diazoxide,0.304653846,Potassium channel activator
dibenzepin,-0.2420375,Norepinephrine inhibitor
dibenzoylmethane,-0.021616667,Carcinogen
dibutyrylcyclic-gmp,-0.2056625,CGMP analog
dichloroacetic-acid,0.798883333,PDK inhibitor
dichlorobenzamil,0.44922,Sodium channel inhibitor
dichlorodiamine-platinum,0.088,Carcinogen
dichlorvos,0,Acetylcholinesterase inhibitor
diclofenac,0.226,Cyclooxygenase inhibitor
diclofenamide,0.109016667,Carbonic anhydrase inhibitor
diclofensine,-0.27225,Dopamine receptor antagonist
dicloxacillin,0.477066667,Bacterial cell wall synthesis inhibitor
dicoumarol,0.289971429,NADPH inhibitor
dictamnine,0.16175,Furoquinoline alkaloid
dicyclohexylurea,0.48365,Epoxide hydolase inhibitor
dicycloverine,0.131325,Acetylcholine receptor antagonist
didanosine,-0.59004,Nucleoside reverse transcriptase inhibitor
dideoxyadenosine,0.1721,Nucleoside reverse transcriptase inhibitor
dieldrin,0.364466667,Enhancer of synaptic activity
dienestrol,-0.218066667,Estrogen receptor agonist
dienogest,0.4153,Progesterone receptor agonist
diethylcarbamazine,-0.003390909,Lipoxygenase inhibitor
diethyltoluamide,0.238125,"DEET, activator of fly antenna ionotropic receptor IR40a"
diflorasone,0.89195,Glucocorticoid receptor agonist
diflunisal,0.2810375,Prostanoid receptor antagonist
digitoxigenin,-1.393128571,Na/K-ATPase inhibitor
digitoxin,-0.6461875,Na/K-ATPase inhibitor
digoxigenin,-0.6,Na/K-ATPase inhibitor
digoxin,-1.024252941,Na/K-ATPase inhibitor
dihydrexidine,-0.039871429,Dopamine receptor agonist
dihydrocapsaicin,0.9004,TRPV agonist
dihydrodeoxygedunin,-0.38885,Growth factor receptor activator
dihydrosamidin,-0.5899,Nitric oxide production inhibitor|Phospholipase inhibitor|Platelet activating factor receptor antagonist
dihydroxyphenylglycine,0,Glutamate receptor agonist
dilazep,0.201444444,Adenosine receptor antagonist
diloxanide,0.584857143,Protein synthesis inhibitor
diltiazem,0.120042857,Calcium channel blocker
dimaprit,-1.1799,Histamine receptor agonist
dimenhydrinate,0,Histamine receptor antagonist
dimercaptosuccinic-acid,0.170183333,Chelating agent
dimesna,-0.106375,Tubulin inhibitor
dimethyl-fumarate,0.3157,NRF2 activator|KEAP1 ligand|NFKB inhibitor
dimetridazole,0,Bacterial DNA inhibitor
diminazene-aceturate,0.15912,ACE inhibitor|DNA intercalating agent|Topoisomerase inhibitor
dimpylate,-0.133633333,Acetylcholinesterase inhibitor
dinaciclib,0.031133333,CDK inhibitor
dinoprost,-0.077583333,Prostacyclin analog
dinoprostone,0.064688889,Prostanoid receptor agonist
dioscin,1.1796,Apoptosis stimulant
diosmin,-0.32401,Aryl hydrocarbon receptor agonist|Capillary stabilizing agent
dioxybenzone,0.2730125,Topical sunscreen agent
diperodon,0,Anesthetic - local
diphemanil,0.430457143,Acetylcholine receptor antagonist
diphencyprone,-0.916366667,Immunostimulant
diphenhydramine,-0.47765,Histamine receptor antagonist
diphenidol,-0.03724,Acetylcholine receptor agonist
diphenoxylate,-0.18245,Opioid receptor agonist
diphenyleneiodonium,0.427083333,Nitric oxide synthase inhibitor
diphenylpyraline,0.445625,Dopamine receptor antagonist
dipivefrine,0.0274,Adrenergic receptor agonist
dipraglurant,-0.232625,Glutamate receptor antagonist
dipropyl-5ct,-0.5179125,Serotonin receptor agonist
dipropyl-dopamine,0.58464,Dopamine receptor agonist
diprotin-a,-0.384375,Dipeptidyl peptidase inhibitor
dipyridamole,0.060706667,Phosphodiesterase inhibitor
dirithromycin,0,Bacterial 50S ribosomal subunit inhibitor
disopyramide,-0.52554,Sodium channel inhibitor
disulfiram,-0.0164,Aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist
ditolylguanidine,-0.003133333,Sigma receptor agonist
DL-PDMP,0.521473333,Glucosyltransferase inhibitor
DMAB-anabaseine,0.640688889,Adrenergic receptor agonist
DMBI,0.5542,PDGFR inhibitor|VEGFR inhibitor
DMH1,-0.5032,ALK inhibitor
DMP-543,0.490857143,Acetylcholine receptor agonist
DMP-777,0.089181818,Elastase inhibitor
dobutamine,0.35629,Adrenergic receptor agonist
docetaxel,-0.235625,Tubulin inhibitor
doconexent,-0.135809091,PPAR receptor agonist
docosatrienoic-acid,-0.2363625,LTB4 inhibitor
dofequidar,0.420575,MRP inhibitor|P-glycoprotein inhibitor
dofetilide,-0.44665,Potassium channel antagonist
dolasetron,-0.183078571,Serotonin receptor antagonist
dolastatin-10,-0.283625,Tubulin inhibitor|Immunostimulant
dolutegravir,0.24235,HIV inhibitor
domperidone,0.1627375,Dopamine receptor antagonist
donepezil,0.111483333,Acetylcholinesterase inhibitor
donitriptan,-0.010342857,Serotonin receptor agonist
dopamine,0.323475,Dopamine receptor agonist
doramapimod,0.003088235,P38 MAPK inhibitor
dorsomorphin,-0.659075,AMPK inhibitor
dorzolamide,-0.160533333,Carbonic anhydrase inhibitor
dosulepin,0.215855556,Norepinephrine inhibitor|Serotonin reuptake inhibitor|Tricyclic antidepressant
dovitinib,0.299507143,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR inhibitor|VEGFR inhibitor
doxapram,-0.18922,Potassium channel antagonist
doxazosin,0.22725,Adrenergic receptor antagonist
doxepin,0.011608333,Histamine receptor antagonist
doxifluridine,0.2508,Thymidylate synthase inhibitor
doxofylline,0.208655556,Adenosine receptor antagonist
doxorubicin,0.310609091,Topoisomerase inhibitor
doxycycline,-0.098242857,Bacterial 30S ribosomal subunit inhibitor
doxylamine,-0.549557143,Histamine receptor antagonist
DPCPX,0.05874,Adenosine receptor antagonist
DPI-201106,0.323045455,Sodium channel activator
dpn,-0.01265,Estrogen receptor agonist
DPO-1,-0.605825,Potassium channel antagonist
DPPE,-0.060128571,Histamine receptor antagonist
DR-2313,0.307728571,PARP inhibitor
dronedarone,0,Adrenergic receptor antagonist
droperidol,-0.064471429,Dopamine receptor antagonist
dropropizine,-0.326466667,Antitussive
drospirenone,-0.31645,Mineralocorticoid receptor antagonist
drotaverine,0.4814,Phosphodiesterase inhibitor
droxidopa,0,Norepinephrine inhibitor
droxinostat,0.535675,HDAC inhibitor
DU-728,-0.2152,Structural glycoprotein antagonist
dubinidine,0.17876,Antiepileptic
duloxetine,0.39726,Norepinephrine inhibitor|Serotonin reuptake inhibitor
DUP-697,0.325066667,Cyclooxygenase inhibitor
dutasteride,-0.0016,5-alpha reductase inhibitor
DY-131,-0.010657143,Estrogen receptor agonist
dyclonine,-0.5715,Sodium channel inhibitor
dydrogesterone,-0.1459125,Progesterone receptor agonist
dynasore,0,Dynamin inhibitor
dyphylline,0,Adenosine receptor antagonist|Phosphodiesterase inhibitor
E-2012,0.1273,Gamma secretase inhibitor
E-4031,0.183157143,Potassium channel antagonist
E-7438,0.31206875,Histone lysine methyltransferase inhibitor
E-7449,0.5887,PARP inhibitor
ebelactone-b,0.12525,Lipase inhibitor
EBPC,0.456985714,Aldose reductase inhibitor
ebselen,0.4757125,Cyclooxygenase inhibitor|Glutathione peroxidase agonist|H+/K+-ATPase inhibitor|Nitric oxide synthase inhibitor
ecabet,-0.22028,Gastrin inhibitor|Urease inhibitor
econazole,0.11963125,Lanosterol demethylase inhibitor|Bacterial cell wall synthesis inhibitor|Sterol demethylase inhibitor
ecopipam,-0.3878,Dopamine receptor antagonist
edaravone,-0.0873,Nootropic agent
edoxaban,0.11295,Coagulation factor inhibitor
edoxudine,0.167066667,DNA inhibitor
edrophonium,0.1836,Acetylcholinesterase inhibitor
efaproxiral,0.3217,Haemoglobin oxygen release stimulant
efatutazone,0.13026,PPAR receptor agonist
efavirenz,-0.42864,HIV inhibitor
eflornithine,-0.3751,Ornithine decarboxylase inhibitor
EGF-816,1.23285,EGFR inhibitor
EHNA,0.13794,Adenosine deaminase inhibitor
EI-231,-0.262725,Casein kinase inhibitor
EI-247,0.0984,IGF-1 inhibitor
EI-273,0.148885714,PKC inhibitor
EI1,-0.33555,Histone lysine methyltransferase inhibitor
eicosatetraynoic-acid,-0.1616625,Cyclooxygenase inhibitor|Lipoxygenase inhibitor
eicosatrienoic-acid,-0.529533333,Vasodilator
elacridar,0.49614,P-glycoprotein inhibitor
elesclomol,0.254928571,Oxidizing agent
eliprodil,0.1484875,Glutamate receptor antagonist
ellagic-acid,-0.094911111,Glutathione transferase inhibitor|Aldose reductase inhibitor|Beta secretase inhibitor|HCV inhibitor|HIV inhibitor|Quorum sensing signaling modulator|Reverse transcriptase inhibitor
ellipticine,-0.995842857,Topoisomerase inhibitor
eltrombopag,0,Thrombopoietin receptor agonist
elvitegravir,0.074371429,HIV inhibitor
embelin,0.223825,HCV inhibitor|XIAP inhibitor
EMD-1214063,-0.16126,HGF receptor inhibitor
EMD-386088,0.165983333,Serotonin receptor agonist
EMD-53998,0.015975,Phosphodiesterase inhibitor
EMD-84,-0.0293125,Angiotensin receptor antagonist
emedastine,-0.0537,Histamine receptor antagonist
emetine,-1.1908,Protein synthesis inhibitor
EMF-BCA1-57,0.039,Caspase inhibitor
EMF-BCA1-60,0.255428571,Caspase inhibitor
EMF-BCA1-64,0.501190909,Caspase inhibitor
emodic-acid,0.388128571,Laxative
emodin,0.56655,11-beta-HSD1 inhibitor
empagliflozin,-0.01346,Sodium channel inhibitor
emtricitabine,-0.582891667,Nucleoside reverse transcriptase inhibitor
enalapril,0.118708333,ACE inhibitor
enalaprilat,0.0814,ACE inhibitor
endo-IWR-1,-0.004986667,PARP inhibitor
ENMD-2076,0.445325,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor
enobosarm,-0.27756,Androgen receptor antagonist
enoxacin,-0.002644444,Bacterial DNA Gyrase inhibitor
enoximone,-0.90715,Phosphodiesterase inhibitor
enoxolone,-0.17174,Gap junction modulator
enprofylline,-0.0371,Phosphodiesterase inhibitor
enrofloxacin,-0.017642857,Bacterial DNA inhibitor
entacapone,-0.092366667,Catechol O methyltransferase inhibitor
entecavir,0.056333333,DNA inhibitor|Reverse transcriptase inhibitor
entinostat,0.188094118,HDAC inhibitor
enzalutamide,0.094106667,Androgen receptor antagonist
enzastaurin,0.527375,PKC inhibitor
EO-1428,0.41504,P38 MAPK inhibitor
eperezolid,0.2651625,Bacterial 30S ribosomal subunit inhibitor
epibatidine,-0.308566667,Acetylcholine receptor agonist
epicatechin,0.43825,Bacterial DNA inhibitor
epinastine,-0.50875,Histamine receptor antagonist
epinephrine,-0.03115,Adrenergic receptor agonist|Neurotransmitter
epirizole,-0.112288889,Cyclooxygenase inhibitor
epirubicin,0.07959375,Topoisomerase inhibitor
epitiostanol,0.0170375,Androgen receptor agonist
eplerenone,0.1337,Cytochrome P450 inhibitor
epothilone,0.485,Tubulin inhibitor
epothilone-a,-0.2137,Tubulin inhibitor
epothilone-b,-0.26505,Tubulin inhibitor
epoxycholesterol,-0.065466667,LXR agonist
eprosartan,0.31694,Angiotensin receptor antagonist
eptifibatide,-0.26102,Platelet aggregation inhibitor
EPZ-004777,-0.037233333,DOT1L inhibitor
EPZ-005687,-0.127433333,Histone lysine methyltransferase inhibitor
EPZ-015666,-0.55592,PRMT inhibitor
EPZ-020411,0.289833333,PRMT inhibitor
EPZ-5676,-0.1431,DOT1L inhibitor
equilin,-0.096411111,Estrogen receptor agonist
equol,-0.107445455,Estrogen receptor agonist
ER-27319,0,Syk inhibitor
erastin,0.191028571,Ion channel antagonist
erbstatin-analog,0.00918,EGFR inhibitor|Tyrosine kinase inhibitor
ercalcitriol,0.238771429,Vitamin D receptor agonist
ergocornine,0.35524,Dopamine receptor agonist
ergocryptine,0.1229625,Dopamine receptor agonist
ergometrine,0.125983333,Adrenergic receptor agonist|Serotonin receptor agonist
eriodictyol,0.5217875,Cytochrome P450 inhibitor
erlotinib,0.392374074,EGFR inhibitor
erteberel,-0.5790125,Estrogen receptor agonist
erythromycin,-0.017736364,NFKB inhibitor
erythromycin-estolate,-0.014377778,Bacterial 50S ribosomal subunit inhibitor
erythromycin-ethylsuccinate,-0.062028571,Cytochrome P450 inhibitor|Motilin receptor agonist|NFKB inhibitor|Protein synthesis inhibitor
erythrosine,1.3236,Coloring agent
esatenolol,-0.22435,Adrenergic receptor antagonist
escitalopram,-0.273723077,Selective serotonin reuptake inhibitor (SSRI)
esculin,-0.007328571,Antioxidant
eserine,-0.5385,Cholinesterase inhibitor
esmolol,-0.2814,Adrenergic receptor antagonist
esomeprazole,-0.022683333,Proton pump inhibitor
estradiol,0.085922727,Estrogen receptor agonist
estradiol-cypionate,-0.281928571,Estrogen receptor agonist
estramustine,0.169457143,DNA inhibitor
estramustine-phosphate,-0.342383333,DNA inhibitor|DNA alkylating agent|Estrogen receptor agonist|Tubulin inhibitor
estriol,0.1579625,Estrogen receptor agonist
estrone,0.018057143,Estrogen receptor agonist
estropipate,0.192613333,Estrogen receptor agonist
etacrynic-acid,-0.319177778,Sodium channel inhibitor
etamivan,-0.1283,Respiratory stimulant
etamsylate,0,Haemostatic agent
etanidazole,-0.3175,Bacterial cell wall synthesis inhibitor
etazolate,0.3493,Phosphodiesterase inhibitor
ethaverine,0,Calcium channel blocker
ethionamide,0,Mycolic synthesis inhibitor
ethisterone,0.289533333,Progestogen hormone
ethoprop,-0.12985,Acetylcholinesterase inhibitor
ethosuximide,0.82955,Succinimide antiepileptic
ethotoin,0.048133333,Hydantoin antiepileptic
ethylenediaminetetraacetic-acid,0.372183333,PKC inhibitor
ethylestrenol,0.011533333,Progesterone receptor agonist
ethynodiol,0,Steroidal progestin
eticlopride,0.460275,Dopamine receptor antagonist
etidronic-acid,0.8301,Bone resorption inhibitor
etifenin,-0.121025,Compound used in hepatobiliary scans of the liver
etilefrine,-0.246033333,Adrenergic receptor agonist
etiocholanolone,0,GABA receptor antagonist
etizolam,0.3694,Benzodiazepine receptor agonist
etodolac,-0.0908,Cyclooxygenase inhibitor
etofenamate,0.14991,Cyclooxygenase inhibitor
etofylline,-1.05505,Adenosine receptor antagonist
etofylline-clofibrate,-0.263366667,Platelet aggregation inhibitor|Lipase clearing factor inhibitor
etomidate,0.085133333,Membrane integrity inhibitor|GABA receptor modulator|Membrane permeability inhibitor
etomoxir,0.217991667,Carnitine palmitoyltransferase inhibitor
etoposide,-0.037942857,Topoisomerase inhibitor
etoricoxib,0.22754,Cyclooxygenase inhibitor
ETP-46464,-0.9722,ATR kinase inhibitor
etravirine,0.469388889,Non-nucleoside reverse transcriptase inhibitor
eucatropine,1.0161,Acetylcholine receptor antagonist
eugenitol,-0.085911111,Androgen receptor antagonist|Bacterial quorum sensing inhibitor|Chromone|Monoamine oxidase inhibitor
eugenol,-0.127933333,Androgen receptor antagonist
everolimus,0.423570588,MTOR inhibitor
evodiamine,-0.1186,ATPase inhibitor|TRPV agonist
evoxine,-0.164242857,Furoquinoline alkaloid
EVP-6124,0.1535875,Acetylcholine receptor agonist
EX-527,0.2515375,SIRT inhibitor
exalamide,0.214871429,Membrane integrity inhibitor
exemestane,-0.12518,Aromatase inhibitor
exherin,0.47935,Cadherin antagonist
exifone,-0.14346,Nootropic agent
EXO-1,-0.015942857,ARF inhibitor
ezetimibe,0.261854545,Cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist
fadrozole,-0.045628571,Aromatase inhibitor
famciclovir,-0.17272,DNA inhibitor
famotidine,0.1194625,Histamine receptor antagonist
famprofazone,0,Cyclooxygenase inhibitor
fananserin,0.24346,Dopamine receptor antagonist|Serotonin receptor antagonist
farnesol,0.1501,FXR agonist|Monoamine oxidase inhibitor|NFKB activator|PPAR receptor agonist
faropenem,-0.130485714,Lactamase inhibitor
fasudil,0.033618182,Rho associated kinase inhibitor
fatostatin,0.0919,SREBP inhibitor
favipiravir,0,RNA polymerase inhibitor
FCCP,0.20684,Mitochondrial oxidative phosphorylation uncoupler
fdcyd,0.742633333,DNA inhibitor
febuxostat,0.33921,Xanthine oxidase inhibitor
felbamate,0.174254545,Glutamate receptor antagonist
felbinac,0.55315,Cyclooxygenase inhibitor
felodipine,-0.157390909,Calcium channel blocker
fenbendazole,0.27981,Tubulin inhibitor
fenbufen,0.196366667,Cyclooxygenase inhibitor
fendiline,0.3544,Calcium channel blocker
fenobam,-0.502077778,Glutamate receptor antagonist
fenofibrate,-0.021525,PPAR receptor agonist
fenoldopam,0.016216667,Dopamine receptor agonist
fenoterol,0.0859,Adrenergic receptor agonist
fenpiverinium,0.007,Acetylcholine receptor antagonist
fenretinide,-0.2129375,Apoptosis stimulant|Retinoid receptor agonist
fenspiride,-0.0856,Bronchodilator
fenthion,-0.7496,Cholinesterase inhibitor
fentiazac,-0.59328,Cyclooxygenase inhibitor
fenticonazole,0.215128571,Bacterial cell wall synthesis inhibitor
fexofenadine,-0.4587625,Histamine receptor antagonist
FG-7142,0.183014286,GABA receptor agonist
