Drug,Pearson.est,Pearson.p,Pearson.q,Spearman.est,Spearman.p,Spearman.q,Slope,Intercept,R.squared,Rank.slope,Rank.intercept,Rank.R.squared,N
crizotinib,0.024706056,0.675766858,0.915119567,0.020470205,0.728950728,0.898083158,4.56E-06,0.893545412,0.000610389,0.020443066,142.0357555,0.000419029,289
crizotinib..S.,0.123718689,0.033361023,0.274973033,0.108659661,0.061891362,0.28296421,1.93E-05,0.83773022,0.015306314,0.108659661,132.3640403,0.011806922,296
crystal.violet,0.045097116,0.448231335,0.801282683,0.058910252,0.321680849,0.679767998,1.29E-05,0.41385679,0.00203375,0.058910252,134.575834,0.003470418,285
CS.110266,0.065032494,0.272171738,0.677155801,0.062360911,0.292398118,0.645415357,3.04E-05,1.346231691,0.004229225,0.062360911,135.0200288,0.003888883,287
CUDC.101,-0.221466861,0.013825797,0.168233221,-0.236099109,0.008563466,0.100638545,-0.000115359,0.820043598,0.04904757,-0.236099109,76.63814474,0.055742789,123
CUDC.907,0.019742654,0.725806121,0.940042275,0.086299349,0.124601186,0.412866174,3.51E-06,0.440500612,0.000389772,0.086299349,145.7352539,0.007447578,318
curcumin,-0.025855523,0.64967985,0.90892408,-0.021935566,0.699995464,0.884461983,-3.59E-06,0.859322631,0.000668508,-0.021935564,159.4219479,0.000481169,311
CX.4945,0.023137866,0.709313511,0.929489561,0.011167971,0.857222699,0.946081149,1.20E-05,1.07811071,0.000535361,0.011167971,130.0314118,0.000124724,262
CX.5461,-0.03500095,0.545243748,0.861560905,-0.083389144,0.148952094,0.460860325,-9.51E-06,0.8370844,0.001225066,-0.083389144,163.5917608,0.006953749,301
CYC116,-0.082226609,0.157512677,0.539732503,-0.099360648,0.087383937,0.348182585,-4.12E-05,1.023467589,0.006761215,-0.099360648,163.8047366,0.009872538,297
cyclocytidine,0.092123636,0.107184219,0.462240173,0.09767964,0.087526561,0.348182585,2.72E-05,0.74126287,0.008486764,0.09767964,138.9573354,0.009541312,307
cycloheximide,0.075332644,0.186588891,0.576139994,0.064630421,0.257348967,0.606907661,2.00E-05,0.782039806,0.005675007,0.064630421,144.9822847,0.004177091,309
cyclophosphamide,-0.017517167,0.795670336,0.96273554,-0.002689362,0.968289584,0.988809252,-6.52E-06,1.06912468,0.000306851,-0.002689362,111.2985191,7.23E-06,221
cyclosporin.a,-0.048669979,0.4114126,0.77243545,-0.031509141,0.595002271,0.852764886,-1.91E-05,1.101292457,0.002368767,-0.031509141,148.5373163,0.000992826,287
cyclosporine,0.085625748,0.156753103,0.539732503,0.078061222,0.196851912,0.531633477,2.37E-05,1.061573441,0.007331769,0.078061222,127.2275514,0.006093554,275
cyclovalone,-0.055690519,0.324504219,0.713665664,-0.055971295,0.322067018,0.679767998,-7.05E-06,0.911564522,0.003101434,-0.05597129,166.8434638,0.003132786,315
cyclovirobuxin.d,-0.060370302,0.311531323,0.705109846,-0.058204879,0.329237295,0.686938908,-1.71E-05,0.952347678,0.003644573,-0.058204879,150.2650929,0.003387808,283
cyproheptadine,-0.005186069,0.929564851,0.988281974,-0.009252801,0.874686269,0.950126145,-1.67E-06,1.090483173,2.69E-05,-0.009252801,148.3601618,8.56E-05,293
cyproterone.acetate,0.016129754,0.80448745,0.964910221,0.096296196,0.138551069,0.439300318,4.14E-06,0.924165761,0.000260169,0.096296174,107.9926072,0.009272957,238
CYT.997,0.053603401,0.341454476,0.728038572,0.122756783,0.028869823,0.196260583,1.61E-05,0.618107715,0.002873325,0.122756783,139.4816715,0.015069228,317
cytarabine,0.039146032,0.520298006,0.851289845,-0.003364445,0.95595326,0.987285293,1.12E-05,1.260917646,0.001532412,-0.003364445,136.9592468,1.13E-05,272
cytochalasin.b,-0.074843303,0.183103699,0.574494137,-0.047754099,0.396043564,0.74768068,-1.71E-05,0.828777141,0.00560152,-0.047754099,167.1167788,0.002280454,318
D.4476,-0.1261417,0.035877662,0.274973033,-0.103221206,0.086389636,0.347078241,-5.10E-05,1.299933696,0.015911729,-0.103221206,153.3477476,0.010654617,277
D.64131,0.015444025,0.796599544,0.96273554,0.020603252,0.730943735,0.89924089,5.10E-06,0.64912101,0.000238518,0.020603252,138.0949415,0.000424494,281
D.Serine,-0.016903601,0.797446702,0.96273554,0.01053039,0.872976084,0.950126145,-5.91E-06,1.114550653,0.000285732,0.01053039,115.7679444,0.000110889,233
dabrafenib,0.188856882,0.001332919,0.033277014,0.124474243,0.035376625,0.226660857,5.69E-05,0.91003919,0.035666922,0.11727451,126.6711078,0.015493837,286
dacarbazine,-0.125778668,0.04037665,0.294171148,-0.085921452,0.162316678,0.478685436,-1.41E-05,0.949504248,0.015820273,-0.084699878,144.8074337,0.007382496,266
dacinostat,0.041446663,0.463560921,0.809693864,0.059623056,0.291454538,0.644314765,6.59E-06,0.596909736,0.001717826,0.059623056,148.5795572,0.003554909,315
daclatasvir,-0.09919851,0.112640387,0.467344644,-0.117256074,0.060507858,0.279029865,-3.73E-05,0.978758837,0.009840344,-0.117256074,144.1260336,0.013748987,257
dacomitinib,-0.378131746,3.20E-11,7.52E-09,-0.299665953,2.18E-07,1.86E-05,-0.00012166,0.851546708,0.142983617,-0.299293893,187.7479675,0.089799683,288
dalcetrapib,0.07118026,0.24287111,0.654892676,0.116541857,0.055341249,0.268007118,2.85E-05,1.25375341,0.005066629,0.116541857,120.1503075,0.013582004,271
danazol,0.110677666,0.056335661,0.347123561,0.121804564,0.035582434,0.226975172,4.43E-05,1.129802203,0.012249546,0.121804564,131.2902176,0.014836352,298
danusertib,-0.015512101,0.784241897,0.958207038,0.022052965,0.697077626,0.882315038,-4.86E-06,0.482236853,0.000240625,0.022052965,154.026658,0.000486333,314
dapivirine,-0.0093285,0.871532194,0.975253954,0.020703992,0.719639153,0.893969388,-2.12E-06,0.865428902,8.70E-05,0.020703992,148.8529932,0.000428655,303
darapladib,0.019485103,0.731312581,0.940066163,-0.042814414,0.450381063,0.777529999,3.19E-06,0.935939742,0.000379669,-0.042814398,163.7218604,0.001833074,313
darifenacin,0.000889758,0.987551492,0.999301408,0.012998893,0.819681855,0.934566398,3.21E-07,0.980826728,7.92E-07,0.012998893,153.4786721,0.000168971,310
dasatinib,-0.122499965,0.03515299,0.274973033,-0.141346252,0.014943135,0.136789324,-5.17E-05,0.793939583,0.015006241,-0.140047289,169.2970224,0.019978763,296
daunorubicin,0.055698939,0.333899819,0.724057405,0.049976226,0.38600935,0.744667289,1.82E-05,0.736673798,0.003102372,0.049962211,144.4057439,0.002497623,303
DCEBIO,0.136645342,0.019077995,0.207565934,0.114945169,0.048949188,0.251370829,3.19E-05,0.842272496,0.018671949,0.114945169,130.5455875,0.013212392,294
decitabine,-0.168696316,0.003778846,0.064322853,-0.144112904,0.013542558,0.128237561,-4.53E-05,0.878708865,0.028458447,-0.142638883,167.9679158,0.020768529,293
defactinib,-0.000134116,0.998333607,0.999918499,0.050778056,0.428799154,0.762777857,-4.61E-08,0.947585568,1.80E-08,0.050778056,116.7542991,0.002578411,245
deferasirox,0.043584884,0.4504637,0.801715637,0.04292622,0.4573441,0.780055397,1.94E-05,1.103701308,0.001899642,0.04292622,144.9966777,0.00184266,302
deflazacort,0.004127102,0.944210553,0.991283607,-0.032696686,0.579203858,0.851593868,2.02E-06,0.974719028,1.70E-05,-0.032696686,150.2573679,0.001069073,290
deforolimus,0.088530548,0.115694491,0.474576834,0.10258318,0.068145837,0.297214372,3.64E-05,0.6252259,0.007837658,0.10258318,142.6892744,0.010523309,317
delanzomib,0.015546205,0.782766566,0.958207038,0.008676774,0.877705782,0.951746813,2.45E-06,0.481636666,0.000241684,0.008676774,157.6203929,7.53E-05,317
demecarium,0.007095132,0.904407093,0.982928907,0.005238038,0.929351056,0.977269665,2.42E-06,1.29276433,5.03E-05,0.005238038,144.2404844,2.74E-05,289
deoxycorticosterone.acetate,-0.10437144,0.065592393,0.369905398,-0.137448151,0.015114842,0.136789324,-2.62E-05,0.782556871,0.010893397,-0.137448151,178.0106357,0.018891994,312
dequalinium,-0.031153424,0.584160829,0.886650819,0.03670063,0.519034941,0.815261159,-1.08E-05,0.917941103,0.000970536,0.03670063,150.2747018,0.001346936,311
desonide,-0.062918349,0.274934937,0.678204068,-0.016551978,0.77415265,0.921571147,-3.53E-05,1.073217037,0.003958719,-0.016551978,154.5159006,0.000273968,303
desoxycortone,-0.014627329,0.804778467,0.964910221,-0.012247869,0.836043405,0.937244291,-8.69E-06,1.178632546,0.000213959,-0.012247869,146.2698171,0.00015001,288
dexamethasone.acetate,-0.01549928,0.815146798,0.966471328,-0.039954236,0.54659159,0.837171687,-9.50E-06,1.356849624,0.000240228,-0.039954236,120.1147143,0.001596341,230
dexrazoxane,-0.047810021,0.434839108,0.789299837,0.041947018,0.493293404,0.807044664,-1.02E-05,0.837685951,0.002285798,0.041947018,129.3371525,0.001759552,269
dianhydrogalactitol,0.107803403,0.057159212,0.34763023,0.11324231,0.045644849,0.244452618,3.61E-05,0.863099733,0.011621574,0.11324231,138.7775785,0.012823821,312
diaveridine,0.064682295,0.265681482,0.671842302,0.038291605,0.510230355,0.813009585,2.60E-05,1.221772967,0.004183799,0.038291605,143.7754051,0.001466247,298
diazooxonorleucine,-0.057532863,0.319819436,0.711364889,-0.026498867,0.647020184,0.867515877,-2.32E-05,1.224217564,0.00331003,-0.026498867,155.0013289,0.00070219,301
dichloroacetate,-0.004621567,0.937647831,0.990117651,-0.02057356,0.727636211,0.898083158,-5.03E-07,0.960995805,2.14E-05,-0.019723681,147.8599337,0.000423271,289
dichlorvos,0.069829372,0.221703929,0.631375501,0.114288671,0.045051422,0.243153316,1.98E-05,0.768169118,0.004876141,0.114288671,136.8424003,0.0130619,308
diclazuril,0.048767999,0.399977649,0.761061282,0.026584295,0.646512585,0.867515877,1.20E-05,0.833787173,0.002378318,0.026584295,146.4990635,0.000706725,300
dicycloverine,0.025344437,0.672832175,0.915119567,0.030562343,0.610586089,0.859954926,9.72E-06,1.075054579,0.00064234,0.030562343,136.2059908,0.000934057,280
dienogest,0.033379345,0.56338115,0.875923936,0.036052535,0.532541551,0.829161469,1.30E-05,1.008793045,0.001114181,0.036052535,146.038041,0.001299785,302
difluprednate,-0.018880153,0.738943628,0.941064533,-0.026503133,0.639894789,0.867515877,-7.47E-06,0.857348916,0.00035646,-0.026503133,161.6742435,0.000702416,314
digitoxigenin,0.086758704,0.121421333,0.486056406,0.132974687,0.01731295,0.145765857,1.56E-05,0.739498732,0.007527073,0.132974687,139.1575627,0.017682267,320
digitoxin,0.100954043,0.129391464,0.500959467,0.221394877,0.000782204,0.017161092,3.19E-05,0.626097762,0.010191719,0.221394877,88.76098398,0.049015692,227
digoxigenin,0.123599035,0.028791396,0.252666308,0.216163454,0.000115875,0.003813357,1.92E-05,0.911440642,0.015276722,0.216162714,123.0624539,0.046726639,313
digoxin,0.163983171,0.004337702,0.071374909,0.210904491,0.000228371,0.006302224,2.22E-05,0.657596436,0.02689048,0.210904491,119.1534219,0.044480704,301
dihydroartemisinin,0.08239876,0.160929348,0.544452559,0.098826388,0.092429795,0.358815932,4.76E-05,1.30839149,0.006789556,0.098826388,131.5713473,0.009766655,291
dihydroergocristine,-0.065671314,0.270869738,0.676928533,-0.056248551,0.345780311,0.708189377,-2.07E-05,1.133673812,0.004312722,-0.056248551,149.9872942,0.003163899,283
dimethisoquin,0.131112157,0.042423183,0.296757336,0.115011545,0.075345617,0.319007175,7.14E-05,1.253460703,0.017190398,0.115011545,106.6411088,0.013227656,240
dinaciclib,0.006766582,0.905699272,0.982928907,0.008372214,0.883466543,0.95184681,1.63E-06,0.604598084,4.58E-05,0.00837221,153.7023074,7.01E-05,309
dioscin,-0.044324778,0.4458671,0.79902916,-0.063249042,0.27644105,0.626426667,-9.81E-06,0.843133255,0.001964686,-0.063249042,158.9557318,0.004000441,298
diphemanil,0.025278996,0.66923267,0.915119567,0.009761724,0.868986942,0.949655164,8.06E-06,1.147601035,0.000639028,0.009761724,143.0894309,9.53E-05,288
diphenyleneiodonium,-0.021020355,0.715992311,0.932335311,-0.00027818,0.996158833,0.997910346,-4.76E-06,0.565234768,0.000441855,-0.00027818,151.5421443,7.74E-08,302
dirithromycin,-0.006988056,0.904543671,0.982928907,-0.009873815,0.865443626,0.947706563,-3.41E-06,1.317946422,4.88E-05,-0.009873815,150.4711985,9.75E-05,297
disulfiram,0.142701335,0.011224902,0.145121952,0.103543306,0.066455095,0.295174779,2.35E-05,0.73677611,0.020363671,0.103543306,141.6401577,0.010721216,315
DMH1,0.145342176,0.012304565,0.154930525,0.138871074,0.01681564,0.145431778,5.64E-05,1.20477806,0.021124348,0.138871074,127.8776454,0.019285175,296
docetaxel,-0.080289957,0.166840558,0.555098188,-0.093452618,0.107400606,0.384940785,-3.26E-05,0.757843317,0.006446477,-0.092845131,163.3803471,0.008733392,298
dofetilide,0.012915549,0.823125482,0.966655067,0.021244726,0.713093623,0.890301429,4.34E-06,1.038651832,0.000166811,0.021244726,148.281424,0.000451338,302
dolastatin.10,-0.009570726,0.867792565,0.974845288,0.00510709,0.929220316,0.977269665,-2.31E-06,0.189709409,9.16E-05,0.00510709,152.2186152,2.61E-05,305
dolutegravir,-0.019469658,0.758414274,0.950808545,-0.029367941,0.642659272,0.867515877,-3.86E-06,0.895813602,0.000379068,-0.029367941,130.2150446,0.000862476,252
domperidone,0.016797045,0.775018246,0.958207038,0.003788439,0.948604406,0.986058277,8.36E-06,1.109711345,0.000282141,0.003788439,145.9449936,1.44E-05,292
dorzolamide,0.007913282,0.903139077,0.982928907,0.0085651,0.895204632,0.958060833,2.71E-06,1.055696579,6.26E-05,0.0085651,118.972188,7.34E-05,239
dovitinib,0.146907177,0.010976803,0.144226667,0.131313389,0.023149886,0.171902744,2.88E-05,0.895453479,0.021581719,0.130881462,130.3677807,0.017243206,299
doxercalciferol,-0.005823745,0.925687671,0.988281974,-0.023040316,0.712087297,0.890301429,-3.28E-06,1.096120517,3.39E-05,-0.023040316,132.9952411,0.000530856,259
doxifluridine,0.02006612,0.737244518,0.941064533,0.051575872,0.388228956,0.744667289,6.31E-06,0.951736099,0.000402649,0.051575872,134.2020141,0.002660071,282
doxorubicin,0.035896923,0.527566793,0.851635135,0.056528501,0.319599768,0.679767998,5.71E-06,0.576213987,0.001288589,0.056528501,147.6532896,0.003195471,312
doxycycline,-0.034120297,0.541188064,0.86006789,0.044977106,0.420466879,0.756833876,-7.90E-06,0.920258595,0.001164195,0.044977106,154.7137088,0.00202294,323
DPI.201106,0.097031733,0.090186307,0.42451197,0.062460932,0.276060319,0.626426667,1.59E-05,0.844523222,0.009415157,0.062460932,143.9122469,0.003901368,306
dronedarone,-0.08160956,0.160663409,0.544452559,-0.081736099,0.160013454,0.474794021,-1.04E-05,0.863511607,0.00666012,-0.081736099,161.1786787,0.00668079,297
drospirenone,0.097932629,0.091500925,0.426023598,0.094431101,0.103754107,0.381309511,3.10E-05,0.947476264,0.0095908,0.094431101,135.3825503,0.008917233,298
DU.728,0.041277477,0.484568336,0.817556952,0.070288947,0.233572202,0.574214852,1.75E-05,1.155462316,0.00170383,0.070288947,134.8081027,0.004940536,289
E7449,0.025660659,0.652673325,0.910473001,0.040230488,0.480340433,0.798545289,1.21E-05,0.978508655,0.000658469,0.040230488,149.2441591,0.001618492,310
ebastine,-0.175100375,0.002297372,0.04821151,-0.09679216,0.093692756,0.361398136,-5.25E-05,0.985554524,0.030660141,-0.09679215,165.6156146,0.009368722,301
echinomycin,-0.155479498,0.00568612,0.085765648,-0.115755789,0.040053115,0.2325696,-3.04E-05,0.229603477,0.024173874,-0.115755789,176.2894146,0.013399403,315
efonidipine.monoethanolate,-0.079653056,0.157779915,0.539732503,-0.068219805,0.2265456,0.564609343,-2.43E-05,0.994729117,0.006344609,-0.068219805,169.3128391,0.004653942,316
elacridar,-0.00451875,0.93653519,0.990117651,0.028535235,0.615018812,0.861399307,-8.46E-07,0.997640099,2.04E-05,0.028535235,152.5199681,0.00081426,313
elesclomol,0.002930753,0.959955572,0.996221851,0.025367261,0.663810568,0.871569628,1.04E-06,0.712292403,8.59E-06,0.025349695,144.7355703,0.000643498,296
eltrombopag,0.023313392,0.682633613,0.915234696,0.070959686,0.212801803,0.545953645,9.48E-06,0.989314905,0.000543514,0.070959686,144.4657689,0.005035277,310
embelin,-0.042959694,0.489551132,0.821402131,-0.045041543,0.468732135,0.790132865,-1.70E-05,1.003985995,0.001845535,-0.045041543,136.9004421,0.002028741,261
EMD.53998,-0.071276644,0.228680501,0.634360768,-0.044448438,0.453201187,0.777529999,-3.86E-05,1.190645516,0.00508036,-0.044448438,150.400575,0.001975664,287
emetine,-0.018619828,0.744015952,0.945030788,0.013615596,0.811283985,0.93011814,-2.43E-06,0.583051241,0.000346698,0.013615596,153.3827748,0.000185384,310
endo.IWR.1,-0.034929981,0.535492871,0.855842911,-0.020037611,0.722300538,0.893969388,-1.12E-05,0.903627985,0.001220104,-0.020037611,162.1859801,0.000401506,317
ENMD.2076,0.011400607,0.853727174,0.968806385,0.099683687,0.106092144,0.384940785,3.48E-06,0.885463902,0.000129974,0.099683687,119.2919115,0.009936837,264
enocitabine,0.024963052,0.672050545,0.915119567,0.042083161,0.475306602,0.793822329,9.04E-06,1.064956896,0.000623154,0.042083161,139.3769001,0.001770992,290
enoximone,0.093130656,0.112276286,0.467172591,0.111333844,0.057403615,0.272526017,1.98E-05,1.126706793,0.008673319,0.111333844,130.1895919,0.012395225,292
entinostat,0.097780501,0.084644706,0.409918176,0.117901094,0.037392328,0.227758534,2.99E-05,0.851110683,0.009561026,0.117901094,138.0484789,0.013900668,312
enzalutamide,0.005997056,0.927767742,0.988281974,-0.01871045,0.777286981,0.921571147,2.43E-06,1.299236912,3.60E-05,-0.01871045,118.1704122,0.000350081,231
epiandrosterone,-0.023686209,0.688437278,0.918762377,0.001483017,0.979973571,0.992928513,-9.97E-06,1.261928929,0.000561036,0.001483017,144.7849625,2.20E-06,289
epinastine,0.059339173,0.335922258,0.725993178,0.111333007,0.070383964,0.303649848,1.93E-05,1.34179809,0.003521137,0.111333007,118.1927101,0.012395038,265
epinephrine,0.018440335,0.764663969,0.955484804,-0.019352494,0.753389942,0.910954181,7.96E-06,0.971432793,0.000340046,-0.019352494,136.083558,0.000374519,266
epirubicin,0.010142242,0.884398425,0.981877745,0.059677927,0.391851757,0.745604436,1.48E-06,0.523687112,0.000102865,0.059677927,98.26365663,0.003561455,208
eplerenone,-0.052535422,0.366146678,0.745494862,-0.074320008,0.20077727,0.533441261,-1.25E-05,0.880592834,0.002759971,-0.07432,160.6108399,0.005523464,298
epothilone.a,-0.08483508,0.134870551,0.5116351,-0.067346315,0.235564862,0.578132067,-1.48E-05,0.44892077,0.007196991,-0.067346315,167.0396982,0.004535526,312
epothilone.b,-0.014036022,0.805261641,0.964910221,-0.025907782,0.649019071,0.868557869,-3.93E-06,0.27079023,0.00019701,-0.025907782,160.0416139,0.000671213,311
epothilone.d,0.070300336,0.272046757,0.677155801,0.055225574,0.38845313,0.744667289,1.87E-05,0.200634315,0.004942137,0.055225574,116.6796416,0.003049864,246
eprinomectin,0.047045706,0.473865528,0.810931319,0.088703291,0.176279264,0.502143529,2.37E-05,1.097420446,0.002213298,0.088703291,107.0773633,0.007868274,234
eprobemide,-0.017036621,0.781305607,0.958207038,0.015888562,0.795706599,0.924887702,-8.25E-06,1.083424272,0.000290246,0.015888562,132.3629884,0.000252446,268
eprosartan,0.078063927,0.187259899,0.576139994,0.075852501,0.200101856,0.533230563,2.61E-05,1.256352301,0.006093977,0.075852501,133.0772398,0.005753602,287
eptifibatide,-0.067341528,0.2802565,0.678614401,-0.048299846,0.438928156,0.770385419,-1.75E-05,1.05802331,0.004534881,-0.048299846,136.27898,0.002332875,259
EPZ.5676,-0.127976526,0.026404617,0.240464685,-0.133938087,0.020095839,0.157290672,-4.64E-05,0.958170398,0.016377991,-0.133938087,171.2246512,0.017939411,301
equol,-0.010334758,0.863064516,0.973199264,-0.010119093,0.865894877,0.947706563,-2.91E-06,1.025140274,0.000106807,-0.010119093,142.4267921,0.000102396,281
ER.27319,-0.046336458,0.410974559,0.77243545,-0.033569054,0.551518121,0.838320109,-4.81E-06,0.816694971,0.002147067,-0.033569054,164.3374795,0.001126881,317
erastin,0.033280355,0.591777186,0.890741544,0.084323104,0.173580948,0.498889175,9.62E-06,0.915401428,0.001107582,0.084323104,120.4115118,0.007110386,262
ercalcitriol,-0.094572979,0.103818685,0.456928436,-0.143133219,0.013547716,0.128237561,-4.28E-05,1.009210764,0.008944048,-0.143133219,170.3268496,0.020487118,297
erdafitinib,0.224245658,0.00010526,0.004482844,0.24533311,2.10E-05,0.000894872,7.29E-05,0.989084362,0.050286115,0.24533311,111.3133663,0.060188335,294
erlotinib,-0.278756726,1.48E-06,0.000125954,-0.258039185,8.87E-06,0.000442692,-5.19E-05,0.934932012,0.077705312,-0.244535258,180.4576125,0.066584221,289
erteberel,-0.140553845,0.014338836,0.17302195,-0.112098344,0.051251589,0.255025088,-5.70E-05,1.073727704,0.019755383,-0.112098344,169.0389483,0.012566039,303
estradiol,0.088076471,0.148168433,0.525501627,0.052786822,0.3867273,0.744667289,3.69E-05,1.217829193,0.007757465,0.052786822,128.8209922,0.002786449,271
estradiol.benzoate,-0.054877568,0.373578795,0.749548052,-0.059058022,0.33822093,0.6986361,-1.99E-05,1.210972882,0.003011547,-0.059058022,140.854717,0.00348785,265
estradiol.cypionate,0.031433831,0.593951411,0.891131073,0.002965224,0.959900874,0.987425901,1.11E-05,1.314852246,0.000988086,0.002965224,145.0685598,8.79E-06,290
estramustine,-0.125162094,0.035661947,0.274973033,-0.116469052,0.050723102,0.255024486,-1.60E-05,0.935007075,0.01566555,-0.115613013,157.8592413,0.01356504,282
estramustine.phosphate,0.003490797,0.954640888,0.995480382,0.039914666,0.515281289,0.813661186,1.28E-06,1.230592738,1.22E-05,0.039914666,129.1314774,0.001593181,268
estrone,0.05277958,0.383278521,0.75508476,0.086044834,0.154726556,0.468021872,2.03E-05,1.323649234,0.002785684,0.086044834,126.1258129,0.007403714,275
ethacridine.lactate.monohydrate,-0.111627197,0.05303302,0.332432089,-0.089655673,0.120632774,0.407170762,-4.32E-05,0.965521172,0.012460631,-0.089655673,164.5380066,0.00803814,301
ethinyl.estradiol,-0.023766607,0.69798575,0.919559736,-0.004573169,0.9404879,0.983047605,-1.24E-05,1.168051028,0.000564852,-0.004573169,135.6173778,2.09E-05,269
etofylline.clofibrate,-0.018117179,0.794580256,0.96273554,-0.030123824,0.665028195,0.871569628,-6.77E-06,1.372306177,0.000328232,-0.030123824,108.1630015,0.000907445,209
etomoxir,0.014141553,0.809201532,0.966471328,0.005756597,0.921705674,0.972762256,4.20E-06,1.136706083,0.000199984,0.005756597,146.650902,3.31E-05,294
etoposide,0.004390167,0.938139607,0.990117651,0.076085279,0.177991672,0.502401443,1.56E-06,0.86546862,1.93E-05,0.076085279,145.9785259,0.00578897,315
etoposide.phosphate,0.10815061,0.057975599,0.34763023,0.129138658,0.023411114,0.172955579,3.04E-05,0.999863919,0.011696554,0.129138658,134.5480773,0.016676793,308
ETP.46464,-0.035236668,0.533877191,0.855452709,0.008889677,0.875323396,0.950126145,-6.27E-06,0.82586015,0.001241623,0.008889677,156.0998759,7.90E-05,314
evacetrapib,0.018910652,0.742205818,0.944388422,0.032249111,0.574770353,0.851593868,6.33E-06,1.003279701,0.000357613,0.032249108,148.0658865,0.001040005,305
everolimus,0.051476138,0.387456901,0.758981659,0.07515431,0.206688517,0.538282325,1.76E-05,0.873893594,0.002649793,0.07081073,132.409471,0.00564817,284
evodiamine,0.037177747,0.508874096,0.841611827,0.006765346,0.904348729,0.962157943,1.08E-05,0.86379646,0.001382185,0.006765346,158.4209273,4.58E-05,318
EVP4593,-0.019666488,0.729328742,0.940066163,0.00382628,0.946331299,0.985300045,-4.66E-06,0.6452246,0.000386771,0.00382628,155.9011872,1.46E-05,312
exatecan.mesylate,-0.098624084,0.184092044,0.574494137,-0.120544281,0.104066329,0.381488719,-3.45E-05,0.21474317,0.00972671,-0.120544281,103.0900739,0.014530924,183
exemestane,0.028044021,0.681915754,0.915119567,0.025008633,0.714757013,0.890301429,1.19E-05,1.185326632,0.000786467,0.025008633,105.7865633,0.000625432,216
famciclovir,0.007752165,0.907529633,0.982928907,0.027842354,0.676493776,0.876658129,3.23E-06,1.236469757,6.01E-05,0.027842354,110.8259717,0.000775197,227
famotidine,0.040935545,0.507813969,0.841321083,0.083781933,0.174710351,0.50095166,2.21E-05,1.257060149,0.001675719,0.083781933,121.3988939,0.007019412,264
favipiravir,0.050327355,0.401524206,0.763001378,0.099113327,0.097895757,0.369148585,1.65E-05,1.262163635,0.002532843,0.099113327,126.5745776,0.009823452,280
fdcyd,-0.028118107,0.644302679,0.907326986,0.008363408,0.890793647,0.954045267,-8.94E-06,0.682508399,0.000790628,0.008363408,135.3583948,6.99E-05,272
felbamate,0.036295332,0.541700218,0.86006789,0.019255911,0.746181418,0.907958566,7.80E-06,1.185107523,0.001317351,0.019255911,140.2464047,0.00037079,285
fenbendazole,-0.017322181,0.771712031,0.958207038,-0.019851838,0.739500956,0.904389682,-6.37E-06,0.628822394,0.000300058,-0.019851838,144.818961,0.000394095,283
fendiline,-0.127258406,0.039553272,0.293708397,-0.129482076,0.036201683,0.227251103,-3.96E-05,1.12848042,0.016194702,-0.129482076,148.526893,0.016765608,262
fenofibrate,0.00282052,0.961133927,0.996221851,0.020691294,0.720698683,0.893969388,1.24E-06,1.224800163,7.96E-06,0.020691294,147.8756146,0.00042813,301
fenoprofen,0.084629173,0.167142825,0.555098188,0.035586239,0.561892681,0.844004774,2.37E-05,0.936923662,0.007162097,0.035586239,129.7136508,0.00126638,268
fenretinide,0.129182582,0.026768828,0.242257897,0.138882468,0.017183761,0.145765857,3.10E-05,1.081347267,0.016688139,0.138882468,127.014836,0.01928834,294
FERb.033,0.104040366,0.085045613,0.410486823,0.111457834,0.064942353,0.292038903,3.11E-05,0.924336635,0.010824398,0.111457834,122.6188188,0.012422849,275
FG.4592,-0.010019984,0.865320205,0.973569275,-0.024063855,0.683735084,0.88121955,-4.83E-06,1.166300087,0.0001004,-0.024063855,148.4892589,0.000579069,289
filanesib,0.037168733,0.526972711,0.851635135,0.031872691,0.587513698,0.852764886,9.35E-06,0.849921354,0.001381515,0.031753965,141.8480441,0.001015868,292
filgotinib,-0.082966899,0.186620117,0.576139994,-0.051989492,0.408415061,0.754317613,-3.13E-05,1.191910626,0.006883506,-0.051989492,134.6546549,0.002702907,255
finafloxacin,-0.008583721,0.883086419,0.981877745,0.001189171,0.983746057,0.994368692,-4.89E-06,1.144082292,7.37E-05,0.001189171,148.3234082,1.41E-06,296
FK.3311,-0.077424456,0.173216114,0.562175839,-0.077601669,0.17223138,0.498782077,-2.18E-05,0.950635956,0.005994546,-0.077601669,168.1058604,0.006022019,311
FK.866,-0.068085444,0.247768132,0.659020716,-0.045022129,0.445001161,0.774473175,-1.78E-05,0.766330911,0.004635628,-0.045001888,152.0477747,0.002026992,290
FK.888,0.091931927,0.121514102,0.486056406,0.091226342,0.124412107,0.412866174,2.92E-05,1.275141434,0.008451479,0.091226342,129.9546331,0.008322246,285
fleroxacin,0.007882816,0.897223365,0.982928907,-0.014389938,0.813583598,0.930243546,3.89E-06,1.23430746,6.21E-05,-0.014389938,137.9570316,0.00020707,271
FLI.06,0.158537468,0.005443883,0.082976244,0.224620423,7.37E-05,0.002541667,5.55E-05,0.947286863,0.025134129,0.224620423,119.020765,0.050454335,306
florfenicol,0.050487975,0.392483996,0.759415563,0.059810385,0.310927708,0.66601083,1.87E-05,1.007083266,0.002549036,0.059810385,136.3274942,0.003577282,289
