"","pert_iname","norm_cs","moa"
"778","bulleyaconitine-a",-0.00895999999999999,"Analgesic"
"779","bumetanide",-0.00544444444444444,"Solute carrier family member inhibitor"
"780","buparlisib",0.280081818181818,"PI3K inhibitor"
"781","buphenine",-0.1478125,"Adrenergic receptor agonist"
"782","bupivacaine",0.79078,"Sodium channel inhibitor"
"783","bupropion",0.194142857142857,"Dopamine receptor antagonist"
"784","buspirone",-0.31425,"Serotonin receptor agonist"
"785","busulfan",0.28955,"DNA inhibitor"
"786","butaclamol",0.7836,"Dopamine receptor antagonist"
"787","butalbital",0,"GABA receptor antagonist"
"788","butamben",0.6624,"Sodium channel inhibitor"
"789","butein",-0.339042857142857,"EGFR inhibitor|Src inhibitor"
"790","butenafine",0.4803,"Fungal squalene epoxidase inhibitor"
"791","butoconazole",0.138766666666667,"Bacterial cell wall synthesis inhibitor"
"792","butorphanol-(+)-tartrate",0.091025,"Opioid receptor agonist|Opioid receptor antagonist"
"793","butylparaben",0.2205375,"DNA inhibitor"
"794","BVD-523",1.47651666666667,"MAP kinase inhibitor"
"795","BVT-948",-0.0097,"Tyrosine phosphatase inhibitor"
"796","BW-180C",0,"Opioid receptor agonist"
"797","BW-373U86",0,"Opioid receptor agonist"
"798","BW-723C86",0.1354625,"Serotonin receptor agonist"
"799","BW-B70C",-0.0761,"Lipoxygenase inhibitor"
"800","BX-795",0.374745454545455,"IKK inhibitor"
"801","BX-912",0.564053846153846,"PDK inhibitor"
"802","BYK-204165",-0.309766666666667,"PARP inhibitor"
"803","byssochlamic-acid",0.134716666666667,"Mycotoxin"
"804","C-1",-0.0963571428571429,"Protein kinase inhibitor"
"805","C-646",-0.10466,"Histone acetyltransferase inhibitor"
"806","C2-dihydroceramide",0,"Inactive form of C2 ceramide"
"807","CA-074-Me",-0.0407,"Cathepsin inhibitor"
"808","cabazitaxel",-0.22312,"Tubulin inhibitor"
"809","cabergoline",-0.147307142857143,"Dopamine receptor agonist"
"810","cabozantinib",0.953094117647059,"RET inhibitor|VEGFR inhibitor"
"811","caffeic-acid",-0.395085714285714,"HIV inhibitor|Lipoxygenase inhibitor|NFKB inhibitor|Nitric oxide production inhibitor|PPAR receptor agonist|TNF inhibitor"
"812","caffeine",-0.01665,"Adenosine receptor antagonist|Phosphodiesterase inhibitor"
"813","calcifediol",0.04145,"Vitamin D receptor agonist"
"814","calcipotriol",0.0145375,"Vitamin D receptor agonist"
"815","calcitriol",0.027644,"Vitamin D receptor agonist"
"816","calmidazolium",0,"Calcium channel blocker|Calmodulin antagonist"
"817","calpeptin",0.377085714285714,"Calpain inhibitor"
"818","calycanthine",-0.0402875,"GABA receptor antagonist"
"819","calyculin",-0.3011625,"Protein phosphatase inhibitor"
"820","CAM-9-026",-0.76445,"Membrane integrity inhibitor"
"821","camicinal",0.961175,"Motilin receptor agonist"
"822","camostat-mesilate",0.00109999999999999,"Protease inhibitor|Peptidase inhibitor|Trypsin inhibitor"
"823","camptothecin",0.2701,"Topoisomerase inhibitor"
"824","canagliflozin",0.183277777777778,"Sodium channel inhibitor"
"825","candesartan",-0.151855555555556,"Angiotensin receptor antagonist"
"826","candesartan-cilextil",0.113285714285714,"Angiotensin receptor antagonist"
"827","canertinib",0.281377272727273,"EGFR inhibitor"
"828","cantharidin",1.2041,"Protein phosphatase inhibitor"
"829","capecitabine",0.048,"DNA inhibitor|Thymidylate synthase inhibitor"
"830","capsaicin",0.03398,"TRPV agonist"
"831","capsazepine",-0.284866666666667,"TRPV agonist"
"832","captopril",0.018775,"ACE inhibitor"
"833","carbachol",-0.092275,"Cholinergic receptor agonist"
"834","carbacyclin",-0.00800000000000002,"PPAR receptor agonist"
"835","carbamazepine",-0.03916,"Carboxamide antiepileptic"
"836","carbaryl",0.84195,"Acetylcholinesterase inhibitor"
"837","carbendazim",-0.492866666666667,"Tubulin inhibitor"
"838","carbenoxolone",-0.018165,"11-beta-HSD1 inhibitor"
"839","carbidopa",-0.9123,"Aromatic L-amino acid decarboxylase inhibitor"
"840","carbimazole",-0.212033333333333,"Antithyroid agent"
"841","carbinoxamine",0.1682,"Histamine receptor antagonist|Calcium channel blocker"
"842","carbofuran",-0.1291625,"Cholinesterase inhibitor"
"843","cardamonin",0.9838,"NFKB inhibitor"
"844","cardiogenol-c",0.0281875,"Cardiomyogenesis inducer"
"845","carfilzomib",-0.103771428571429,"Proteasome inhibitor"
"846","carglumic-acid",0.0446363636363636,"Carbamoyl phosphate synthase activator"
"847","cariporide",0.5101,"Sodium channel inhibitor"
"848","cariprazine",-0.234075,"Dopamine receptor antagonist"
"849","carisoprodol",-0.0226,"Acetylcholine receptor antagonist"
"850","carmofur",-0.340916666666667,"Thymidylate synthase inhibitor"
"851","carmoxirole",-0.0707555555555556,"Dopamine receptor agonist"
"852","carmustine",0.033,"DNA alkylating agent|DNA inhibitor"
"853","carnosol",0,"Antioxidant"
"854","carprofen",0.0739428571428572,"Cyclooxygenase inhibitor"
"855","carteolol",-0.2821,"Adrenergic receptor antagonist"
"856","carvedilol",0.6601,"Adrenergic receptor antagonist"
"857","castanospermine",0.08815,"Glucosidase inhibitor"
"858","catechin",-0.1244125,"Beta secretase inhibitor|Fatty acid synthase inhibitor|LDL antioxidants"
"859","CAY-10415",0.0450333333333333,"Insulin sensitizer"
"860","CAY-10470",0.362066666666667,"NFKB inhibitor"
"861","CAY-10577",-0.234722222222222,"Casein kinase inhibitor"
"862","CAY-10578",-0.02904,"Casein kinase inhibitor"
"863","CAY-10585",-0.199066666666667,"HIF modulator"
"864","CAY-10594",0.6577375,"Phospholipase inhibitor"
"865","CAY-10618",0.27795,"NAMPT inhibitor"
"866","CB-10-277",0.0135727272727273,"DNA inhibitor|DNA synthesis inhibitor"
"867","CC-401",-0.275081818181818,"JNK inhibitor"
"868","CC-930",1.0789,"JNK inhibitor"
"869","CCCP",-0.273242857142857,"Mitochondrial oxidative phosphorylation uncoupler"
"870","CCMI",0.4166,"Acetylcholine receptor allosteric modulator"
"871","CCMQ",-0.21626,"Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites"
"872","CCT-018159",0.725966666666667,"HSP inhibitor"
"873","CCT-031374",0.742954545454545,"WNT inhibitor"
"874","CD-1530",-0.0486,"Retinoid receptor agonist"
"875","CD-437",-0.20332,"Retinoid receptor agonist"
"876","CDC",0.266775,"Lipoxygenase inhibitor"
"877","cebranopadol",0.56595,"Opioid receptor agonist"
"878","cediranib",1.18372727272727,"VEGFR inhibitor|KIT inhibitor"
"879","cefaclor",0.496925,"Bacterial cell wall synthesis inhibitor"
"880","cefadroxil",0.83,"Bacterial cell wall synthesis inhibitor"
"881","cefatrizine",0.1003,"Bacterial cell wall synthesis inhibitor"
"882","cefdinir",-0.794625,"Bacterial cell wall synthesis inhibitor"
"883","cefepime",0.00825555555555556,"Bacterial cell wall synthesis inhibitor"
"884","cefixime",0.162,"Bacterial cell wall synthesis inhibitor"
"885","cefmetazole",-0.9154,"Bacterial cell wall synthesis inhibitor"
"886","cefoperazone",0.297183333333333,"Bacterial cell wall synthesis inhibitor"
"887","ceforanide",-0.0766333333333334,"Penicillin binding protein inhibitor"
"888","cefotetan",-0.109709090909091,"Bacterial cell wall synthesis inhibitor"
"889","cefotiam",-0.010725,"Bacterial cell wall synthesis inhibitor"
"890","cefoxitin",0.2794,"Bacterial cell wall synthesis inhibitor"
"891","cefozopran",-0.312128571428571,"Bacterial cell wall synthesis inhibitor"
"892","cefuroxime",0,"Bacterial cell wall synthesis inhibitor"
"893","celastrol",-0.48954,"Anti-inflammatory|Antioxidant|HSP inhibitor|NFKB inhibitor|Topoisomerase inhibitor"
"894","celecoxib",-0.301069230769231,"Cyclooxygenase inhibitor"
"895","celiprolol",-0.5678,"Adrenergic receptor antagonist"
"896","CEP-32496",1.40186666666667,"RAF inhibitor"
"897","CEP-33779",0.8929,"JAK inhibitor"
"898","CEP-37440",0.535372727272727,"ALK inhibitor"
"899","cephaeline",-0.34164,"Protein synthesis inhibitor"
"900","cephalexin",-0.23545,"Bacterial cell wall synthesis inhibitor"
"901","cephalotaxine",0,"Protein synthesis inhibitor"
"902","cephalothin",0,"Bacterial cell wall synthesis inhibitor"
"903","cepharanthine",0.155575,"NFKB inhibitor"
"904","ceramide",0.01885,"Serine/threonine protein phosphatase activator"
"905","cercosporin",-0.4684,"Photoactivated toxin"
"906","ceritinib",0.926175,"ALK inhibitor"
"907","cerivastatin",1.24644,"HMGCR inhibitor"
"908","cerulenin",0.271738461538462,"Fatty acid synthase inhibitor"
"909","cetirizine",0.168888888888889,"Histamine receptor antagonist"
"910","cetraxate",-0.346466666666667,"Mucus protecting agent"
"911","cevimeline",0.08358,"Acetylcholine receptor agonist"
"912","CFI-400945",0,"Serine/threonine kinase inhibitor"
"913","CFM-1571",0.5674,"Guanylate cyclase activator"
"914","CG-930",0.528183333333333,"JNK inhibitor"
"915","CGH-2466",0.49005,"Adenosine receptor antagonist"
"916","CGK-733",-0.0137555555555555,"ATM kinase inhibitor|ATR kinase inhibitor"
"917","CGP-12177",-0.86984,"Adrenergic receptor agonist"
"918","CGP-13501",0.113944444444444,"GABA receptor antagonist"
"919","CGP-20712",0.21864,"Adrenergic receptor antagonist"
"920","CGP-37157",-0.161914285714286,"Calcium channel blocker|Mitochondrial Na+/Ca2+ exchanger antagonist|Sodium/calcium exchange inhibitor"
"921","CGP-52411",0.370516666666667,"EGFR inhibitor"
"922","CGP-52432",-0.0182625,"GABA receptor antagonist"
"923","CGP-53353",0.0949875,"EGFR inhibitor|PKC inhibitor"
"924","CGP-54626",-0.319614285714286,"GABA receptor antagonist"
"925","CGP-55845",0.19875,"GABA receptor antagonist"
"926","CGP-57380",0.594055555555556,"MAP kinase inhibitor"
"927","CGP-60474",-0.34675,"CDK inhibitor"
"928","CGP-7930",-0.17842,"GABA receptor antagonist|GABA receptor agonist"
"929","CGS-12066B",-0.0698833333333334,"Serotonin receptor agonist"
"930","CGS-15943",0.161775,"Adenosine receptor antagonist"
"931","CGS-20625",-0.1719,"Benzodiazepine receptor agonist"
"932","CGS-21680",0.06445,"Adenosine receptor agonist"
"933","CH-223191",-1.5707,"Aryl hydrocarbon receptor antagonist"
"934","chaetocin",0.2947,"Histone lysine methyltransferase inhibitor"
"935","chelerythrine",0.113935714285714,"Protein kinase inhibitor"
"936","chelidonine",-0.859685714285714,"Tubulin inhibitor"
"937","CHEMBL-1222381",0.577516666666667,"Neural stem cell inducer"
"938","CHEMBL-374350",0.364507142857143,"NFKB inhibitor"
"939","chenodiol",-0.030025,"11-beta-HSD1 inhibitor"
"940","CHIR-99021",-0.281792307692308,"GSK inhibitor"
"941","chlorambucil",-0.42394,"DNA inhibitor"
"942","chlorcyclizine",0.95685,"Histamine receptor antagonist"
"943","chlordiazepoxide",0.1293,"Benzodiazepine receptor agonist"
"944","chlorhexidine",0,"Bacterial membrane integrity inhibitor"
"945","chlormezanone",-0.10602,"GABA receptor antagonist"
"946","chloroform",0,"Solvent"
"947","chlorogenic-acid",-0.5651875,"Antioxidant"
"948","chloropyramine",-0.838,"Histamine receptor antagonist"
"949","chloroquine",-0.138817647058824,"Antimalarial"
"950","chlorothiazide",0.48405,"Diuretic"
"951","chlorotrianisene",0,"Estrogenic hormone"
"952","chloroxine",-0.20621,"Opioid receptor antagonist"
"953","chlorphensin",-0.2343,"Muscle relaxant"
"954","chlorpropamide",-0.158914285714286,"ATP channel blocker"
"955","chlorpropham",0,"Antiviral"
"956","chlorpyrifos",-0.83945,"Acetylcholinesterase inhibitor"
"957","chlortalidone",-0.1591,"Carbonic anhydrase inhibitor"
"958","chlorzoxazone",0,"Bacterial 30S ribosomal subunit inhibitor"
"959","cholic-acid",-0.1191375,"Bile acid"
"960","choline-alfoscerate",0.0823625,"Acetylcholine receptor agonist|Acetylcholine precursor|Membrane permeability enhancer"
"961","chromanol",0.261985714285714,"Potassium channel antagonist"
"962","chromomycin-a3",1.04904285714286,"DNA binding agent"
"963","chrysenequinone",1.0382,"DNA mismatch binding"
"964","chrysin",-0.771866666666667,"Breast cancer resistance protein inhibitor"
"965","CI-966",0.0528230769230769,"GAT inhibitor"
"966","CI-976",-0.115907142857143,"ACAT inhibitor"
"967","cianidanol",0.190566666666667,"Fatty acid synthase inhibitor"
"968","ciclacillin",0.0987428571428571,"Bacterial cell wall synthesis inhibitor"
"969","ciclesonide",0.480025,"Glucocorticoid receptor agonist"
"970","ciclopirox",0,"Membrane integrity inhibitor"
"971","CID-5458317",-1.1573,"MAP kinase inhibitor"
"972","ciglitazone",-0.0716444444444445,"PPAR receptor agonist"
"973","cilastatin",0.424875,"Dehydropeptidase inhibitor"
"974","cilazapril",0,"ACE inhibitor"
"975","cilengitide",-0.0485875,"Integrin inhibitor"
"976","cilomilast",0.2431,"Phosphodiesterase inhibitor"
"977","cilostamide",0.0491571428571429,"Phosphodiesterase inhibitor"
"978","cilostazol",-0.0891636363636363,"Phosphodiesterase inhibitor"
"979","cimaterol",0.3573875,"Adrenergic receptor agonist"
"980","cimetidine",0.041575,"Histamine receptor antagonist"
"981","cinacalcet",0.151942857142857,"Calcium channel activator"
"982","cinaciguat",0.287742857142857,"Guanylate cyclase activator"
"983","cinanserin",0.51828,"Serotonin receptor antagonist"
"984","cinchocaine",-0.9717,"Sodium channel inhibitor"
"985","cinchonine",0.0262,"P-glycoprotein inhibitor"
"986","cinepazide",0.288016666666667,"Calcium channel activator"
"987","cinnarizine",-0.432957142857143,"Calcium channel blocker"
"988","cinobufagin",-0.439057142857143,"Na/K-ATPase inhibitor"
"989","cinoxacin",0.0336666666666667,"Bacterial DNA Gyrase inhibitor"
"990","ciprofibrate",0.0298166666666667,"PPAR receptor agonist"
"991","ciprofloxacin",-0.43982,"Bacterial DNA Gyrase inhibitor"
"992","ciproxifan",0,"Histamine receptor antagonist"
"993","cirazoline",0.215671428571429,"Adrenergic receptor agonist"
"994","cisapride",0.0258588235294118,"Serotonin receptor agonist"
"995","citalopram",-0.186526666666667,"Serotonin receptor antagonist"
"996","CITCO",-0.125057142857143,"CAR agonist"
"997","citiolone",0.7996,"Mucolytic"
"998","CL-218872",-0.104681818181818,"GABA receptor agonist"
"999","CL-82198",0.0639777777777778,"Metalloproteinase inhibitor"
"1000","cladribine",-0.133683333333333,"Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor"
"1001","clebopride",-0.06985,"Dopamine receptor antagonist"
"1002","clemastine",0.553688888888889,"Histamine receptor antagonist"
"1003","clemizole",-0.48206,"HCV inhibitor"
"1004","clenbuterol",-0.305588888888889,"Adrenergic receptor agonist"
"1005","clidinium",-1.0733,"Acetylcholine receptor antagonist"
"1006","climbazole",-0.00078750000000001,"Enzyme inducer"
"1007","clinafloxacin",-0.219375,"Bacterial DNA Gyrase inhibitor"
"1008","clindamycin",0.0989333333333333,"Protein synthesis inhibitor"
"1009","clinofibrate",-0.01386,"Lipase inhibitor"
"1010","clioquinol",-0.03306,"Chelating agent"
"1011","clobenpropit",0.1981875,"Histamine receptor antagonist"
"1012","clobetasol",0.40593,"Glucocorticoid receptor agonist"
"1013","clocortolone-pivalate",0.066,"Steroid"
"1014","clodronic-acid",0,"Bone resorption inhibitor"
"1015","clofarabine",-0.396566666666667,"Ribonucleoside reductase inhibitor"
"1016","clofazimine",0.0173666666666667,"Bacterial DNA inhibitor"
"1017","clofibrate",-0.144,"PPAR receptor agonist"
"1018","clofibric-acid",0.07482,"PPAR receptor agonist"
"1019","clofilium",0,"Potassium channel antagonist"
"1020","clofoctol",-0.26202,"Bacterial protein synthesis inhibitor"
"1021","clomethiazole",-0.16449,"GABA receptor antagonist|GABA receptor modulator"
"1022","clomifene",0.515316666666667,"Estrogen receptor antagonist"
"1023","clomipramine",0.564266666666667,"Serotonin receptor antagonist"
"1024","clonazepam",0.2052,"GABA receptor agonist"
"1025","clonidine",-0.385657894736842,"Adrenergic receptor agonist"
"1026","clopamide",0.4212,"Sodium/chloride cotransporter inhibitor"
"1027","cloperastine",0,"Antitussive"
"1028","clopidogrel",-0.300042857142857,"Purinergic receptor antagonist"
"1029","clorgiline",-0.6048,"Monoamine oxidase inhibitor"
"1030","clorsulon",-1.0548,"Glycolysis inhibitor"
"1031","closantel",-0.48255,"Chitin inhibitor|NFKB inhibitor"
"1032","clotrimazole",-0.246657142857143,"Cytochrome P450 inhibitor|Imidazoline ligand"
"1033","cloxacillin",0,"Bacterial cell wall synthesis inhibitor"
"1034","clozapine",-0.0177538461538461,"Serotonin receptor antagonist|Dopamine receptor antagonist"
"1035","CMPD-1",-0.200414285714286,"P38 MAPK inhibitor"
"1036","CNQX",0.2446,"Glutamate receptor antagonist"
"1037","CNX-774",0.243661538461538,"BTK inhibitor"
"1038","CO-101244",-0.0319857142857143,"Ionotropic glutamate receptor antagonist"
"1039","CO-102862",-0.01905,"Sodium channel inhibitor"
"1040","cobicistat",0.186825,"Cytochrome P450 inhibitor"
"1041","cobimetinib",1.45988181818182,"MEK inhibitor"
"1042","COL-3",-0.93,"Matrix metalloprotease inhibitor"
"1043","colchicine",-0.432425,"Tubulin inhibitor"
"1044","colforsin",0.38506,"Adenylyl cyclase activator"
"1045","colforsin-daproate",0.3318,"Adenylyl cyclase activator"
"1046","compound-w",0,"Beta secretase inhibitor"
"1047","conivaptan",0.00156250000000002,"Vasopressin receptor antagonist"
"1048","copanlisib",0.610877777777778,"PI3K inhibitor"
"1049","cordycepin",0.38678,"DNA inhibitor"
"1050","cortisol",0.8669,"Glucocorticoid receptor agonist"
"1051","cortisone",-0.418275,"Androgen receptor antagonist"
"1052","cortisone-acetate",-0.184707692307692,"Glucocorticoid receptor agonist"
"1053","corynanthine",-0.438757142857143,"Adrenergic receptor antagonist"
"1054","cosmosiin",0,"Cytochrome P450 inhibitor"
"1055","costunolide",0,"Telomerase inhibitor"
"1056","cotinine",0.516875,"Nicotinic receptor agonist"
"1057","coumaric-acid",-0.320566666666667,"Antioxidant"
"1058","coumarin",-0.0652833333333333,"Vitamin K antagonist"
"1059","coumestrol",-0.94796,"Estrogen receptor agonist"
"1060","coumophos",-0.5947,"Cholinesterase inhibitor"
"1061","CP-466722",-0.210054545454545,"ATM kinase inhibitor"
"1062","CP-55940",-0.3604375,"Cannabinoid receptor agonist"
"1063","CP-673451",0.5586,"PDGFR inhibitor"
"1064","CP-724714",0.04700625,"Tyrosine kinase inhibitor|EGFR inhibitor"
"1065","CP-91149",0,"Glycogen phosphorylase inhibitor"
"1066","CP-93129",0.30645,"Serotonin receptor agonist"
"1067","CP-94253",-0.0742666666666667,"Serotonin receptor agonist"
"1068","CP-945598",0.2115,"Cannabinoid receptor antagonist"
"1069","CPI-1189",-0.181775,"TNF inhibitor"
"1070","CPI-360",0.44995,"Histone lysine methyltransferase inhibitor"
"1071","CPI-613",0.51595,"PDK inhibitor"
"1072","crenolanib",-0.1358,"PDGFR inhibitor"
"1073","crizotinib",0.301645833333333,"ALK inhibitor"
"1074","cromoglicic-acid",-0.2155,"Immunosuppressant"
"1075","crotamiton",0.288016666666667,"Antipruritic"
"1076","CS-110266",-0.63615,"Dopamine receptor agonist"
"1077","CS-1657",0.311271428571429,"PARP inhibitor"
"1078","CS-917",0,"Fructose biphosphate inhibitor"
"1079","CT-7758",-0.01754,"Integrin inhibitor"
"1080","CTB",-0.0153266666666667,"Histone Acetyltransferase activator"
"1081","CTPB",0,"Histone Acetyltransferase activator"
"1082","CTS-1027",-0.205,"Metalloproteinase inhibitor"
"1083","curcumin",-0.275457142857143,"Cyclooxygenase inhibitor|Histone acetyltransferase inhibitor|Lipoxygenase inhibitor|NFKB inhibitor"
"1084","cutamesine",0.00596666666666668,"Sigma receptor agonist"
"1085","CV-1808",0.1064625,"Adenosine receptor agonist"
"1086","CX-4945",-0.24672,"Casein kinase inhibitor"
"1087","CX-516",0.17134,"Glutamate receptor antagonist"
"1088","CX-5461",0.11381875,"RNA polymerase inhibitor"
"1089","cyanoquinoline-11",0.2541,"Kinase inhibitor"
"1090","cyclazosin",0.100066666666667,"Adrenergic receptor antagonist"
"1091","cyclizine",-0.334633333333333,"Histamine receptor antagonist"
"1092","cyclobenzaprine",0.01568,"Adrenergic receptor agonist|Serotonin receptor agonist"
"1093","cycloheximide",-0.573644444444444,"Protein synthesis inhibitor"
"1094","cyclopamine",0.162075,"Smoothened receptor antagonist"
"1095","cyclopenthiazide",0.0489833333333333,"Thiazide diuretic"
"1096","cyclopentolate",0.1789375,"Acetylcholine receptor antagonist"
"1097","cyclophosphamide",-0.00486666666666666,"DNA alkylating agent"
"1098","cyclopiazonic-acid",0.375977777777778,"ATPase inhibitor"
"1099","cycloserine",0.9048,"Glutamate receptor agonist"
"1100","cyclosporin-a",0.365673076923077,"Calcineurin inhibitor"
"1101","cyproheptadine",-0.27132,"Histamine receptor antagonist"
"1102","CYT-387",-0.527827272727273,"JAK inhibitor"
"1103","CYT-997",-0.66378,"Tubulin inhibitor"
"1104","cytarabine",-0.307175,"Ribonucleoside reductase inhibitor"
"1105","cytisine",-0.115581818181818,"Acetylcholine receptor agonist"
"1106","cytochalasin-d",0.547657142857143,"Tubulin inhibitor"
"1107","cytosporone-b",-0.188138461538462,"NUR77 receptor agonist"
"1108","D-4476",0.0938238095238095,"TGF-beta receptor inhibitor"
"1109","D-609",-0.330625,"Phospholipase inhibitor"
"1110","D-64131",-0.3933,"Tubulin inhibitor"
"1111","D-64406",0.279471428571429,"PDGFR inhibitor"
"1112","D-serine",0.00296250000000002,"Glutamate receptor agonist"
"1113","dabigatran-etexilate",0.0813555555555555,"Thrombin inhibitor|Serine protease inhibitor"
"1114","dabrafenib",-0.00665625000000002,"RAF inhibitor"
"1115","dacarbazine",0,"DNA alkylating agent"
"1116","dacinostat",0.45033125,"HDAC inhibitor"
"1117","dacomitinib",0.489407142857143,"EGFR inhibitor"
"1118","dactinomycin",0.2185,"RNA polymerase inhibitor"
"1119","daidzein",0.27615,"Estrogen receptor agonist"
"1120","dalargin",0.56045,"Opioid receptor agonist"
"1121","dalcetrapib",-0.39009,"Cholesterol inhibitor"
"1122","dalfampridine",0.03704,"Potassium channel antagonist"
"1123","daminozide",0.0927875,"KDM2A inhibitor"
"1124","damnacanthal",-0.380766666666667,"Src inhibitor"
"1125","danazol",0.227311111111111,"Estrogen receptor antagonist|Progesterone receptor agonist"
"1126","danegaptide",0.247725,"Gap junction modulator"
"1127","dantrolene",-0.109309090909091,"Calcium channel blocker"
"1128","dantron",0.105444444444444,"Laxative"
"1129","danusertib",0.4536375,"Aurora kinase inhibitor|FGFR inhibitor"
"1130","dapagliflozin",-0.0439666666666667,"Sodium/glucose cotransporter inhibitor"
"1131","daphnetin",0.300957142857143,"Protein kinase inhibitor"
"1132","dapivirine",-0.36912,"Non-nucleoside reverse transcriptase inhibitor"
"1133","dapsone",0.107938461538462,"Bacterial antifolate"
"1134","DAPT-GSI-IX",0.0193,"Gamma secretase inhibitor"
"1135","darapladib",0.67918,"Phospholipase inhibitor"
"1136","darifenacin",0.140783333333333,"Acetylcholine receptor antagonist"
"1137","darinaparsin",0.0144214285714286,"Apoptosis stimulant"
"1138","darunavir",-0.165671428571429,"HIV inhibitor"
"1139","dasabuvir",-0.00930000000000001,"HCV inhibitor"
"1140","dasatinib",0.541034615384615,"KIT inhibitor|Bcr-Abl inhibitor|Ephrin inhibitor|PDGFR inhibitor|Src inhibitor|Tyrosine kinase inhibitor"
"1141","DASB",0.9701,"Serotonin receptor antagonist"
"1142","DAU-5884",-0.436616666666667,"Acetylcholine receptor antagonist"
"1143","daunorubicin",0.115825,"RNA synthesis inhibitor|Topoisomerase inhibitor"
"1144","dazmegrel",-0.4282,"Thromboxane synthase inhibitor"
"1145","dazoxiben",0.225366666666667,"Thromboxane synthase inhibitor"
"1146","DBeQ",0.280871428571429,"ATPase inhibitor"
"1147","DCPIB",0.220944444444444,"Chloride channel blocker|Gap junction modulator|Glutamate inhibitor"
"1148","DDR1-IN-1",0.69755,"Discoidin domain receptor inhibitor"
"1149","debrisoquine",0.5006,"Norepinephrine inhibitor"
"1150","decafluorobutane",-0.134583333333333,"Contrast agent"
"1151","decitabine",-0.139605263157895,"DNA inhibitor"
"1152","defactinib",0.118666666666667,"Focal adhesion kinase inhibitor"
"1153","deferasirox",0,"Chelating agent"
"1154","deferiprone",0,"Chelating agent"
"1155","deferoxamine-mesylate",-1.1406,"Chelating agent|Antimetabolite|Beta amyloid inhibitor|Iron absorption inhibitor"
"1156","deflazacort",0,"Glucocorticoid receptor agonist"
"1157","deforolimus",0.24534,"MTOR inhibitor"
"1158","deguelin",-0.1294625,"NADPH inhibitor"
"1159","dehydrocholate",-0.109066666666667,"Choleretic agent"
"1160","dehydroepiandrosterone",0.686585714285714,"Protein synthesis stimulant"
"1161","delanzomib",0.27675,"Proteasome inhibitor"
"1162","delapril",0.4273,"ACE inhibitor"
"1163","delcorine",0.289366666666667,"Antiarrhythmic|Ganglionic blocker"
"1164","delivert",0.08896,"Angiotensin receptor agonist"
"1165","deltaline",0.0797375,"Acetylcholine receptor antagonist"
"1166","demecarium",0.125,"Acetylcholinesterase inhibitor"
"1167","denbufylline",0.1107,"Phosphodiesterase inhibitor"
"1168","deoxycorticosterone-acetate",0.453575,"Progestogen hormone"
"1169","dephostatin",-0.723766666666667,"Tyrosine phosphatase inhibitor"
"1170","depomedrol",0.308157142857143,"Glucocorticoid receptor agonist"
"1171","deptropine",0,"Histamine receptor antagonist"
"1172","depudecin",0.40634,"HDAC inhibitor"
"1173","dequalinium",-0.269511111111111,"PKC inhibitor"
"1174","deracoxib",-0.185128571428571,"Cyclooxygenase inhibitor"
"1175","deserpidine",0.4759,"ACE inhibitor"
"1176","desipramine",0.791514285714286,"Tricyclic antidepressant"
"1177","desloratadine",0.65546,"Histamine receptor antagonist"
"1178","desmethylclozapine",0.65888,"Acetylcholine receptor agonist"
"1179","desmopressin-acetate",-0.2272,"Vasopressin receptor agonist"
"1180","desoxycortone",-0.29809,"Mineralocorticoid receptor agonist"
"1181","desoxypeganine",0.0329777777777778,"Acetylcholinesterase inhibitor|Monoamine oxidase inhibitor"
"1182","desvenlafaxine",0,"Serotonin receptor antagonist"
"1183","devazepide",-0.367033333333333,"CCK receptor antagonist"
"1184","dexamethasone",0.335106666666667,"Glucocorticoid receptor agonist"
"1185","dexamethasone-acetate",-0.233233333333333,"Glucocorticoid receptor agonist|Corticosteroid agonist|Cytochrome P450 inhibitor"
"1186","dexbrompheniramine",0.2142,"Histamine receptor antagonist"
"1187","dexchlorpheniramine",-0.0313,"Histamine receptor antagonist"
"1188","dexfenfluramine",0.401672727272727,"Serotonin receptor agonist"
"1189","dexketoprofen",0.1066625,"Cyclooxygenase inhibitor"
"1190","dexloxiglumide",0.691966666666667,"CCK receptor antagonist"
"1191","dexniguldipine",0.514422222222222,"Calmodulin inhibitor"
"1192","dextrorphan",0.677025,"Glutamate receptor antagonist"
"1193","DG-041",0.333916666666667,"Prostanoid receptor antagonist"
"1194","DH-97",0.174085714285714,"Melatonin receptor antagonist"
"1195","diacerein",0.1006375,"Interleukin inhibitor"
"1196","diazepam",-0.0284166666666667,"Benzodiazepine receptor agonist"
"1197","diazoxide",-0.276430769230769,"Potassium channel activator"
"1198","dibenzepin",-0.0860125,"Norepinephrine inhibitor"
"1199","dibenzoylmethane",0.227633333333333,"Carcinogen"
"1200","dibutyrylcyclic-gmp",0.0906375,"CGMP analog"
"1201","dichloroacetic-acid",-0.21475,"PDK inhibitor"
"1202","dichlorobenzamil",0.73706,"Sodium channel inhibitor"
"1203","dichlorodiamine-platinum",-0.4635,"Carcinogen"
"1204","dichlorvos",-1.0192,"Acetylcholinesterase inhibitor"
"1205","diclofenac",-0.375416666666667,"Cyclooxygenase inhibitor"
