Drug,Pearson.est,Pearson.p,Pearson.q,Spearman.est,Spearman.p,Spearman.q,Slope,Intercept,R.squared,Rank.slope,Rank.intercept,Rank.R.squared,N
daclatasvir,-0.083876787,0.178395308,0.413659867,-0.000861992,0.98898528,0.994778021,-5.57E-05,0.978644626,0.007035315,-0.000861992,130.1120589,7.43E-07,259
dacomitinib,0.10752069,0.067967134,0.246882014,0.091887952,0.119085316,0.320512153,6.15E-05,0.848575483,0.011560699,0.091775047,131.6926182,0.008443396,289
dalcetrapib,-0.128454711,0.033881582,0.179708905,-0.147589637,0.014655866,0.098705551,-8.92E-05,1.253085672,0.016500613,-0.147589637,157.2197802,0.021782701,273
danazol,-0.103055464,0.074705295,0.258170088,-0.135730397,0.0186728,0.11505623,-7.29E-05,1.129697067,0.010620429,-0.135730397,170.9274247,0.018422741,300
danusertib,-0.053503061,0.343128794,0.61148827,-0.070166932,0.213534407,0.444220551,-2.99E-05,0.481354043,0.002862578,-0.070166932,169.6214587,0.004923398,316
dapivirine,-0.092049399,0.108630171,0.317130016,-0.0979136,0.087809006,0.272264328,-3.71E-05,0.864628184,0.008473092,-0.0979136,167.9807808,0.009587073,305
darapladib,-0.094758312,0.093699319,0.290062705,0.015940337,0.778438243,0.88299311,-2.77E-05,0.93542592,0.008979138,0.015940331,154.9893979,0.000254094,314
darifenacin,-0.073377144,0.196135722,0.436930039,-0.087104363,0.124706792,0.331331072,-4.78E-05,0.980796928,0.005384205,-0.087104363,170.1318328,0.00758717,312
dasatinib,0.110455396,0.056835503,0.230526074,0.127246064,0.028069681,0.148155093,8.24E-05,0.793498231,0.012200395,0.126100175,130.6480239,0.016191561,298
daunorubicin,-0.129906652,0.023266526,0.148417374,-0.125915197,0.027896194,0.148155093,-7.54E-05,0.736055356,0.016875738,-0.125880577,172.2597282,0.015854637,305
DCEBIO,-0.031909728,0.584507845,0.78303423,-0.01916647,0.742618815,0.862319201,-1.34E-05,0.84289488,0.001018231,-0.01916647,151.3462208,0.000367354,296
decitabine,0.000653644,0.991095863,0.997008754,-0.014279043,0.80738262,0.898366959,3.19E-07,0.878177824,4.27E-07,-0.014134486,149.5848367,0.000203891,294
defactinib,-0.037696279,0.555426695,0.766797469,-0.06000567,0.347666089,0.58948536,-2.29E-05,0.946117325,0.001421009,-0.06000567,131.4407031,0.00360068,247
deferasirox,-0.126838641,0.027012632,0.159825517,-0.129145132,0.024329591,0.133444118,-9.83E-05,1.103163601,0.016088041,-0.129145132,172.1946326,0.016678465,304
deflazacort,-0.139940413,0.016718905,0.128771139,-0.137054262,0.019129097,0.115895115,-0.000123657,0.971038523,0.019583319,-0.137054262,166.5784494,0.018783871,292
deforolimus,-0.077788429,0.16574913,0.398008441,-0.107506137,0.055092508,0.216176378,-5.65E-05,0.624723063,0.00605104,-0.107506137,177.2009818,0.011557569,319
delanzomib,-0.073170208,0.192411157,0.432626329,-0.133069143,0.0174094,0.109129053,-2.05E-05,0.481082491,0.005353879,-0.133069143,181.2910629,0.017707397,319
demecarium,-0.076883723,0.190931068,0.430560746,-0.061234289,0.297847679,0.541813366,-4.61E-05,1.29203047,0.005911107,-0.061234289,154.9402062,0.003749638,291
deoxycorticosterone.acetate,-0.130412661,0.020800718,0.142235544,-0.115862712,0.040187224,0.17474805,-5.83E-05,0.780700658,0.017007462,-0.115862712,175.7483771,0.013424168,314
dequalinium,-0.123823381,0.028500294,0.166404945,-0.146070256,0.009659064,0.078135894,-7.61E-05,0.915858783,0.01533223,-0.146070256,179.9330302,0.02133652,313
desonide,-0.117225731,0.04076502,0.196602211,-0.120910944,0.034798285,0.16234405,-0.000118733,1.071568181,0.013741872,-0.120910944,171.4993745,0.014619456,305
desoxycortone,-0.126572718,0.031470729,0.173076941,-0.121133616,0.039596781,0.173650609,-0.000132988,1.173894897,0.016020653,-0.121133616,162.5643743,0.014673353,289
dexamethasone.acetate,-0.180355907,0.005871209,0.084534934,-0.133412392,0.042337691,0.182455288,-0.000207656,1.35156211,0.032528253,-0.133412392,132.0425437,0.017798866,232
dexrazoxane,0.005083926,0.933608493,0.966548826,0.063990787,0.293889119,0.535958998,1.92E-06,0.837399085,2.58E-05,0.063990787,127.297253,0.004094821,271
dianhydrogalactitol,-0.121384629,0.031529913,0.173076941,-0.070287346,0.214212828,0.444220551,-7.21E-05,0.861832577,0.014734228,-0.070287346,168.570257,0.004940311,314
diaveridine,-0.107962745,0.061814294,0.236133169,-0.124250269,0.031441713,0.15835617,-7.97E-05,1.221896092,0.011655954,-0.124250269,169.1996656,0.015438129,300
diazooxonorleucine,0.004340208,0.940025646,0.970176147,0.004286604,0.940764993,0.972395347,3.10E-06,1.225602693,1.88E-05,0.004286604,151.3484362,1.84E-05,303
dichloroacetate,-0.01733999,0.768339891,0.879116634,-0.035152211,0.550336819,0.741404063,-3.43E-06,0.961044597,0.000300675,-0.033695319,150.9195165,0.001235678,291
dichlorvos,-0.008448507,0.882221991,0.94277302,-0.099976939,0.078820612,0.255939639,-4.28E-06,0.767893568,7.14E-05,-0.099976939,171.046414,0.009995388,310
diclazuril,-0.091254788,0.113520344,0.321986924,-0.139627901,0.015169012,0.101219949,-3.97E-05,0.833064845,0.008327436,-0.139627901,172.653627,0.019495951,302
dicycloverine,-0.043782779,0.463971176,0.7197907,-0.053555227,0.370256087,0.606080545,-2.96E-05,1.074912304,0.001916932,-0.053555227,149.0780647,0.002868162,282
dienogest,-0.0987253,0.085715744,0.277045529,-0.074816973,0.19328293,0.424072274,-6.77E-05,1.007628736,0.009746685,-0.074816973,163.9095883,0.005597579,304
difluprednate,-0.041566527,0.46155252,0.719062425,-0.042434441,0.452243263,0.677102455,-2.98E-05,0.860005014,0.001727776,-0.042434441,165.225859,0.001800682,316
digitoxigenin,-0.038564586,0.490457024,0.733636428,-0.053851135,0.335414445,0.578190615,-1.22E-05,0.739685974,0.001487227,-0.053851135,170.1969583,0.002899945,322
digitoxin,0.044915521,0.498839331,0.737813434,-0.002368271,0.971567517,0.990613813,2.59E-05,0.626686372,0.002017404,-0.002368271,115.2723512,5.61E-06,229
digoxigenin,-0.047325699,0.402548874,0.667687021,-0.050138768,0.375135389,0.610332633,-1.29E-05,0.911619764,0.002239722,-0.050138599,165.9218987,0.002513896,315
digoxin,-0.089978783,0.118064503,0.32729883,-0.086320914,0.133830028,0.344310834,-2.15E-05,0.657434783,0.008096181,-0.086320914,165.120779,0.0074513,303
dihydroartemisinin,-0.113025205,0.05328464,0.220837579,-0.152634246,0.008874275,0.07483469,-0.000115839,1.308227461,0.012774697,-0.152634246,169.4372341,0.023297213,293
dihydroergocristine,0.002122297,0.971595025,0.990432175,-0.008527191,0.886233639,0.941953176,1.18E-06,1.133814163,4.50E-06,-0.008527191,143.7151247,7.27E-05,284
dimethisoquin,-0.029071253,0.652713209,0.819712685,-0.047561833,0.461441952,0.679157877,-2.82E-05,1.253193814,0.000845138,-0.047561833,127.2787627,0.002262128,242
dinaciclib,-0.038337555,0.500555862,0.738842904,-0.032824967,0.564142768,0.756369193,-1.65E-05,0.604225486,0.001469768,-0.032824954,161.1206929,0.001077478,311
dioscin,0.011498446,0.842783712,0.923575212,0.060892232,0.293140462,0.535267829,4.53E-06,0.842770965,0.000132214,0.060892232,141.3357191,0.003707864,300
diphemanil,-0.002534492,0.965721862,0.988243997,0.012569176,0.831226082,0.909762182,-1.51E-06,1.148436331,6.42E-06,0.012569176,143.6711848,0.000157984,290
diphenyleneiodonium,-0.14289914,0.012628408,0.112876138,-0.171824892,0.002647837,0.040244588,-5.80E-05,0.56399105,0.020420164,-0.171824892,178.703296,0.029523793,304
dirithromycin,-0.101395818,0.080037655,0.266095151,-0.151508608,0.008689869,0.07483469,-8.99E-05,1.317716103,0.010281112,-0.151508608,172.7262912,0.022954858,299
disulfiram,0.021257425,0.706154908,0.847209705,-0.00566535,0.919970386,0.962194387,6.22E-06,0.737517392,0.000451878,-0.00566535,159.9007906,3.21E-05,317
DMH1,-0.070784871,0.223098744,0.47788015,-0.083808388,0.148959386,0.360690954,-4.90E-05,1.204772714,0.005010498,-0.083808388,162.0293539,0.007023846,298
docetaxel,-0.028390702,0.624284439,0.804954468,-0.045397503,0.433375093,0.660095813,-2.04E-05,0.756692132,0.000806032,-0.045108279,157.288796,0.002060933,300
dofetilide,-0.162618153,0.004474593,0.073627389,-0.147916862,0.009805449,0.078443595,-9.78E-05,1.037012542,0.026444664,-0.147916862,175.0573215,0.021879398,304
dolastatin.10,-0.039721493,0.488051421,0.733636428,-0.01731187,0.76256536,0.875221775,-1.71E-05,0.189890592,0.001577797,-0.01731187,156.666028,0.000299701,307
dolutegravir,-0.142932665,0.022699966,0.148417374,-0.190189427,0.002334535,0.038413708,-5.34E-05,0.894325953,0.020429747,-0.190189427,151.7491519,0.036172018,254
domperidone,-0.183107163,0.001616251,0.043992431,-0.235464186,4.55E-05,0.003874972,-0.000161806,1.108787341,0.033528233,-0.235464186,182.2309675,0.055443383,294
dorzolamide,-0.154618618,0.016291842,0.128209712,-0.137024622,0.033488824,0.161546124,-9.89E-05,1.054491895,0.023906917,-0.137024622,137.5799793,0.018775747,241
dovitinib,-0.068469168,0.23627714,0.491790684,-0.067781901,0.241025302,0.474191083,-2.38E-05,0.895513899,0.004688027,-0.067551429,161.2002658,0.004594386,301
doxercalciferol,-0.039658504,0.523552802,0.753070523,-0.056131506,0.366424072,0.604925692,-3.97E-05,1.093698666,0.001572797,-0.056131506,138.3532272,0.003150746,261
doxifluridine,-0.195944858,0.000900829,0.029033327,-0.059593417,0.316949356,0.561054607,-0.000109057,0.950103929,0.038394387,-0.059593417,150.9920619,0.003551375,284
doxorubicin,-0.080651127,0.15393606,0.384952047,-0.113797905,0.043903399,0.18642851,-2.28E-05,0.57625228,0.006504604,-0.113797905,175.4231701,0.012949963,314
doxycycline,-0.16852094,0.002302334,0.051288925,-0.217089473,7.96E-05,0.005009001,-6.97E-05,0.918864155,0.028399307,-0.217089473,198.385584,0.047127839,325
DPI.201106,-0.097861239,0.08642001,0.278238644,-0.07848557,0.169461622,0.389492743,-2.87E-05,0.844385121,0.009576822,-0.07848557,166.6260206,0.006159985,308
dronedarone,-0.093575628,0.106345043,0.313483294,-0.09952863,0.085783759,0.270032353,-2.13E-05,0.863019514,0.008756398,-0.09952863,164.9292945,0.009905948,299
drospirenone,-0.107899215,0.061968649,0.236133169,-0.114383493,0.047769799,0.196507584,-5.96E-05,0.946890788,0.011642241,-0.114383493,167.7147157,0.013083584,300
DU.728,-0.109262051,0.062684133,0.238232609,-0.109029993,0.063247418,0.229527637,-8.40E-05,1.155150226,0.011938196,-0.109029993,161.918379,0.011887539,291
E7449,-0.159971688,0.004617316,0.075122175,-0.114197694,0.043838102,0.18642851,-0.000133107,0.974951408,0.025590941,-0.114197694,174.3719392,0.013041113,312
ebastine,0.024005918,0.677262692,0.833199981,0.019016011,0.741648282,0.862319201,1.29E-05,0.983889336,0.000576284,0.019016009,149.1095666,0.000361609,303
echinomycin,-0.02630568,0.640793339,0.813919961,-0.02663758,0.63658498,0.811656256,-9.18E-06,0.229169824,0.000691989,-0.02663758,163.2353752,0.000709561,317
efonidipine.monoethanolate,0.014032253,0.80316137,0.901533073,0.034957055,0.534528145,0.730185617,7.70E-06,0.996298629,0.000196904,0.034957055,153.9243497,0.001221996,318
elacridar,-0.039946863,0.479908378,0.732860018,-0.027858083,0.622322159,0.800635827,-1.34E-05,0.998055718,0.001595752,-0.027858083,162.4015772,0.000776073,315
elesclomol,-0.143616709,0.01307693,0.115405269,-0.128304439,0.026778539,0.144146187,-9.03E-05,0.710479333,0.020625759,-0.128217372,168.6684971,0.016462029,298
eltrombopag,-0.103220397,0.06863971,0.247856111,-0.118258671,0.036814812,0.16869572,-7.43E-05,0.988471026,0.01065445,-0.118258671,175.0074821,0.013985113,312
embelin,-0.084997204,0.169334454,0.401656243,-0.052972693,0.39222925,0.623433539,-6.04E-05,0.999975219,0.007224525,-0.052972693,138.9923954,0.002806106,263
EMD.53998,-0.137488457,0.019372255,0.138108615,-0.126354254,0.031767298,0.158617405,-0.00012909,1.18724029,0.018903076,-0.126354254,163.3213668,0.015965397,289
emetine,-0.101377645,0.073758566,0.256173619,-0.164064976,0.003660227,0.048904391,-2.36E-05,0.582258126,0.010277427,-0.164064976,182.1761687,0.026917316,312
endo.IWR.1,-0.033302217,0.553431406,0.766797469,-0.011215769,0.841840406,0.916756405,-1.90E-05,0.902438117,0.001109038,-0.011215769,161.794523,0.000125793,319
ENMD.2076,0.074258908,0.227397597,0.481963658,0.057393112,0.351122689,0.59326214,4.19E-05,0.889679124,0.005514385,0.057393112,125.8380196,0.003293969,266
enocitabine,-0.084484586,0.150556836,0.380921469,-0.097755041,0.096035059,0.28811133,-5.39E-05,1.064299296,0.007137645,-0.097755041,160.272236,0.009556048,291
enoximone,0.082557863,0.157963665,0.388998958,0.06280076,0.283144956,0.525633201,3.14E-05,1.127438561,0.006815801,0.06280076,138.2368879,0.003943935,294
entinostat,-0.031713563,0.575571258,0.777450729,0.012665014,0.823116402,0.904647183,-1.74E-05,0.852679211,0.00100575,0.012665014,155.5052604,0.000160403,314
enzalutamide,-0.077122168,0.240942241,0.496715461,-0.060990881,0.354008759,0.595359678,-5.85E-05,1.298228631,0.005947829,-0.060990881,124.1359331,0.003719888,233
epiandrosterone,-0.031246534,0.595514818,0.792623569,-0.023852076,0.685336136,0.834688584,-2.29E-05,1.261883549,0.000976346,-0.023852076,149.4824031,0.000568922,291
epinastine,0.037359138,0.543319155,0.759972537,-0.028323156,0.644995732,0.8163932,2.14E-05,1.341644143,0.001395705,-0.028323156,137.7953029,0.000802201,267
epinephrine,-0.042768802,0.485676465,0.733636428,-0.083543063,0.17267739,0.39625493,-3.29E-05,0.973264057,0.00182917,-0.083543063,145.736542,0.006979443,268
epirubicin,-0.074811989,0.280511562,0.54568698,-0.059372257,0.391994598,0.623433539,-2.01E-05,0.523935122,0.005596834,-0.059372257,111.7637731,0.003525065,210
eplerenone,-0.101177893,0.080182351,0.266095151,-0.088721218,0.125200355,0.331426168,-4.21E-05,0.879682168,0.010236966,-0.088721208,163.8525418,0.007871455,300
epothilone.a,0.009232465,0.870557251,0.935832888,0.012596794,0.824053615,0.904647183,2.84E-06,0.448836713,8.52E-05,0.012596794,155.516005,0.000158679,314
epothilone.b,-0.053543388,0.345862495,0.61148827,-0.047485932,0.403225921,0.631212036,-2.67E-05,0.269904718,0.002866894,-0.047485932,163.9315484,0.002254914,312
epothilone.d,0.011508866,0.856891826,0.928727069,-0.0138876,0.827734756,0.907999945,5.43E-06,0.201108689,0.000132454,-0.0138876,126.2290061,0.000192865,248
eprinomectin,-0.06004756,0.358409882,0.628082565,-0.059507822,0.362754232,0.604925692,-5.35E-05,1.095935484,0.00360571,-0.059507822,125.5516769,0.003541181,236
eprobemide,0.013359154,0.827035968,0.91374145,-0.024343879,0.690472508,0.835822411,1.14E-05,1.08228592,0.000178467,-0.024343879,138.7985956,0.000592624,270
eprosartan,-0.221227,0.000149652,0.009421587,-0.230641729,7.58E-05,0.004987004,-0.000131334,1.255550836,0.048941386,-0.230641729,178.4430507,0.053195607,289
eptifibatide,0.051768097,0.405820567,0.671210254,0.035565615,0.56807032,0.758824561,2.31E-05,1.058525222,0.002679936,0.035565615,125.8586873,0.001264913,260
EPZ.5676,-0.005933545,0.918075201,0.961919603,-0.025107931,0.663335026,0.825179655,-3.79E-06,0.958820866,3.52E-05,-0.025107931,155.8164055,0.000630408,303
equol,0.033666743,0.572743582,0.775267868,0.036134634,0.544922603,0.737427971,1.67E-05,1.025549996,0.00113345,0.036134634,136.868882,0.001305712,283
ER.27319,-0.005353134,0.924127861,0.962180193,-0.022809709,0.684854302,0.834688584,-9.84E-07,0.816749807,2.87E-05,-0.022809709,163.6495534,0.000520283,319
erastin,-0.028885088,0.640358518,0.813919961,-0.027729262,0.653795633,0.819037912,-1.48E-05,0.91607802,0.000834348,-0.027729262,136.1741272,0.000768912,264
ercalcitriol,-0.117362436,0.04257055,0.197571012,-0.134120446,0.020344325,0.121086212,-9.58E-05,1.00580771,0.013773941,-0.134120446,170.1180669,0.017988294,299
erdafitinib,0.012302898,0.833059385,0.915922543,0.003805809,0.948014125,0.97702808,7.11E-06,0.989255376,0.000151361,0.003805809,147.9348374,1.45E-05,296
erlotinib,0.144611503,0.013702103,0.11909796,0.125121042,0.033179129,0.161546124,4.99E-05,0.933940286,0.020912487,0.118493352,128.2592173,0.015655275,290
erteberel,-0.047650501,0.406971813,0.671210254,-0.064400091,0.262183425,0.499528421,-3.46E-05,1.07320631,0.00227057,-0.064400091,162.853214,0.004147372,305
estradiol,-0.0295154,0.627291513,0.807512823,-0.02300721,0.705098306,0.841485582,-2.21E-05,1.219665939,0.000871159,-0.02300721,140.1519877,0.000529332,273
estradiol.benzoate,-0.126409476,0.039004058,0.193018014,-0.141580473,0.020653497,0.121570177,-8.20E-05,1.209108302,0.015979356,-0.141580473,152.9717834,0.02004503,267
estradiol.cypionate,-0.028466052,0.62807373,0.807512823,-0.01032422,0.860554529,0.927145058,-1.85E-05,1.315478435,0.000810316,-0.01032422,148.0124982,0.00010659,292
estramustine,-0.012890809,0.828761195,0.914669368,-0.004384024,0.941364162,0.972395347,-3.07E-06,0.934908694,0.000166173,-0.004351083,143.1200294,1.92E-05,284
estramustine.phosphate,-0.047056745,0.44126398,0.700603337,-0.078711337,0.197272972,0.428262764,-3.11E-05,1.229722217,0.002214337,-0.078711337,146.1653862,0.006195475,270
estrone,-0.196004458,0.001040729,0.03206332,-0.193922213,0.001179628,0.027193609,-0.000136862,1.32241225,0.038417748,-0.193922213,165.9551876,0.037605825,277
ethacridine.lactate.monohydrate,0.016349556,0.776841366,0.882393315,0.056850888,0.323983421,0.568639993,1.17E-05,0.96390765,0.000267308,0.056850888,143.358665,0.003232023,303
ethinyl.estradiol,0.004364056,0.942992114,0.971137659,-0.018352507,0.763605735,0.875456139,4.04E-06,1.168313431,1.90E-05,-0.018352507,138.495941,0.000336815,271
etofylline.clofibrate,-0.052055296,0.453038345,0.711003307,-0.056083552,0.418795029,0.647995856,-3.54E-05,1.373582305,0.002709754,-0.056083552,111.4168148,0.003145365,210
etomoxir,-0.037637158,0.518912357,0.751309133,-0.022930172,0.694402183,0.835822411,-2.02E-05,1.13730638,0.001416556,-0.022930172,151.9051306,0.000525793,296
etoposide,-0.05604434,0.319891328,0.587637222,-0.133389061,0.017493372,0.109182771,-3.52E-05,0.864622882,0.003140968,-0.133389061,180.2088608,0.017792642,317
etoposide.phosphate,-0.032392084,0.56992182,0.775267868,-0.046975146,0.409827822,0.639472722,-1.62E-05,1.001057822,0.001049247,-0.046975146,162.8046351,0.002206664,310
ETP.46464,-0.029648727,0.599531672,0.794256049,-0.034301002,0.54351226,0.737166709,-9.49E-06,0.825471659,0.000879047,-0.034301002,163.9367089,0.001176559,316
evacetrapib,-0.069364532,0.225563264,0.481024456,-0.042850429,0.454411247,0.678048936,-4.19E-05,1.003390658,0.004811438,-0.042850424,160.5989653,0.001836159,307
everolimus,-0.052803149,0.373631106,0.641776798,-0.021319339,0.719591671,0.85128165,-3.20E-05,0.873986293,0.002788173,-0.020086204,146.3823703,0.000454514,286
evodiamine,-0.028341206,0.613488316,0.798856401,0.020478349,0.715161736,0.848578068,-1.47E-05,0.863689743,0.000803224,0.020478349,157.2132249,0.000419363,320
EVP4593,-0.083249197,0.14106079,0.366707405,-0.134699083,0.016928901,0.107986996,-3.54E-05,0.644406926,0.006930429,-0.134699083,178.7151055,0.018143843,314
exatecan.mesylate,0.078151803,0.29033232,0.554618996,0.119442023,0.105365863,0.29921453,4.64E-05,0.21532485,0.006107704,0.119442023,81.89189189,0.014266397,185
exemestane,-0.11842899,0.08104141,0.266095151,-0.11795486,0.082274057,0.263568218,-9.21E-05,1.186960516,0.014025426,-0.11795486,122.4160572,0.013913349,218
famciclovir,-0.026392266,0.69116754,0.839606207,-0.029894177,0.65270609,0.819037912,-2.11E-05,1.23514995,0.000696552,-0.029894177,118.4378304,0.000893662,229
famotidine,-0.015056875,0.806899706,0.902693321,-0.018135332,0.768444948,0.878222798,-1.42E-05,1.257576089,0.000226709,-0.018135332,135.9210668,0.00032889,266
favipiravir,-0.037284447,0.532924341,0.7555663,-0.015344417,0.797528371,0.893470531,-2.18E-05,1.262782166,0.00139013,-0.015344417,143.671235,0.000235451,282
fdcyd,0.032194554,0.59568493,0.792623569,0.06661222,0.271851621,0.510559205,1.89E-05,0.683703033,0.001036489,0.06661222,128.3408198,0.004437188,274
felbamate,0.091452433,0.122157228,0.33437366,0.128920876,0.028988198,0.150988885,3.49E-05,1.185180319,0.008363548,0.128920876,125.4353939,0.016620592,287
fenbendazole,-0.048799142,0.411821256,0.676096575,-0.058526129,0.324851698,0.569473679,-3.15E-05,0.62757115,0.002381356,-0.058526129,151.3692365,0.003425308,285
fendiline,-0.056865706,0.35740611,0.628063165,-0.055750706,0.366926582,0.604925692,-3.09E-05,1.12605265,0.003233709,-0.055750706,139.8869685,0.003108141,264
fenofibrate,-0.062382611,0.279050886,0.545297819,-0.076652006,0.183282119,0.41004105,-4.86E-05,1.222826729,0.00389159,-0.076652006,163.6511048,0.00587553,303
fenoprofen,-0.064077654,0.295037745,0.56138588,-0.074218745,0.225021514,0.45956439,-3.13E-05,0.936547565,0.004105946,-0.074218745,145.0195306,0.005508422,269
fenretinide,0.076880178,0.187151392,0.426466268,0.083968869,0.149559661,0.360929529,3.26E-05,1.082345396,0.005910562,0.083968869,136.030623,0.007050771,296
FERb.033,-0.018221758,0.762709875,0.879116634,-0.06483741,0.282212825,0.524575315,-9.49E-06,0.924911984,0.000332032,-0.06483741,148.0123999,0.00420389,277
FG.4592,-0.044235616,0.453002177,0.711003307,-0.054083795,0.358771803,0.601140152,-3.85E-05,1.16772968,0.00195679,-0.054083795,153.3691922,0.002925057,290
filanesib,-0.03835136,0.512449401,0.745755511,-0.057407756,0.326615486,0.571182637,-1.72E-05,0.850575176,0.001470827,-0.05718701,155.9350839,0.00329565,294
filgotinib,-0.15591671,0.012325877,0.112510518,-0.164519896,0.00822652,0.072634148,-0.000106532,1.189553697,0.02431002,-0.164519896,150.2230666,0.027066796,257
finafloxacin,-0.221210776,0.000117901,0.008646215,-0.234842193,4.23E-05,0.003831012,-0.000224004,1.14155457,0.048934207,-0.234842193,184.6089079,0.055150856,298
FK.3311,0.007565027,0.893951845,0.94970086,0.012115451,0.830941307,0.909762182,3.84E-06,0.95015412,5.72E-05,0.012115451,155.0978742,0.000146784,313
FK.866,0.036101247,0.538916239,0.758357101,0.042430891,0.470125573,0.68148609,1.71E-05,0.76558582,0.0013033,0.042412204,140.2866121,0.00180038,292
FK.888,-0.131169125,0.026279445,0.157627375,-0.129753377,0.027958526,0.148155093,-7.24E-05,1.274413616,0.017205339,-0.129753377,162.6844862,0.016835939,287
fleroxacin,-0.140525559,0.0204249,0.141155552,-0.169615277,0.005034226,0.056186849,-0.000123778,1.231746636,0.019747433,-0.169615277,159.6524853,0.028769342,272
FLI.06,-0.100529565,0.078140597,0.263133918,-0.146407307,0.010085944,0.079371996,-6.27E-05,0.947576842,0.010106193,-0.146407307,177.1199289,0.0214351,308
florfenicol,-0.067873375,0.248425925,0.505936342,-0.092185012,0.116616941,0.318606284,-4.48E-05,1.005640298,0.004606795,-0.092185012,159.4590117,0.008498076,291
floxuridine,-0.074713844,0.188804217,0.428322193,-0.049546009,0.383879788,0.61899547,-4.87E-05,0.628828865,0.005582158,-0.049546009,163.7291775,0.002454807,311
flubendazole,0.023581073,0.672864842,0.832742129,0.004447749,0.936534452,0.972395347,7.34E-06,0.784740239,0.000556067,0.004447749,161.2794646,1.98E-05,323
fludarabine,-0.08139532,0.161768356,0.394797583,-0.104985553,0.07081619,0.242816116,-4.96E-05,0.975503628,0.006625198,-0.104985553,164.6428474,0.011021966,297
fludarabine.phosphate,0.004159576,0.941852791,0.970678179,-0.000672492,0.990591075,0.995403107,1.89E-06,0.966589779,1.73E-05,-0.000672492,155.6045725,4.52E-07,310
fludroxycortide,-0.014678427,0.803104814,0.901533073,-0.026240693,0.655754128,0.819037912,-8.46E-06,0.976217329,0.000215456,-0.026240693,149.8311411,0.000688574,291
flufenamic.acid,-0.156608092,0.009159018,0.097516605,-0.151943608,0.011487373,0.086633942,-8.95E-05,1.230066251,0.024526095,-0.151943608,159.5441897,0.02308686,276
flumatinib,-0.148031565,0.010373627,0.102183759,-0.166688514,0.003846421,0.048904391,-0.000112323,1.195656529,0.021913344,-0.166688514,175.0032771,0.027785061,299
flumethasone,-0.143939298,0.011710691,0.108455239,-0.164626517,0.003880328,0.048904391,-0.000186884,1.094346663,0.020718522,-0.164626517,178.7701704,0.02710189,306
flumethasone.pivalate,-0.097069667,0.106311051,0.313483294,-0.054792267,0.362750124,0.604925692,-9.66E-05,1.08482096,0.00942252,-0.054792267,147.1435213,0.003002193,278
fluocinolone.acetonide,-0.146266551,0.011613714,0.108455239,-0.133798991,0.021082337,0.122300864,-0.000168889,1.277301926,0.021393904,-0.133798991,168.9360497,0.01790217,297
fluorometholone,-0.053616598,0.358804317,0.628082565,-0.076185646,0.191936035,0.424072274,-3.01E-05,0.857535429,0.00287474,-0.076185646,159.2754756,0.005804253,295
fluroxene,-0.175900595,0.002154196,0.049648266,-0.174073875,0.002399409,0.039037578,-0.000149072,1.18426263,0.030941019,-0.174073875,177.872192,0.030301714,302
flutamide,-0.026860244,0.639767548,0.813919961,-0.085621788,0.135074968,0.344310834,-1.80E-05,1.195958095,0.000721473,-0.085621788,166.6429444,0.007331091,306
fluticasone.propionate,-0.11834601,0.06170518,0.236133169,-0.111969664,0.077214121,0.253695008,-0.000117628,0.922416147,0.014005778,-0.111969664,139.5521928,0.012537206,250
fluvastatin,-0.109880826,0.050268604,0.214698293,-0.150456226,0.007193097,0.066766697,-4.05E-05,0.790920536,0.012073796,-0.150456226,183.497768,0.022637076,318
foretinib,0.02944856,0.609631173,0.797855135,0.020906011,0.71702009,0.849496977,1.11E-05,0.88540396,0.000867218,0.020846778,148.8312898,0.000437061,303
formestane,-0.118052197,0.043833686,0.199594896,-0.137856775,0.018430342,0.114047586,-7.83E-05,1.242805222,0.013936321,-0.137856775,166.6960175,0.01900449,292
forodesine,0.039652431,0.507975472,0.741685493,0.086190224,0.149569409,0.360929529,1.85E-05,1.137607272,0.001572315,0.086190224,128.8471784,0.007428755,281
forskolin,-0.0500567,0.428844223,0.691499371,-0.055168747,0.383160913,0.618525086,-4.10E-05,1.136136431,0.002505673,-0.055168747,133.4788465,0.003043591,252
fosbretabulin,0.018864599,0.750742541,0.875708386,0.002402357,0.967734622,0.989054364,6.86E-06,0.880137218,0.000355873,0.002390677,143.1569378,5.77E-06,286
foscarnet,-0.176260252,0.00222045,0.050237682,-0.148723037,0.010017434,0.07926363,-0.000154346,1.061786616,0.031067676,-0.148723037,172.3084555,0.022118542,299
FPH1..BRD.6125.,-0.166574355,0.00699583,0.085347719,-0.131597384,0.033581066,0.161546124,-0.00011086,1.130831188,0.027747016,-0.131597384,148.2392573,0.017317871,261
FR.122047,-0.229309592,0.000124752,0.008646215,-0.202928363,0.000711402,0.021271531,-0.000166134,1.244270891,0.052582889,-0.202928363,166.0041141,0.041179921,275
FR.139317,-0.008576676,0.881028736,0.942193212,0.004060256,0.94351593,0.97377838,-4.32E-06,0.923509882,7.36E-05,0.004060256,153.3747206,1.65E-05,307
frentizole,-0.191544244,0.000606532,0.023112048,-0.116458936,0.038232082,0.171925634,-0.00014966,0.863151391,0.036689198,-0.116458936,177.5169708,0.013562684,317
ftorafur,-0.118609438,0.040403624,0.196060542,-0.112116451,0.052786381,0.20941008,-8.36E-05,1.143402022,0.014068199,-0.112116451,166.8174676,0.012570099,299
