"","file","V1","Correlation","ES","NES","p","q","N","expr.string","expr.value","AUC.string","AUC.value","Average.NES","SD.NES","Average.q","SD.q","percent.q0.05","percent.q0.25"
"1393","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",62,"expr_value_added_0.05_WGV_AUC_value_added_0.06_correlation",0.76922,1.95,0.00398,0.126,"2_","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.06_cor",0.06,2.1282,0.174375737874234,0.1015166,0.18514577926056,64,88
"1394","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",63,"expr_value_added_0.05_WGV_AUC_value_added_0.07_correlation",0.83866,2.12,0.00182,0.0517,"2_","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.07_cor",0.07,2.2006,0.186289329500415,0.05583478,0.132500766165099,80,92
"1395","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",64,"expr_value_added_0.05_WGV_AUC_value_added_0.08_correlation",0.68904,1.76,0.0358,0.568,"2_","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.08_cor",0.08,2.2922,0.157910979830474,0.02134156,0.0832082587102889,92,98
"1396","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",65,"expr_value_added_0.05_WGV_AUC_value_added_0.09_correlation",0.84112,2.12,0,0.0525,"2_","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.09_cor",0.09,2.3118,0.120300474153815,0.007809,0.0193324636826457,96,100
"1397","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",66,"expr_value_added_0.05_WGV_AUC_value_added_0.1_correlation",0.86627,2.23,0,0.00888,"2_","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.1_corr",0.1,2.367,0.116850680925072,0.00338508,0.0110036098860366,98,100
"1398","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",67,"expr_value_added_0.06_WGV_AUC_value_added_0_correlation",0.45966,1.17,0.264,1,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0_correl",0,-0.0252,1.09036404705128,0.9269,0.106718827595065,0,0
"1399","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",68,"expr_value_added_0.06_WGV_AUC_value_added_0.01_correlation",0.52247,1.35,0.156,0.632,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.01_cor",0.01,0.92744,0.830871982575277,0.83978,0.204648857054902,0,2
"1400","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",69,"expr_value_added_0.06_WGV_AUC_value_added_0.02_correlation",0.66627,1.7,0.0381,0.639,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.02_cor",0.02,1.50096,0.600153788454191,0.667602,0.321178610420801,2,16
"1401","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",70,"expr_value_added_0.06_WGV_AUC_value_added_0.03_correlation",0.69322,1.7,0.0287,0.609,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.03_cor",0.03,1.79584,0.279648420670801,0.463986,0.355929050491349,14,38
"1402","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",71,"expr_value_added_0.06_WGV_AUC_value_added_0.04_correlation",0.94718,2.41,0,0,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.04_cor",0.04,1.97394,0.283759484962393,0.20983618,0.256656389412683,34,74
"1403","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",72,"expr_value_added_0.06_WGV_AUC_value_added_0.05_correlation",0.85985,2.13,0,0.0163,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.05_cor",0.05,2.0804,0.201311617516076,0.14784184,0.211360652273028,54,80
"1404","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",73,"expr_value_added_0.06_WGV_AUC_value_added_0.06_correlation",0.84242,2.16,0,0.0105,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.06_cor",0.06,2.1704,0.152889983121117,0.06802878,0.146787680297197,76,94
"1405","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",74,"expr_value_added_0.06_WGV_AUC_value_added_0.07_correlation",0.95899,2.36,0,0.000944,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.07_cor",0.07,2.2524,0.162047612050991,0.0357276,0.0790135970223364,82,96
"1406","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",75,"expr_value_added_0.06_WGV_AUC_value_added_0.08_correlation",0.98658,2.48,0,0,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.08_cor",0.08,2.3286,0.138505286129138,0.01140694,0.0420559426461168,96,98
"1407","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",76,"expr_value_added_0.06_WGV_AUC_value_added_0.09_correlation",0.94407,2.35,0,0,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.09_cor",0.09,2.3414,0.134392207014106,0.0108964,0.0426376691153707,98,98
"1408","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",77,"expr_value_added_0.06_WGV_AUC_value_added_0.1_correlation",0.99105,2.45,0,0,"2_","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.1_corr",0.1,2.3972,0.108741220616767,0.00204564,0.00534765104550491,100,100
"1409","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",78,"expr_value_added_0.07_WGV_AUC_value_added_0_correlation",-0.37929,-0.969,0.478,1,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0_correl",0,0.23692,1.03387783670243,0.92458,0.133207999085671,0,0
"1410","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",79,"expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation",0.59419,1.5,0.094,0.776,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.01_cor",0.01,0.94806,0.700449663445139,0.86902,0.1699103593195,0,2
"1411","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",80,"expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation",0.51004,1.3,0.167,1,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.02_cor",0.02,1.57022,0.423774549707261,0.631602,0.328864539131174,2,22
"1412","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",81,"expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation",0.7912,1.99,0.00393,0.149,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.03_cor",0.03,1.8442,0.247411827213046,0.3894494,0.326840930569522,14,40
"1413","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",82,"expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation",0.67076,1.69,0.0398,0.523,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.04_cor",0.04,2.0404,0.25257821581055,0.1738312,0.257342973819067,48,82
"1414","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",83,"expr_value_added_0.07_WGV_AUC_value_added_0.05_correlation",0.89844,2.28,0,0.00302,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.05_cor",0.05,2.1574,0.191809961223316,0.07089694,0.13393310440335,68,94
"1415","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",84,"expr_value_added_0.07_WGV_AUC_value_added_0.06_correlation",0.81208,2.07,0.00199,0.0812,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.06_cor",0.06,2.2662,0.138547715202219,0.02726938,0.0830859678854673,88,96
"1416","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",85,"expr_value_added_0.07_WGV_AUC_value_added_0.07_correlation",0.90182,2.28,0,0.0031,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.07_cor",0.07,2.3444,0.118634406682798,0.008183,0.0264691639035898,92,100
"1417","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",86,"expr_value_added_0.07_WGV_AUC_value_added_0.08_correlation",0.98285,2.55,0,0,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.08_cor",0.08,2.3942,0.1185643715628,0.0039308,0.014410914916642,98,100
"1418","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",87,"expr_value_added_0.07_WGV_AUC_value_added_0.09_correlation",0.96197,2.48,0,0,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.09_cor",0.09,2.42,0.11122692377041,0.0033502,0.0154313008815835,98,100
"1419","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",88,"expr_value_added_0.07_WGV_AUC_value_added_0.1_correlation",0.912,2.32,0,0.001,"2_","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.1_corr",0.1,2.4496,0.0946952146281394,0.0019703,0.0124367822537235,98,100
"1420","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",89,"expr_value_added_0.08_WGV_AUC_value_added_0_correlation",0.43488,1.11,0.312,1,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0_correl",0,0.02848,1.10263675147996,0.89382,0.15801171359318,0,0
"1421","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",90,"expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation",0.5413,1.34,0.173,1,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.01_cor",0.01,1.1029,0.566728969164093,0.87752,0.175022125714996,0,0
"1422","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",91,"expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation",0.69426,1.78,0.0224,0.977,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.02_cor",0.02,1.6852,0.235218005697016,0.597324,0.331111183349001,8,18
"1423","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",92,"expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation",0.6868,1.74,0.031,0.616,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.03_cor",0.03,1.937,0.248294180358703,0.27223054,0.308621337420656,30,64
"1424","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",93,"expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation",0.78747,1.97,0.00394,0.177,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.04_cor",0.04,2.122,0.163195137982798,0.10917,0.203646017433012,56,92
"1425","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",94,"expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation",0.96346,2.41,0,0,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.05_cor",0.05,2.2244,0.138787166377228,0.02975622,0.0543922523381777,80,100
"1426","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",95,"expr_value_added_0.08_WGV_AUC_value_added_0.06_correlation",0.87207,2.22,0,0.00596,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.06_cor",0.06,2.31,0.135285035448591,0.01111962,0.0262928937158825,94,100
"1427","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",96,"expr_value_added_0.08_WGV_AUC_value_added_0.07_correlation",0.96172,2.41,0,0,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.07_cor",0.07,2.3936,0.0949276846137229,0.0015512,0.00412189407621183,100,100
"1428","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",97,"expr_value_added_0.08_WGV_AUC_value_added_0.08_correlation",0.93833,2.35,0,0,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.08_cor",0.08,2.4212,0.0888392264895711,0.00087306,0.00338052483795046,100,100
"1429","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",98,"expr_value_added_0.08_WGV_AUC_value_added_0.09_correlation",0.97688,2.43,0,0,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.09_cor",0.09,2.4616,0.0576534332659117,1.908e-05,0.000134915973850393,100,100
"1430","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",99,"expr_value_added_0.08_WGV_AUC_value_added_0.1_correlation",0.99403,2.5,0,0,"2_","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.1_corr",0.1,2.4866,0.0550550744662996,3.734e-05,0.000185430289448348,100,100
"1431","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",100,"expr_value_added_0.09_WGV_AUC_value_added_0_correlation",-0.36391,-0.947,0.465,1,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0_correl",0,-0.203,0.996923942404221,0.89626,0.140864649176985,0,0
"1432","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",101,"expr_value_added_0.09_WGV_AUC_value_added_0.01_correlation",0.25978,0.676,0.819,0.907,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.01_cor",0.01,0.94696,0.836346158194399,0.81812,0.195560799043287,0,0
"1433","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",102,"expr_value_added_0.09_WGV_AUC_value_added_0.02_correlation",0.62841,1.63,0.0552,0.497,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.02_cor",0.02,1.6454,0.487175156030212,0.541414,0.316928483537771,4,22
"1434","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",103,"expr_value_added_0.09_WGV_AUC_value_added_0.03_correlation",0.86211,2.27,0,0.00493,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.03_cor",0.03,1.9752,0.235651420188241,0.2190873,0.258958505145031,30,68
"1435","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",104,"expr_value_added_0.09_WGV_AUC_value_added_0.04_correlation",0.85197,2.18,0.00398,0.0266,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.04_cor",0.04,2.1338,0.13608055837388,0.06955254,0.118617066957502,68,92
"1436","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",105,"expr_value_added_0.09_WGV_AUC_value_added_0.05_correlation",0.9286,2.37,0,0,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.05_cor",0.05,2.2244,0.143429709727982,0.0350211,0.0904652278843837,84,96
"1437","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",106,"expr_value_added_0.09_WGV_AUC_value_added_0.06_correlation",0.95899,2.44,0,0,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.06_cor",0.06,2.3462,0.127996970627417,0.00512756,0.0143647727390051,96,100
"1438","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",107,"expr_value_added_0.09_WGV_AUC_value_added_0.07_correlation",0.87245,2.17,0,0.0174,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.07_cor",0.07,2.3964,0.103366990349325,0.00181244,0.00543001579717325,100,100
"1439","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",108,"expr_value_added_0.09_WGV_AUC_value_added_0.08_correlation",0.99478,2.53,0,0,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.08_cor",0.08,2.4502,0.0765450380961617,0.00014634,0.000631108503559654,100,100
"1440","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",109,"expr_value_added_0.09_WGV_AUC_value_added_0.09_correlation",0.99776,2.53,0,0,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.09_cor",0.09,2.4706,0.0653221217646574,5.92e-05,0.000418607214462436,100,100
"1441","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",110,"expr_value_added_0.09_WGV_AUC_value_added_0.1_correlation",0.99776,2.48,0,0,"2_","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.1_corr",0.1,2.4772,0.0657465759176701,7.92e-05,0.000560028570699746,100,100
"1442","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",111,"expr_value_added_0.1_WGV_AUC_value_added_0_correlation",0.333,0.871,0.582,1,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0_correla",0,0.28202,1.01895185222014,0.91034,0.12201599259515,0,0
"1443","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",112,"expr_value_added_0.1_WGV_AUC_value_added_0.01_correlation",0.47343,1.19,0.253,1,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0.01_corr",0.01,0.98108,0.703931781249477,0.89644,0.1347145371911,0,0
"1444","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",113,"expr_value_added_0.1_WGV_AUC_value_added_0.02_correlation",0.72632,1.85,0.00573,0.255,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0.02_corr",0.02,1.7782,0.232788684064693,0.478494,0.3312161156547,6,34
"1445","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",114,"expr_value_added_0.1_WGV_AUC_value_added_0.03_correlation",0.77852,2,0,0.139,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0.03_corr",0.03,2.0012,0.194439434985681,0.2075628,0.249254875964343,38,72
"1446","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",115,"expr_value_added_0.1_WGV_AUC_value_added_0.04_correlation",0.86364,2.25,0,0.00645,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0.04_corr",0.04,2.1836,0.154057503178892,0.05783854,0.126577064505965,74,94
"1447","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",116,"expr_value_added_0.1_WGV_AUC_value_added_0.05_correlation",0.95078,2.4,0,0.00212,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0.05_corr",0.05,2.3098,0.15159680681576,0.02709606,0.132230663666681,90,98
"1448","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",117,"expr_value_added_0.1_WGV_AUC_value_added_0.06_correlation",0.91905,2.33,0,0.00209,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0.06_corr",0.06,2.3664,0.0989693830207615,0.0021414,0.00459372998149185,100,100
"1449","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",118,"expr_value_added_0.1_WGV_AUC_value_added_0.07_correlation",0.98014,2.42,0,0,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0.07_corr",0.07,2.435,0.0796228354077356,0.0004602,0.0018091361000686,100,100
"1450","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",119,"expr_value_added_0.1_WGV_AUC_value_added_0.08_correlation",0.95302,2.35,0,0,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0.08_corr",0.08,2.4704,0.0589347615796397,6.32e-05,0.000446891485709898,100,100
"1451","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",120,"expr_value_added_0.1_WGV_AUC_value_added_0.09_correlation",0.99478,2.48,0,0,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0.09_corr",0.09,2.4762,0.0542439689114403,2.38e-05,0.000168291413922398,100,100
"1452","2_2021-10-22 13:53:35_Synthetic_Drug_Set_drugSEA_results",121,"expr_value_added_0.1_WGV_AUC_value_added_0.1_correlation",0.9821,2.47,0,0,"2_","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0.1_corre",0.1,2.485,0.05139880090716,6.54e-05,0.000335365837404407,100,100
"1453","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",1,"expr_value_added_0_WGV_AUC_value_added_0_correlation",-0.38355,-1,0.415,1,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0_correlati",0,0.38638,0.971383231925128,0.90484,0.141001137641959,0,0
"1454","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",2,"expr_value_added_0_WGV_AUC_value_added_0.01_correlation",0.38747,0.985,0.459,1,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0.01_correl",0.01,0.58564,0.945445511224141,0.89596,0.170179012591243,0,2
"1455","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",3,"expr_value_added_0_WGV_AUC_value_added_0.02_correlation",-0.37528,-0.962,0.479,1,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0.02_correl",0.02,1.17254,0.724572476621594,0.799104,0.232082818574644,2,4
"1456","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",4,"expr_value_added_0_WGV_AUC_value_added_0.03_correlation",0.69929,1.81,0.00617,0.35,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0.03_correl",0.03,1.50864,0.458955191445856,0.6805922,0.313219108125704,6,12
"1457","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",5,"expr_value_added_0_WGV_AUC_value_added_0.04_correlation",0.71838,1.84,0.0116,0.59,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0.04_correl",0.04,1.6701,0.291807334397481,0.584738,0.313324731392274,2,22
"1458","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",6,"expr_value_added_0_WGV_AUC_value_added_0.05_correlation",0.75638,1.91,0.00798,0.333,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0.05_correl",0.05,1.8702,0.221980786077884,0.3388676,0.278292610706275,10,52
"1459","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",7,"expr_value_added_0_WGV_AUC_value_added_0.06_correlation",0.3535,0.894,0.573,1,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0.06_correl",0.06,1.94568,0.246386243983892,0.2508358,0.279780221486547,26,60
"1460","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",8,"expr_value_added_0_WGV_AUC_value_added_0.07_correlation",0.61659,1.57,0.0561,1,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0.07_correl",0.07,2.04,0.217330745779847,0.1747042,0.24726114015959,48,78
"1461","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",9,"expr_value_added_0_WGV_AUC_value_added_0.08_correlation",0.66488,1.77,0.0186,0.482,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0.08_correl",0.08,2.078,0.262235289270486,0.13289234,0.209132724517193,56,82
"1462","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",10,"expr_value_added_0_WGV_AUC_value_added_0.09_correlation",0.71201,1.81,0.015,0.675,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0.09_correl",0.09,2.147,0.248975451621649,0.09752092,0.212816855023073,70,88
"1463","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",11,"expr_value_added_0_WGV_AUC_value_added_0.1_correlation",0.7497,1.92,0.00391,0.297,"20","expr_value_added_0_WGV_",0,"AUC_value_added_0.1_correla",0.1,2.1896,0.199815833574166,0.07855668,0.166389682900142,78,86
"1464","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",12,"expr_value_added_0.01_WGV_AUC_value_added_0_correlation",0.31756,0.819,0.656,0.965,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0_correl",0,0.04692,1.09773835847777,0.91214,0.154676094745485,0,2
"1465","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",13,"expr_value_added_0.01_WGV_AUC_value_added_0.01_correlation",0.55181,1.4,0.143,1,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0.01_cor",0.01,0.49852,0.93034444444309,0.91688,0.134531938397466,0,0
"1466","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",14,"expr_value_added_0.01_WGV_AUC_value_added_0.02_correlation",0.31649,0.796,0.702,1,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0.02_cor",0.02,1.1689,0.701558418298658,0.805132,0.246630049677815,2,4
"1467","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",15,"expr_value_added_0.01_WGV_AUC_value_added_0.03_correlation",0.47207,1.18,0.256,1,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0.03_cor",0.03,1.4428,0.450694384890059,0.735514,0.30514083333331,0,12
"1468","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",16,"expr_value_added_0.01_WGV_AUC_value_added_0.04_correlation",0.71197,1.81,0.0116,0.752,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0.04_cor",0.04,1.7288,0.240828840906244,0.5193796,0.323827926705098,4,30
"1469","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",17,"expr_value_added_0.01_WGV_AUC_value_added_0.05_correlation",0.74729,1.89,0.011,0.384,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0.05_cor",0.05,1.79348,0.327169383827836,0.4145302,0.344659470578052,18,36
"1470","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",18,"expr_value_added_0.01_WGV_AUC_value_added_0.06_correlation",0.8016,2.05,0,0.0689,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0.06_cor",0.06,1.9258,0.201606709476948,0.27089526,0.27924555255997,18,62
"1471","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",19,"expr_value_added_0.01_WGV_AUC_value_added_0.07_correlation",0.88074,2.23,0,0.0101,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0.07_cor",0.07,2.048,0.165886609908512,0.1412927,0.181140420412886,40,80
"1472","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",20,"expr_value_added_0.01_WGV_AUC_value_added_0.08_correlation",0.92767,2.27,0,0.00115,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0.08_cor",0.08,2.0766,0.229281130350262,0.13746368,0.198975394748917,56,78
"1473","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",21,"expr_value_added_0.01_WGV_AUC_value_added_0.09_correlation",0.92289,2.28,0,0.00229,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0.09_cor",0.09,2.1512,0.200322596970843,0.08226022,0.153139079087098,70,90
"1474","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",22,"expr_value_added_0.01_WGV_AUC_value_added_0.1_correlation",0.96421,2.44,0,0,"20","expr_value_added_0.01_W",0.01,"GV_AUC_value_added_0.1_corr",0.1,2.1668,0.20081913885537,0.0745754,0.120839026898581,60,92
"1475","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",23,"expr_value_added_0.02_WGV_AUC_value_added_0_correlation",-0.37093,-0.946,0.519,0.763,"20","expr_value_added_0.02_W",0.02,"GV_AUC_value_added_0_correl",0,0.17546,1.03750586347003,0.90244,0.143427029018457,0,0
"1476","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",24,"expr_value_added_0.02_WGV_AUC_value_added_0.01_correlation",0.34669,0.895,0.554,0.924,"20","expr_value_added_0.02_W",0.02,"GV_AUC_value_added_0.01_cor",0.01,0.89536,0.770495514031624,0.8691,0.174830676101542,0,0
"1477","20_2021-10-22 22:39:07_Synthetic_Drug_Set_drugSEA_results",25,"expr_value_added_0.02_WGV_AUC_value_added_0.02_correlation",0.65524,1.65,0.0209,1,"20","expr_value_added_0.02_W",0.02,"GV_AUC_value_added_0.02_cor",0.02,1.14218,0.717678021433693,0.77666,0.235776667935691,0,2
